"academic_year","time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","school_type","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_mobile_child","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_c1_authorised_regulated_performance","reason_j1_authorised_interview","reason_c2_authorised_temp_reduced_timetable","reason_b_aea_education_off_site","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_k_aea_education_arranged_by_la","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_mob_perc","auth_excluded_perc","auth_performance_perc","auth_interview_perc","auth_part_time_perc","auth_other_perc","pa_perc"
"202425","202425","Summer term","Local authority","E92000001","England","E12000008","South East","E06000060","Buckinghamshire","825","Primary",177.655172413793,"38844","3830146","3916417","86271","205120","148513","56607","49243","4121537","1882846","1904752","3787598","42548","102012","11936","9278","3","1733","0","1082","16025","237","1510","4697","13620","0","3482","68036","1","1132","27288","6695","20878","1746",183,"45431","95.0232158536973","4.9767841463027","3.60334021021769","1.37344393608501","2.47509606246408","0.289600699933059","0.662083101522563","0.506558596950604","0.162439400641072","0.0423628369707709","0.225110195541129","7.2788379674864e-05","0.0420474206588464","0.026252342269401","0.00575028199431426","0.0366368177696816","0.113962339777612","0.388811261429899","16.5527754415475"
"202425","202425","Summer term","Regional","E92000001","England","E12000009","South West","","","","Primary",1836.93103448276,"333993.862068966","35229092","36061576","832484","1980673","1343390","637283","383315","38042249","17414589","17498662","34913251","315841","942628","108651","20036","54","8059","64","15429","154089","1103","9599","83678","167306","5","61610","593151","37","10375","298306","67474","241650","29853",1882,"403753","94.7934913101484","5.20650868985164","3.53131067513911","1.67519801471254","2.47784509270206","0.2856061427914","0.784143965831252","0.635214810775251","0.177365959620316","0.0784732784857173","0.0526677589434841","0.00014194744374866","0.0211843416513046","0.0405575390666309","0.00289940797138466","0.0252324724545071","0.219960707370377","0.4050470307368","17.6538047395467"
"202425","202425","Summer term","Regional","E92000001","England","E12000006","East of England","","","","Primary",1916.72413793103,"413066.086206897","43783805","44747890","964085","2439320","1652327","786993","496373","47187210","21620513","21746487","43367000","416805","1132854","125002","51824","42","21037","48","22793","196524","1637","12536","88030","179409","0","74183","698425","44","12024","351246","79568","324057","32122",1983,"511380","94.8305483625754","5.16945163742463","3.5016416524732","1.66780998495143","2.40076495304554","0.264906528697077","0.744366958758528","0.686747531799401","0.168621963451537","0.068073530941965","0.109826370323653","8.90071695275054e-05","0.0445819958416698","0.0483033432152484","0.00346916039325063","0.0265665208856383","0.186554788893007","0.41647726152913","17.5218602179617"
"202425","202425","Summer term","Regional","E92000001","England","E12000008","South East","","","","Primary",2559.87931034483,"599992.620689655","63395202","64733668","1338466","3468435","2353122","1115313","728564","68202103","31261989","31518835","62780824","614378","1609311","188690","67184","76","17565","18","24586","272019","2787","31773","139113","242181","0","105644","978206","19","12416","486632","114186","474853","39642",2589,"710295","94.9144749979337","5.08552500206629","3.45021912300857","1.63530587905772","2.35962078764639","0.276663023132879","0.713514655112614","0.69624392667188","0.167422989874667","0.0581243073985563","0.0985072263827407","0.000111433514007625","0.0257543378097886","0.0360487417814668","0.00408638425709542","0.0465865400074247","0.203971716238721","0.398842540090003","17.018924808758"
"202425","202425","Summer term","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","Primary",1740.12068965517,"378286.224137931","39388219","40210631","822412","2345331","1356082","989249","545877","42555962","19339538","19583851","38923389","464830","922559","114916","79203","102","9499","28","19064","140947","952","5549","63263","251590","0","47105","516320","13","7384","483408","81047","397137","27657",1764,"459354","94.4888309656823","5.51116903431768","3.18658523099537","2.32458380332232","2.16787250632473","0.270035018830029","1.1359348426902","0.93321119141896","0.190448050498776","0.0649897187143837","0.186114932615082","0.000239684394868103","0.0223211967338443","0.0447974833702502","0.0022370543521023","0.0130393010502265","0.14865837129942","0.331203886308574","20.302982772593"
"202425","202425","Summer term","Regional","E92000001","England","E12000002","North West","","","","Primary",2384.96551724138,"519815.810344828","53238614","54109743","871129","3009428","1787482","1221946","827056","57119171","26019382","26498402","52517784","720830","1272285","156000","84580","85","11550","42","19887","177914","1909","9029","54201","218926","0","50004","594590","56","7553","590488","106226","477957","47275",2435,"623894","94.7313170914193","5.26868290858073","3.1293906558973","2.13929225268343","2.2274220331384","0.273113207472847","1.03378251060401","0.836771598103201","0.185972587032119","0.082765556944095","0.148076378769573","0.000148811683558923","0.0202208817071242","0.0348166817757211","0.00334213534016451","0.0158073022453355","0.0948910830656138","0.311478610220026","18.4435856206569"
"202425","202425","Summer term","Regional","E92000001","England","E12000007","London","","","","Primary",1745.43103448276,"549839.362068966","56703060","57741472","1038412","3252295","2161542","1090753","1071782","60993767","27540084","28187662","55727746","975314","1431203","170375","217177","553","4787","76","10450","229945","3071","60608","33297","133347","66","86470","811352","23","7154","307457","96468","621674","65154",1778,"673294","94.667824008968","5.332175991032","3.54387358957514","1.78830240145686","2.34647418973155","0.279331820905569","0.504079375848355","1.01924185138458","0.158160423178978","0.106820751044939","0.356064251614431","0.000906650018845368","0.00784834292986036","0.0171328981861376","0.00503494070139987","0.0993675304560218","0.0545908240099353","0.376997538125494","17.5143769011745"
"202425","202425","Summer term","Regional","E92000001","England","E12000004","East Midlands","","","","Primary",1570.68965517241,"309353.568965517","33034557","33748747","714190","1779683","1139908","639775","369267","35528430","16294385","16427103","32721488","313069","785964","94773","46875","26","10364","6","12727","123749","820","7187","57417","174505","1","56104","479443","19","4118","290782","56198","270887","21908",1654,"389448","94.9908200277918","5.00917997220817","3.20843898815681","1.80074098405136","2.21221145994912","0.26675256970263","0.818448774685512","0.762451366412757","0.158177549641231","0.0616632933118632","0.131936592751214","7.31808301126731e-05","0.0291710047418363","0.0358220163401535","0.00230801079586123","0.0202288702315301","0.161608604714591","0.348309790215892","17.2667114280702"
"202425","202425","Summer term","National","E92000001","England","","","","","","Primary",16173.6034482759,"3650125.12068966","381582725","389264989","7682264","21711304","13877989","7833315","5231697","410976293","187351452","189702063","377053515","4529210","9557902","1109102","705777","1048","100159","298","151326","1503243","13683","147421","588030","1666819","72","544501","5401768","251","68853","3442936","702487","3377829","310063",16720,"4488598","94.7171395601644","5.28286043983564","3.37683443945026","1.90602600038538","2.32565774785457","0.269870067663489","0.837745645829746","0.821903612819828","0.170931270724173","0.0754454710116333","0.171731803517922","0.000255002543419214","0.0243709921243559","0.0368211019899389","0.00332938912366899","0.0358709255280572","0.143081245808016","0.365773653031612","18.3479887190461"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E06000005","Darlington","841","Primary",28.7592592592593,"6914.09259259259","683084","697857","14773","44385","28054","16331","6894","742242","338042","339468","677510","5574","17424","1976","263","1","4070","0","381","3443","12","2","482","5837","0","1925","6732","0","279","8267","1320","6196","548",29,"8684","94.0201443733984","5.97985562660157","3.77962982423522","2.20022580236634","2.34748235750604","0.266220451011934","1.11378768649578","0.83476817533904","0.177839572538337","0.0738303679931882","0.0354331875587746","0.000134726948892679","0.548338681993204","0.0513309675281108","0.00161672338671215","0.000269453897785358","0.0649383893662714","0.463864885037495","22.4263193968472"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E08000031","Wolverhampton","336","Primary",70.6111111111111,"22274.6481481481","2090331","2133591","43260","122725","71123","51602","37731","2256316","1014951","1039417","2054368","35963","48439","3905","3850","1","1","0","871","10802","8","65","3181","14969","0","722","27374","0","195","18552","1768","29442","1840",72,"26646","94.560823927145","5.43917607285504","3.15217372034768","2.28700235250736","2.14681808753738","0.173069729594614","0.822225255682271","1.30487041708697","0.0783578186743346","0.0815488610637872","0.170632127769337","4.43200331868409e-05","4.43200331868409e-05","0.0386027489057384","0.000354560265494727","0.00288080215714466","0.140982025567341","0.478744998484255","19.686696282441"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E06000057","Northumberland","929","Primary",125.592592592593,"16077.0925925926","1578247","1611652","33405","89817","44549","45268","17023","1701469","779792","783416","1563208","15039","31977","4495","315","2","213","0","498","5307","121","146","1475","5284","0","1069","26997","1","54","26864","1984","15364","1056",127,"20829","94.7212085556657","5.27879144433428","2.61826692111346","2.66052452322082","1.87937599803464","0.264183479099531","1.57887096385535","0.902984421109053","0.116605121809448","0.0620640164469644","0.0185134139969638","0.000117545485695008","0.0125185942265184","0.0292688259380571","0.007111501884548","0.0085808204557356","0.0866897957000686","0.311906946291704","18.9679303839834"
"202425","202425","Summer term","Local authority","E92000001","England","E12000006","East of England","E10000015","Hertfordshire","919","Primary",391.018518518519,"80998.4444444444","8072502","8262394","189892","423258","301373","121885","89689","8685652","3985510","4010435","7995945","76557","201805","26396","8956","12","4243","2","3282","38066","323","1016","17272","25734","0","16379","146398","8","1373","54882","13132","45770","8101",401,"101229","95.1269288707399","4.87307112926007","3.46977981618421","1.40329131307586","2.32342949038253","0.303903495097432","0.631869662749555","0.526961015707284","0.151191873678568","0.0932687609404567","0.103112581531012","0.000138158885481481","0.0488506792581605","0.0377864551791852","0.00371877666754321","0.0116974523040988","0.198856689169679","0.438263011228173","16.9746118629318"
"202425","202425","Summer term","Local authority","E92000001","England","E12000009","South West","E10000013","Gloucestershire","916","Primary",240.444444444444,"40348.2592592593","3949870","4047639","97769","229587","157046","72541","41134","4277226","1953109","1962063","3915172","34698","108498","11905","2427","5","2050","23","2017","19651","62","367","10041","15711","0","8501","72448","2","1107","42382","6436","21422","2301",244,"47617","94.6323388102476","5.36766118975242","3.67167879368544","1.69598239606698","2.53664407725942","0.278334602847734","0.990875862065741","0.500838627652595","0.150471356902815","0.0537965494458324","0.0567423839656824","0.000116898195232143","0.0479282600451788","0.0471567319566467","0.00144953762087858","0.00858032753003933","0.23475495566519","0.45943328690137","18.1774740765518"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E08000026","Coventry","331","Primary",84.537037037037,"27356.8518518519","2685596","2726100","40504","170958","106497","64461","47213","2897058","1308403","1335032","2643435","42161","74480","6124","8444","8","84","0","2518","10422","43","244","4130","8598","0","1393","30344","2","167","27499","5052","29651","2259",85,"33355","94.0989099976597","5.90109000234031","3.67603962364578","2.22505037869452","2.57088397954062","0.211386862120123","0.949204330738287","1.02348658535659","0.174383805916209","0.0779756566834354","0.291468103158446","0.000276142210476974","0.00289949321000822","0.0869157607476274","0.00148426438131373","0.00842233741954769","0.142558416158738","0.359744264698877","20.9641751437417"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E08000029","Solihull","334","Primary",58.6296296296296,"17129.8703703704","1597805","1634018","36213","93808","60727","33081","19869","1727826","787269","794865","1582134","15671","43037","4382","3305","1","278","0","517","6012","33","378","2784","7507","0","2732","25928","0","46","15270","4198","12838","775",59,"19828","94.5707496009436","5.42925039905639","3.51464788699788","1.91460251205851","2.49081794115843","0.253613500433493","0.883769546239031","0.743014632260424","0.242964279968006","0.0448540535910445","0.191280834991486","5.78761981819929e-05","0.016089583094594","0.0299219944600903","0.00190991454000576","0.0218772029127933","0.161127335738668","0.347951703470141","18.7577429890753"
"202425","202425","Summer term","Local authority","E92000001","England","E12000004","East Midlands","E10000018","Leicestershire","855","Primary",223.34693877551,"46041.7755102041","4133663","4224148","90485","202920","139882","63038","38186","4427068","2046801","2054857","4101658","32005","100126","11837","4172","4","2357","0","949","13509","28","1524","5376","23935","0","9892","56145","7","506","29443","6181","24256","3158",230,"54186","95.4163794186129","4.58362058138705","3.15969847312036","1.42392210826669","2.2616774804453","0.267377867247578","0.665067715246298","0.54790213296927","0.139618365925258","0.0713338941258639","0.0942384440446815","9.03532541176237e-05","0.0532406549888098","0.0214363095394062","0.000632472778823366","0.0344245898188146","0.121434773534086","0.305145527468745","13.7673562824929"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E06000047","County Durham","840","Primary",207.87037037037,"31658.6851851852","3077783","3133684","55901","192498","114196","78302","32602","3326182","1520573","1529055","3049628","28155","84241","9554","717","6","2162","4","1406","11649","78","149","4230","17402","0","2907","35176","6","410","42774","4447","26703","4378",208,"39586","94.2126438060214","5.78735619397856","3.43324568529323","2.35411050868533","2.53266357643689","0.287236236622049","1.28597893921619","0.802812353623464","0.133696833185917","0.131622382659758","0.0215562467718243","0.00018038700227468","0.0649994498196431","0.0422706875330334","0.00234503102957084","0.00447961055648789","0.127172836603649","0.350221364916291","21.8522853270913"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E08000027","Dudley","332","Primary",76.6481481481482,"22211.0740740741","2204033","2243467","39434","143618","83016","60602","29714","2387085","1083163","1096044","2179207","24826","58972","5417","4871","0","499","0","1508","7360","60","773","3556","8988","0","1400","29026","0","20","28641","4888","25786","1287",78,"28173","93.9835405944908","6.01645940550923","3.47771445088885","2.53874495462038","2.47046083402979","0.226929497692793","1.19983159376394","1.0802296524841","0.204768577574741","0.0539151307976046","0.20405641189987","0","0.0209041571623968","0.0631732845709306","0.00251352591131024","0.0323825921573802","0.148968302343653","0.308325845120723","22.3812200077818"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E06000021","Stoke-on-Trent","861","Primary",70.2222222222222,"19145.537037037","1890640","1934675","44035","113176","62581","50595","32507","2047851","921920","939558","1861478","29162","42814","3635","7270","0","1","0","890","5690","12","33","2236","13676","0","2636","27532","0","191","21291","3345","24210","1749",71,"24215","94.4734260451566","5.52657395484339","3.05593522184964","2.47063873299376","2.09067944884662","0.177503148422419","1.03967524981066","1.18221491700324","0.163341961890782","0.0854066042890816","0.355006296844839","0","4.88316776953011e-05","0.043460193148818","0.000585980132343613","0.00161144536394494","0.109187631326693","0.277852246086263","22.4801061007958"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E08000028","Sandwell","333","Primary",92.2407407407407,"29452.2037037037","2796863","2839483","42620","173526","102505","71021","51920","3013009","1359504","1391860","2751364","45499","72117","5851","12366","1","20","0","680","7525","68","68","3809","13342","0","405","28840","0","33","19279","6421","43883","1438",93,"35648","94.2407739240075","5.75922607599247","3.40208077705709","2.35714529893538","2.39352089555657","0.194191255319848","0.639858692755315","1.45645100960535","0.213109220715902","0.0477263758588175","0.410420280855451","3.31894129755338e-05","0.000663788259510675","0.022568800823363","0.0022568800823363","0.0022568800823363","0.126418474023808","0.249750332640892","21.1139122935049"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E10000028","Staffordshire","860","Primary",299.555555555556,"52928.1481481481","5186405","5288481","102076","268567","176187","92380","49913","5557048","2564726","2579749","5144475","41930","129614","13779","4507","10","1840","6","1679","18199","83","933","5537","32967","0","4489","63653","7","960","52537","7983","27623","4237",307,"63990","95.1670923123212","4.83290768767878","3.17051427304569","1.66239341463309","2.33242541723591","0.247955389264228","0.945412024513735","0.497080464304069","0.143655408411084","0.0762455174042045","0.0811042121644441","0.000179951657786652","0.033111105032744","0.0302138833423789","0.00149359875962921","0.0167894896714946","0.0996392329164693","0.327494022005928","18.053947024321"
"202425","202425","Summer term","Local authority","E92000001","England","E12000002","North West","E08000007","Stockport","356","Primary",84.8888888888889,"20981.3703703704","1867847","1898323","30476","90488","59969","30519","27484","1988811","913070","931289","1844359","23488","44687","5842","146","0","19","0","432","6767","120","345","1611","6535","0","842","22978","2","119","12190","3996","12897","1436",86,"24660","95.450145840907","4.54985415909305","3.01531920328277","1.53453495581028","2.2469203961563","0.293743347155662","0.61292903146654","0.648477909665624","0.200924069707981","0.0722039449701354","0.00734106961395527","0","0.0009553446757887","0.0217215210495115","0.00603375584708653","0.0173470480603738","0.0810031722471366","0.340253548476954","15.8420441347271"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E10000031","Warwickshire","937","Primary",193.462962962963,"39940.7777777778","3930942","4010588","79646","227381","157345","70036","46594","4237969","1938302","1952458","3890760","40182","111552","10933","2070","60","1740","6","2453","19876","84","1078","7493","17556","0","4345","56486","1","1258","31510","6412","29240","2874",196,"47005","94.6346705226018","5.36532947739825","3.71274542121474","1.65258405618352","2.63220424689279","0.257977347167948","0.743516528790088","0.689953135570364","0.15129888868937","0.0678155031336945","0.0488441515263561","0.00141577250801032","0.0410574027322994","0.0578814993691554","0.00198208151121445","0.0254367127272521","0.176806390042023","0.468998239486886","18.3295457322288"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E08000030","Walsall","335","Primary",83.9444444444444,"23022","2227999","2265568","37569","144668","78393","66275","38419","2410236","1085041","1108931","2193972","34027","51779","5268","6811","0","861","0","996","7716","38","564","4360","11063","0","1502","24848","0","156","22725","4392","37638","1520",85,"26793","93.9977661938499","6.0022338061501","3.25250307438774","2.74973073176237","2.14829585152657","0.218567808297611","0.94285372884647","1.56158981942017","0.18222281967409","0.0630643638216341","0.282586435519177","0","0.0357226429279125","0.0413237541883865","0.00157660909554085","0.0234001981548695","0.180895148856792","0.320134625820874","21.5300404014075"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E08000021","Newcastle upon Tyne","391","Primary",71.6666666666667,"19926.7222222222","1749309","1779332","30023","107689","57297","50392","33425","1887021","847834","871042","1718876","30433","37933","4579","6326","0","5","0","609","4437","2","1122","2284","10862","0","292","18558","3","308","24449","2992","21909","1042",72,"22750","94.2931742678009","5.70682573219906","3.03637320411379","2.67045252808527","2.01020550380732","0.242657606884078","1.29564005911964","1.16103636366527","0.158556794015541","0.0552193112848241","0.335237392694623","0","0.000264967904437735","0.0322730907605162","0.000105987161775094","0.0594587977558278","0.121037338747158","0.235132518398046","19.2818196838685"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E08000025","Birmingham","330","Primary",286.5,"90202.6111111111","8614232","8737527","123295","582393","365995","216398","168301","9319920","4178777","4287833","8466610","147622","238898","22539","63906","9","52","0","5346","27269","154","1352","6470","32115","0","5221","85671","7","281","87553","20679","99843","8323",292,"107513","93.7510944299951","6.24890557000489","3.92701868685568","2.32188688314921","2.56330526442287","0.2418368398012","0.939417934917896","1.07128601962249","0.221879586949244","0.0893033416595851","0.685692581052198","9.65673525094636e-05","0.000557944703388012","0.0573610073906214","0.00165237469849527","0.0145065622880883","0.0694211967484699","0.29258834839784","25.212778808878"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E06000020","Telford and Wrekin","894","Primary",54.1481481481481,"13859.1666666667","1381415","1409157","27742","74461","47133","27328","17600","1483618","680412","685483","1365895","15520","33317","3500","1542","1","144","0","547","4810","25","1093","2154","7162","0","1018","19454","1","107","9797","2080","14052","1399",55,"17379","94.9811204771039","5.01887952289606","3.17689593952082","1.84198358337524","2.24565892298422","0.235909782706869","0.660345183194057","0.947144076170551","0.140197813722939","0.0942965102876886","0.103935109981141","6.74027950591055e-05","0.00970600248851119","0.0368693288973307","0.00168506987647764","0.0736712549996023","0.145185620557313","0.324207444234297","16.9376604568494"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E06000019","Herefordshire, County of","884","Primary",77.2777777777778,"10973.4814814815","1086805","1118902","32097","56353","40817","15536","11046","1175255","538547","538224","1076771","10034","28382","4051","209","1","491","0","233","6514","17","137","782","4992","0","4995","21549","0","561","8485","1012","5314","725",78,"13321","95.2050406082084","4.79495939179157","3.47303351187615","1.32192587991542","2.41496526285785","0.344691152132941","0.721970976511481","0.452157191418033","0.0861089720954176","0.0616887398904919","0.0177833746718797","8.50879170903336e-05","0.0417781672913538","0.0198254846820477","0.00144649459053567","0.0116570446413757","0.0665387511646409","0.554262691926433","16.4775702565893"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E08000022","North Tyneside","392","Primary",53.9444444444444,"12098.962962963","1190629","1213387","22758","66295","34437","31858","13635","1279682","586351","592516","1178867","11762","26531","3673","476","0","0","0","239","2620","12","9","877","6838","0","1583","14056","1","280","19976","1873","8819","1190",53,"15596","94.8194160736808","5.1805839263192","2.69105918501628","2.48952474130292","2.07324944790972","0.287024432632482","1.56101281412101","0.689155587091168","0.146364487427345","0.0929918526633961","0.0371967410653584","0","0","0.0186765149466821","0.000937732968034246","0.000703299726025684","0.0685326510805028","0.204738364687477","18.1564245810056"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E06000003","Redcar and Cleveland","807","Primary",43.8333333333333,"8883.72222222222","867142","896307","29165","55022","26448","28574","11740","951329","427821","429476","857297","9845","19754","2364","276","1","113","0","625","2467","8","2","838","7900","0","3543","17034","7","681","14179","1895","11884","616",44,"11852","94.2163016159499","5.7836983840501","2.7801107713525","3.00358761269761","2.07646355782279","0.248494474571888","1.49044126690136","1.24919980364311","0.199195020860291","0.064751521292844","0.0290120452545859","0.000105116105994877","0.0118781199774211","0.0656975662467979","0.000840928847959013","0.000210232211989753","0.0880872968237066","0.259321433489361","22.2210125204137"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E06000001","Hartlepool","805","Primary",29.4444444444444,"6468.05555555556","630801","647894","17093","37841","20074","17767","8702","685735","309211","313931","623142","7659","15698","1635","302","0","1","0","86","1806","18","389","139","5507","0","847","10573","0","166","8490","1043","7354","880",30,"8450","94.4816875323558","5.51831246764421","2.92736990236753","2.59094256527667","2.28922251306992","0.238430297418099","1.2380875994371","1.07242593713315","0.152099571992096","0.128329456714328","0.0440403362815082","0","0.000145828928084464","0.0125412878152639","0.00262492070552035","0.0567274530248565","0.0202702210037405","0.263367044120542","22.3764339328707"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E06000002","Middlesbrough","806","Primary",40.6111111111111,"11707.9444444444","1135012","1169015","34003","73957","36460","37497","23282","1242972","549946","564068","1114014","20998","25265","2724","3642","0","172","0","173","3169","17","566","732","8109","0","5813","19964","1","116","17610","2284","16745","858",41,"15501","94.0499866449124","5.95001335508764","2.93329214173771","3.01672121334994","2.03262824906756","0.219152161110628","1.41676562303897","1.34717435308277","0.183753133618456","0.0690281036097354","0.293007404832933","0","0.0138378016560309","0.0139182539912404","0.00136768969856119","0.0455360217285667","0.0588911093733407","0.254953450278848","24.1314477233712"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E08000037","Gateshead","390","Primary",65,"12554.2222222222","1213912","1238350","24438","65861","37556","28305","14049","1304211","598277","602890","1201167","12745","27615","3158","1163","0","1","0","316","4111","48","11","1133","8817","0","2419","13081","1","120","17340","1304","8862","799",66,"15579","94.9501269349822","5.04987306501785","2.8795954028911","2.17027766212676","2.11737211233458","0.242138733686497","1.32953946869027","0.679491278635129","0.099983821636223","0.0612630931651397","0.0891726875482571","0","7.66747098437293e-05","0.0242292083106184","0.00368038607249901","0.000843421808281022","0.0868724462529453","0.315209732167571","17.2210044791766"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E08000024","Sunderland","394","Primary",80.4444444444444,"18153.1666666667","1720455","1757591","37136","104950","59129","45821","17936","1862541","847307","857093","1704400","16055","45425","5162","1181","0","571","0","550","5233","216","15","776","12215","0","587","24174","0","160","26741","1881","15565","1634",81,"22915","94.3652247118319","5.63477528816815","3.17464152466979","2.46013376349836","2.4388724865654","0.277148261434245","1.435726784001","0.835686301670675","0.10099106543158","0.0877296123951097","0.063408000146037","0","0.0306570432543498","0.0295295512957836","0.0115970601452532","0.000805351398975915","0.0416635123736873","0.280960258056064","22.3683413126477"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E06000004","Stockton-on-Tees","808","Primary",58.5,"13740.4074074074","1362533","1393317","30784","82298","46094","36204","16931","1475615","671962","676575","1348537","13996","32220","4113","1785","0","266","0","1130","4969","63","45","1503","5758","0","3687","20785","0","554","19867","2935","12902","500",60,"17853","94.422799985091","5.57720001490904","3.12371451903105","2.45348549587799","2.18349637269884","0.27873124087245","1.34635389312253","0.874347306038499","0.198900119611145","0.0338841771058169","0.120966512267766","0","0.0180263822202946","0.0765782402591462","0.00426940631533293","0.00304957593952352","0.101855836380086","0.336740952077608","19.020446980504"
"202425","202425","Summer term","Local authority","E92000001","England","E12000004","East Midlands","E06000016","Leicester","856","Primary",80.9183673469388,"27208.9591836735","2431495","2476339","44844","143348","90259","53089","37131","2619687","1190615","1208982","2399597","31898","55507","5588","17100","9","519","0","506","7809","15","1190","2016","6847","0","4625","33124","0","248","18560","5233","27425","1871",82,"34156","94.5280485798494","5.47195142015058","3.44541160833336","2.02653981181721","2.11884091496427","0.213307925717843","0.708481585777232","1.04688079148387","0.199756688489884","0.0714207460662285","0.652749736896049","0.000343552493103184","0.0198115271022836","0.0193152846122457","0.000572587488505306","0.0454252740880876","0.0769557584551132","0.298089046515862","19.4003030196258"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E06000051","Shropshire","893","Primary",124.314814814815,"17369.2407407407","1725925","1760144","34219","93347","65238","28109","13929","1853491","857940","856783","1714723","11202","47269","5470","241","5","1197","0","374","8572","17","396","1697","9592","0","2428","22116","0","83","16113","2727","7516","1753",127,"20075","94.9637198130447","5.03628018695532","3.51973654039863","1.51654364655669","2.55026865520253","0.295118778564342","0.86933251901412","0.405505071241242","0.14712777132449","0.0945782849768356","0.0130024909751383","0.000269761223550586","0.0645808369180104","0.0201781395215839","0.000917188160071994","0.0213650889052064","0.091556959273069","0.462478641655125","16.6055698418778"
