"academic_year","time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","school_type","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_mobile_child","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_c1_authorised_regulated_performance","reason_j1_authorised_interview","reason_c2_authorised_temp_reduced_timetable","reason_b_aea_education_off_site","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_k_aea_education_arranged_by_la","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_mob_perc","auth_excluded_perc","auth_performance_perc","auth_interview_perc","auth_part_time_perc","auth_other_perc","pa_perc"
"202425","202425","Summer term","Local authority","E92000001","England","E12000002","North West","E08000011","Knowsley","340","Special",3.96551724137931,"587.344827586207","54456","54773","317","9155","4702","4453","1172","63928","26576","26842","53418","1038","2091","489","1","52","0","0","188","1116","1","1","763","186","0","22","109","0","0","818","134","3371","130",4,"760","85.679201601802","14.320798398198","7.35514954323614","6.96564885496183","3.27086722562883","0.764923038418221","1.27956451007383","5.2731197597297","0.209610812163684","0.203353772994619","0.0015642597922663","0.0813415091978476","0","0.294080840946064","0.0015642597922663","0.0015642597922663","1.19353022149919","1.74571392816919","41.5506958250497"
"202425","202425","Summer term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000011","East Riding of Yorkshire","811","Special",3,"314.362068965517","32394","32814","420","3451","2578","873","191","36265","16154","16147","32301","93","1315","419","0","0","0","0","2","424","4","0","414","64","0","0","266","4","86","379","98","386","10",3,"431","90.4839376809596","9.5160623190404","7.10878257272853","2.40727974631187","3.62608575761754","1.15538397904315","1.04508479249966","1.06438715014477","0.270233007031573","0.0275747966358748","0","0","0","0.00551495932717496","0.0110299186543499","0","1.14159658072522","1.16917137736109","29.8165137614679"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000024","Merton","315","Special",2.98275862068966,"448.034482758621","41435","42494","1059","6781","4666","2115","1159","49275","19804","20648","40452","983","2282","422","65","198","0","0","37","1202","22","3","435","538","0","82","206","120","113","100","176","1839","0",3,"551","86.2384576357179","13.7615423642821","9.46930492135971","4.29223744292237","4.63115169964485","0.856418061897514","0.202942668696093","3.73211567732116","0.357179096905124","0","0.131912734652461","0.401826484018265","0","0.0750887874175545","0.0446473871131405","0.0060882800608828","0.882800608828006","2.43937087772704","42.0581655480984"
"202425","202425","Summer term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000032","Bradford","380","Special",7.89655172413793,"1201.94827586207","117688","119658","1970","18687","12095","6592","2049","138345","57245","58831","116076","1612","7048","1524","234","50","0","0","167","1689","0","1","1382","817","0","0","1020","20","113","1534","437","4324","297",8,"1595","86.4924644909465","13.5075355090535","8.74263616321515","4.7648993458383","5.0945101015577","1.10159384148325","1.10882214752973","3.12551953449709","0.315876974231089","0.214680689580397","0.169142361487585","0.03614153023239","0","0.120712710976183","0","0.000722830604647801","0.998951895623261","1.22086089125014","40.2380952380952"
"202425","202425","Summer term","Local authority","E92000001","England","E12000009","South West","E06000025","South Gloucestershire","803","Special",5.91379310344828,"549.603448275862","54688","56212","1524","7424","5285","2139","518","63636","27070","27289","54359","329","2429","502","14","47","4","0","71","1117","0","2","1099","855","0","7","592","68","2","550","189","1332","68",6,"684","88.3336476208435","11.6663523791565","8.30504745741404","3.36130492174241","3.81702181155321","0.788861650638004","0.864290653089446","2.09315481802753","0.297001697152555","0.106857753472877","0.0220001257150041","0.0738575649003709","0.00628575020428688","0.111572066126092","0","0.00314287510214344","1.72700986862782","1.75529574454711","37.1115173674589"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000009","Ealing","307","Special",6,"826.84126984127","84007","84747","740","9180","7412","1768","1700","93927","40575","41784","82359","1648","3860","1322","490","1","0","0","6","1733","0","0","0","83","0","0","653","0","4","229","52","1290","197",6,"1048","90.2264524577597","9.77354754224025","7.89123468225324","1.88231285998701","4.10957445675897","1.4074760186102","0.243806360258499","1.37340700756971","0.0553621429407944","0.20973734921801","0.521681731557486","0.00106465659501528","0","0.00638793957009167","0","0","0","1.84504987916148","31.9526627218935"
"202425","202425","Summer term","Local authority","E92000001","England","E12000002","North West","E06000008","Blackburn with Darwen","889","Special",2.96551724137931,"377.706896551724","37013","37508","495","5859","4226","1633","209","43367","18442","18451","36893","120","2200","463","245","0","0","0","167","289","0","6","856","284","0","0","121","90","0","265","89","1257","22",3,"469","86.4897272119353","13.5102727880647","9.74473678142366","3.76553600664099","5.07298176032467","1.06763207046833","0.611063712039108","2.8985173057855","0.205225171213134","0.0507298176032467","0.564945696036157","0","0","0.385085433624645","0","0.0138354048008855","1.97385108492633","0.66640533124265","35.5795148247978"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000006","Bromley","305","Special",3.96551724137931,"719.051724137931","67630","70029","2399","10496","6803","3693","1355","80525","32940","33651","66591","1039","3081","895","37","104","14","0","195","1454","0","21","1002","821","0","169","1235","60","114","479","316","2894","4",4,"938","86.9655386525924","13.0344613474076","8.44830797888855","4.58615336851909","3.82614095001552","1.11145606954362","0.594846321018317","3.59391493325054","0.392424712822105","0.00496740142812791","0.0459484632101832","0.129152437131326","0.0173859049984477","0.242160819621236","0","0.0260788574976715","1.24433405774604","1.8056504191245","36.5411436541144"
"202425","202425","Summer term","Local authority","E92000001","England","E12000006","East of England","E06000056","Central Bedfordshire","823","Special",3.96551724137931,"677.655172413793","66093","67899","1806","9815","7334","2481","353","77714","33120","32846","65966","127","3449","599","55","0","0","0","60","1266","0","2","1903","697","0","93","874","17","125","655","226","1586","14",4,"898","87.3703579792573","12.6296420207427","9.43716704840827","3.19247497233446","4.43806778701392","0.770774892554752","0.842833981007283","2.04081632653061","0.290809892683429","0.0180147721131328","0.0707723190158787","0","0","0.0772061661991404","0","0.00257353887330468","2.4487222379494","1.62905010680186","35.2941176470588"
"202425","202425","Summer term","Local authority","E92000001","England","E12000008","South East","E06000035","Medway","887","Special",5,"924.965517241379","90480","91740","1260","13555","9224","4331","1044","105295","44942","44653","89595","885","4872","923","42","169","0","0","172","1061","0","0","1985","177","0","22","692","211","158","590","159","3556","26",5,"1119","87.1266441901325","12.8733558098675","8.76015005460848","4.11320575525903","4.62700033239945","0.876584833087991","0.560330500023743","3.37717840353293","0.151004321192839","0.0246925305095209","0.0398879338999953","0.160501448311886","0","0.1633505864476","0","0","1.88517973313073","1.00764518733083","35.656836461126"
"202425","202425","Summer term","Local authority","E92000001","England","E12000008","South East","E06000041","Wokingham","872","Special",3.89655172413793,"447.068965517241","45779","46460","681","5186","3505","1681","311","51646","22716","22866","45582","197","2425","365","50","84","0","0","32","324","2","41","182","151","0","1","512","15","2","282","114","1219","66",4,"541","89.9585640707896","10.0414359292104","6.78658560198273","3.25485032722767","4.69542655771986","0.706734306625876","0.546024861557526","2.36029895829299","0.220733454672191","0.127793052704953","0.0968129187158734","0.162645703442667","0","0.061960267978159","0.00387251674863494","0.0793865933470162","0.352399024125779","0.62734771327886","29.9043062200957"
"202425","202425","Summer term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000065","North Yorkshire","815","Special",10.9655172413793,"1131.37931034483","105064","106904","1840","19561","12229","7332","719","126465","52911","51790","104701","363","5086","1288","16","182","4","20","178","2720","0","7","2728","788","0","29","892","131","0","1120","356","5833","23",11,"1376","84.5324793421105","15.4675206578895","9.66986913375242","5.79765152413711","4.02166607361721","1.01846360653145","0.885620527418653","4.6123433361009","0.281500810500929","0.0181868501166331","0.0126517218202665","0.143913335705531","0.00316293045506662","0.140750405250465","0","0.00553512829636658","2.15711857035543","2.1507927094453","43.7759336099585"
"202425","202425","Summer term","Local authority","E92000001","England","E12000002","North West","E08000003","Manchester","352","Special",13.8793103448276,"1951.8275862069","183170","188718","5548","35363","22922","12441","3674","224081","89255","91515","180770","2400","9494","2052","883","24","3","0","36","2869","6","2","7553","4037","0","187","1203","71","50","1677","1274","9260","230",14,"2580","84.2186530763429","15.7813469236571","10.2293367130636","5.55201021059349","4.23686077802223","0.915740290341439","0.748390091083135","4.13243425368505","0.568544410280211","0.102641455545093","0.394053935853553","0.0107104127525315","0.00133880159406643","0.0160656191287972","0.00267760318813286","0.000892534396044288","3.37065614666125","1.28034059112553","40.3950617283951"
"202425","202425","Summer term","Local authority","E92000001","England","E12000009","South West","E06000026","Plymouth","879","Special",6.91379310344828,"657.293103448276","63684","65983","2299","8370","5834","2536","490","74353","32295","31098","63393","291","2882","561","31","64","0","0","303","891","1","6","1095","1250","0","114","838","4","93","358","199","1710","269",7,"767","88.742888652778","11.257111347222","7.84635455193469","3.41075679528735","3.87610452839832","0.754508896749291","0.481486960848923","2.29983995265827","0.26764219332105","0.361787688459107","0.0416930049897112","0.0860758812690813","0","0.407515500383307","0.00134493564482939","0.00806961386897637","1.47270453108819","1.19833765954299","37.7581120943953"
"202425","202425","Summer term","Local authority","E92000001","England","E12000008","South East","E06000038","Reading","870","Special",3.96551724137931,"330.810344827586","29953","30983","1030","6217","3842","2375","231","37200","14910","14957","29867","86","1270","368","68","127","0","0","346","945","0","4","714","761","0","31","129","2","107","206","145","2004","20",4,"396","83.2876344086021","16.7123655913978","10.3279569892473","6.38440860215054","3.41397849462366","0.989247311827957","0.553763440860215","5.38709677419355","0.389784946236559","0.0537634408602151","0.182795698924731","0.341397849462366","0","0.93010752688172","0","0.010752688172043","1.91935483870968","2.54032258064516","42.8994082840237"
"202425","202425","Summer term","Local authority","E92000001","England","E12000004","East Midlands","E06000061","North Northamptonshire","940","Special",7.94827586206897,"1085.55172413793","107821","109748","1927","15123","10801","4322","1121","124871","53505","53410","106915","906","4568","1568","32","0","0","0","140","3127","3","5","1358","721","0","98","1075","31","2","972","215","2979","156",8,"1329","87.8891015528025","12.1108984471975","8.64972651776633","3.46117192943117","3.65817523684442","1.25569587814625","0.778403312218209","2.38566200318729","0.172177687373369","0.124928926652305","0.0256264464927805","0","0","0.112115703405915","0.00240247935869818","0.00400413226449696","1.08752232303737","2.5041843182164","34.6666666666667"
"202425","202425","Summer term","Local authority","E92000001","England","E12000008","South East","E10000014","Hampshire","850","Special",26.7931034482759,"2940.65517241379","279811","289642","9831","44231","34663","9568","3282","333873","138807","138612","277419","2392","14761","2839","79","625","71","0","704","7893","8","88","7595","4824","0","163","3417","493","934","1308","890","6843","527",28,"3631","86.7521482719477","13.2478517280523","10.3820913940331","2.86576033401922","4.42114217082543","0.850323326534341","0.391765731281056","2.04958172718369","0.266568425718761","0.157844449835716","0.0236616917211035","0.187196928173287","0.0212655710404855","0.210858619894391","0.00239612068061808","0.0263573274867989","2.27481707116179","2.36407256651481","37.7339901477833"
"202425","202425","Summer term","Local authority","E92000001","England","E12000009","South West","E06000058","Bournemouth, Christchurch and Poole","839","Special",7.87931034482759,"995.603448275862","97484","99968","2484","13817","9798","4019","1199","113785","48281","48415","96696","788","4768","1239","16","78","0","0","87","1792","4","7","1807","1321","0","22","870","188","83","680","411","2869","59",8,"1287","87.856923144527","12.143076855473","8.61097684229028","3.53210001318276","4.19035901041438","1.08889572439249","0.597618315243661","2.52142198005009","0.361207540536978","0.0518521773520236","0.0140616074174979","0.0685503361603023","0","0.0764599903326449","0.00351540185437448","0.00615195324515534","1.58808278771367","1.57490003075977","36.8972746331237"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000015","Harrow","310","Special",4,"407.155172413793","39624","40455","831","5614","5117","497","620","46069","19516","19671","39187","437","2586","671","175","0","0","0","29","1411","0","1","244","136","0","180","515","0","0","50","183","241","23",4,"520","87.8139312769976","12.1860687230025","11.1072521652304","1.07881655777204","5.61331915170722","1.45651088584515","0.108532852894571","0.523128350951833","0.397230241594131","0.0499251123315027","0.379864985130999","0","0","0.0629490546788513","0","0.00217065705789142","0.529640322125507","3.0627971086848","37.995337995338"
"202425","202425","Summer term","Local authority","E92000001","England","E12000002","North West","E08000001","Bolton","350","Special",6.87931034482759,"956.827586206897","92255","93226","971","13755","10122","3633","696","106981","46201","45444","91645","610","4594","1043","302","3","0","0","234","1879","47","4","2016","517","0","43","221","31","159","916","86","2455","176",7,"1258","87.1425767192305","12.8574232807695","9.46149316233724","3.39593011843225","4.29422046905525","0.97493947523392","0.856226806629214","2.29480001121695","0.0803881062992494","0.164515194286836","0.282293117469457","0.00280423626625289","0","0.218730428767725","0.0439330348379619","0.00373898168833718","1.88444677092194","1.75638664809639","36.8239355581128"
"202425","202425","Summer term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000035","Leeds","383","Special",9.94827586206897,"1897.44827586207","175436","181033","5597","30938","17008","13930","4949","211971","85777","86836","172613","2823","8759","2073","343","293","0","0","144","2775","1","19","2601","4764","0","2","372","34","425","2678","2126","9038","88",10,"2440","85.4046072340084","14.5953927659916","8.02373909638583","6.57165366960575","4.13216902312109","0.977963966769039","1.26338036806922","4.26379080157191","1.00296738704823","0.0415151129163895","0.161814587844564","0.138226455505706","0","0.0679338211359101","0.000471762646777154","0.00896349028876591","1.22705464426738","1.3091413448066","37.9746835443038"
"202425","202425","Summer term","Local authority","E92000001","England","E12000002","North West","E08000004","Oldham","353","Special",5.86206896551724,"1140.15517241379","106950","110877","3927","21002","14120","6882","1669","131879","52436","53095","105531","1419","6057","1275","500","144","0","0","254","1845","2","0","4043","2834","0","8","1081","4","0","1068","250","5512","52",6,"1588","84.0747958355766","15.9252041644234","10.7067842491981","5.21841991522532","4.59284647290319","0.966795319952381","0.809833256242465","4.179588865551","0.189567709794584","0.0394300836372736","0.379135419589169","0.109191000841681","0","0.192600793151298","0.00151654167835668","0","3.06568900279802","1.39900969828403","45.8540630182421"
"202425","202425","Summer term","Local authority","E92000001","England","E12000009","South West","E06000023","Bristol, City of","801","Special",10.9655172413793,"1143.39655172414","104336","108430","4094","19843","11900","7943","1772","128273","51167","51774","102941","1395","4725","1043","278","127","2","0","281","2376","25","2","3041","3339","0","31","477","108","139","1135","377","6226","205",11,"1361","84.5306494741684","15.4693505258316","9.27708870923733","6.1922618165943","3.68354992866776","0.813109539809625","0.884831570166754","4.85371044569005","0.293904407006931","0.159815393730559","0.216725265644368","0.0990075853842975","0.00155917457298106","0.219064027503839","0.0194896821622633","0.00155917457298106","2.37072493821771","1.8522993927015","50.2948609941028"
"202425","202425","Summer term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000012","North East Lincolnshire","812","Special",1.94827586206897,"284.844827586207","30681","30934","253","2052","1747","305","187","32986","15250","15273","30523","158","1102","288","4","0","0","0","0","346","1","6","0","4","0","0","249","0","0","8","29","266","2",2,"351","93.7791790456557","6.22082095434427","5.29618626083793","0.924634693506336","3.34081125325896","0.873097677802704","0.0242527132722973","0.806402716303886","0.0879160856120779","0.00606317831807433","0.0121263566361487","0","0","0","0.00303158915903717","0.018189534954223","0","1.04892984902686","25.7142857142857"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000029","Sutton","319","Special",3.93103448275862,"506.948275862069","47233","49479","2246","8085","5547","2538","653","57564","23497","23225","46722","511","2303","610","46","4","0","0","88","1404","27","3","1062","541","0","254","778","0","673","401","142","1831","164",4,"435","85.9547633937878","14.0452366062122","9.63623097769439","4.40900562851782","4.00076436661803","1.05969008408033","0.69661594051838","3.18080744910013","0.246681953999027","0.284900284900285","0.0799110555208116","0.00694878743659231","0","0.152873323605031","0.0469043151969981","0.00521159057744424","1.84490306441526","2.4390243902439","44.3868739205527"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000020","Kensington and Chelsea","207","Special",1.96551724137931,"181.362068965517","18549","18652","103","2186","1268","918","215","20838","9172","9186","18358","191","727","234","42","0","6","0","0","205","0","0","54","0","0","0","103","0","0","90","24","781","23",3,"341","89.5095498608312","10.4904501391688","6.08503695172281","4.40541318744601","3.48881850465496","1.12294845954506","0.431903253671178","3.74796045685766","0.115174200978981","0.11037527593819","0.201554851713216","0","0.0287935502447452","0","0","0","0.259141952202707","0.983779633362127","33.1325301204819"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000018","Hounslow","313","Special",5,"772.224137931035","76829","77509","680","8997","6471","2526","1521","86506","37251","38438","75689","1140","3963","992","304","0","4","0","9","1052","11","0","136","52","0","2","580","0","46","277","381","1797","71",5,"963","89.5995653480683","10.4004346519317","7.4804059834","2.92002866853166","4.58118512010728","1.14674126650175","0.320209002843733","2.07731255635447","0.440431877557626","0.0820752317758306","0.351420710702148","0","0.0046239567197651","0.0104039026194715","0.012715880979354","0","0.157214528472014","1.21610061729822","37.0277078085642"
"202425","202425","Summer term","Local authority","E92000001","England","E12000008","South East","E10000032","West Sussex","938","Special",13.6551724137931,"1899.39655172414","186387","193082","6695","24477","20220","4257","1577","217559","93631","91428","185059","1328","8117","2621","125","98","0","0","251","5154","34","22","3798","2116","0","551","3018","136","874","598","249","3249","161",14,"2352","88.7492588217449","11.2507411782551","9.29403058480688","1.95671059344821","3.73094195137871","1.20473067076058","0.274867966850372","1.49338800049642","0.114451711949402","0.0740029141520231","0.0574556786894589","0.0450452520925358","0","0.115371002808434","0.0156279446035328","0.0101121994493448","1.74573334130052","2.36901254372377","35.8550879062334"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000019","Islington","206","Special",6,"456.413793103448","43321","44428","1107","7105","3550","3555","633","51533","21171","21658","42829","492","2022","699","221","0","0","0","0","348","10","0","250","453","0","92","526","36","0","330","141","2990","94",6,"632","86.2127180641531","13.7872819358469","6.88878970756603","6.89849222828091","3.92369937709817","1.35641239594047","0.640366367182194","5.80210738749927","0.273611084159665","0.182407389439776","0.428851415597772","0","0","0","0.0194050414297635","0","0.485126035744086","0.675295441755768","40.6451612903226"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000016","Havering","311","Special",3.98275862068966,"291.603448275862","28360","28951","591","4138","3097","1041","238","33089","14159","14037","28196","164","1404","483","37","0","0","0","51","767","0","0","355","272","0","68","167","2","82","146","74","818","3",4,"413","87.4943334642933","12.5056665357067","9.35960591133005","3.14606062437668","4.24310193719967","1.45969959805373","0.441234247030735","2.47212064432289","0.22363927589229","0.00906645713076853","0.111819637946145","0","0","0.154129771223065","0","0","1.07286409380761","2.31799087309982","40.6451612903226"
"202425","202425","Summer term","Local authority","E92000001","England","E12000002","North West","E08000008","Tameside","357","Special",4.70689655172414,"736.362068965517","68603","73282","4679","9303","6917","2386","711","82585","33978","34205","68183","420","3406","845","25","8","1","0","86","1142","2","7","1395","1366","0","1","3311","1","0","805","291","1221","69",5,"705","88.7352424774475","11.2647575225525","8.37561300478295","2.88914451776957","4.12423563601138","1.02318823030817","0.974753284494763","1.47847672095417","0.352364230792517","0.0835502815281225","0.0302718411333777","0.00968698916268087","0.00121087364533511","0.104135133498819","0.00242174729067022","0.00847611551734576","1.68916873524248","1.38281770297269","33.2903225806452"
"202425","202425","Summer term","Local authority","E92000001","England","E12000008","South East","E06000045","Southampton","852","Special",5.89655172413793,"745.844827586207","72386","73913","1527","9930","6508","3422","749","83843","35836","36076","71912","474","3938","723","91","0","2","0","69","1086","40","3","556","1048","0","2","414","63","0","551","275","2571","25",6,"913","88.1564352420596","11.8435647579404","7.76212683229369","4.08143792564674","4.69687391911072","0.862326014097778","0.65718068294312","3.06644561859666","0.327993988764715","0.0298176353422468","0.108536192645778","0","0.00238541082737975","0.0822966735446012","0.0477082165475949","0.00357811624106962","0.663144210011569","1.2952780792672","35.9007832898172"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000021","Kingston upon Thames","314","Special",3.94827586206897,"416.706896551724","40177","41566","1389","6246","4908","1338","1352","47812","19309","19868","39177","1000","2372","721","93","58","0","0","23","959","0","120","562","276","0","182","879","4","48","153","352","821","12",4,"537","86.9363339747344","13.0636660252656","10.2652053877688","2.79846063749686","4.96109763239354","1.5079896260353","0.320003346440224","1.71714214004852","0.736216849326529","0.0250983016815862","0.194511838032293","0.121308458127667","0","0.0481050782230402","0","0.250983016815862","1.17543712875429","2.00577260938676","41.8390804597701"
"202425","202425","Summer term","Local authority","E92000001","England","E12000006","East of England","E10000020","Norfolk","926","Special",14.7413793103448,"1731.68965517241","171475","177181","5706","22117","16320","5797","1465","199298","85851","84721","170572","903","7717","1900","26","73","105","0","476","4389","1","69","1564","3125","0","187","2248","146","0","583","562","4345","307",16,"2282","88.9025479432809","11.0974520567191","8.1887424861263","2.90870957059278","3.87209103954882","0.953346245321077","0.292526768959046","2.18015233469478","0.28198978414234","0.154040682796616","0.0130457907254463","0.0366285662675993","0.0526849240835332","0.238838322512017","0.000501761181747935","0.0346215215406075","0.784754488253771","2.20222982669169","34.3821510297483"
"202425","202425","Summer term","Regional","E92000001","England","E12000009","South West","","","","Special",95.7758620689655,"11179.7931034483","1071239","1106546","35307","161120","116164","44956","9836","1267666","534077","530622","1064699","6540","50294","11612","509","718","162","0","2356","19866","73","120","30454","18262","0","603","13246","1326","1870","6791","3296","33298","1571",99,"13840","87.2900274993571","12.7099725006429","9.16361249729819","3.54636000334473","3.96744883904751","0.916014155148123","0.5357089327946","2.62671713211524","0.260005395743043","0.123928542691845","0.0401525322916289","0.0566395249221798","0.0127793914169821","0.185853371471665","0.00575861465086229","0.00946621586443117","2.40236781612822","1.56713203635658","38.4543045225271"
"202425","202425","Summer term","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","Special",86.551724137931,"11542.5517241379","1101934","1126909","24975","177565","114932","62633","11334","1304474","548453","546410","1094863","7071","56282","13464","1676","784","35","20","1526","20209","65","91","20780","15022","0","219","8131","419","1184","12743","4263","44711","916",89,"14554","86.3880000674601","13.6119999325399","8.81060105452466","4.8013988780152","4.31453597388679","1.03214015764208","0.976868837554447","3.42751177869394","0.32679838770263","0.0702198740641822","0.128480904947128","0.0601008529108284","0.00268307379066198","0.116982017272862","0.00498285132551511","0.00697599185572116","1.5929792391416","1.54920680672823","37.0230065601035"
"202425","202425","Summer term","Regional","E92000001","England","E12000008","South East","","","","Special",179.431034482759,"23144.6896551724","2222072","2278894","56822","348284","252722","95562","26758","2627178","1101606","1100332","2201938","20134","113310","25759","1844","3884","178","0","4490","56580","172","491","46014","23484","0","2546","21619","3961","5212","14102","6624","71508","3328",184,"28482","86.7430375863379","13.2569624136621","9.61952330599602","3.6374391076661","4.31299287676739","0.980481718406594","0.536773678829527","2.72185592297134","0.252133658244702","0.126675847620527","0.0701893819147389","0.147839240432129","0.00677533079220365","0.17090581605053","0.0065469488553878","0.018689255162764","1.75146107344078","2.1536416641735","37.3576309794989"
"202425","202425","Summer term","Regional","E92000001","England","E12000004","East Midlands","","","","Special",81.3965517241379,"9792.53448275862","957530","973511","15981","139636","102436","37200","8468","1113147","475916","475191","951107","6423","44085","13008","1066","940","131","13","1252","17910","292","94","23645","5477","4","825","8778","342","555","7420","2045","26699","1036",85,"12677","87.455744838732","12.544255161268","9.2023784819076","3.34187667936041","3.9603933712259","1.16857881304087","0.666578627979952","2.39851520059794","0.183713381970216","0.0930694688122952","0.0957645306504891","0.0844452709300748","0.0117684366934466","0.112473914047291","0.0262319352250871","0.00844452709300748","2.12415790546981","1.60895191740174","37.0862165700393"
"202425","202425","Summer term","Regional","E92000001","England","E12000006","East of England","","","","Special",113.98275862069,"13843.0862068966","1354727","1386235","31508","186881","139612","47269","13058","1573116","675966","669621","1345587","9140","67559","15330","1498","1034","325","8","2905","31943","73","355","18582","11045","0","1510","14800","1630","2523","8266","3918","33324","1761",119,"17198","88.1203293336283","11.8796706663717","8.87487000322926","3.00480066314245","4.29459747405786","0.974499019779851","0.525453939823891","2.11834346608896","0.249059827755868","0.111943429473732","0.0952250183711818","0.065729418555275","0.020659633491745","0.184665339364675","0.00464047152276119","0.0225666765832907","1.1812224909034","2.03055591577481","35.5614366729679"
"202425","202425","Summer term","Regional","E92000001","England","E12000007","London","","","","Special",155.637931034483,"17653.5689655172","1685835","1720064","34229","243542","174567","68975","35056","1963606","817540","840395","1657935","27900","84924","23809","5595","1488","192","0","2296","43783","175","333","11972","14503","0","1942","13650","1580","2554","7688","7156","50314","3817",164,"23373","87.5972063642095","12.4027936357905","8.89012357876275","3.51267005702773","4.32490020910508","1.21251411943129","0.391524572648485","2.56232665819925","0.364431561117658","0.194387265062339","0.284934961494312","0.075778949544868","0.00977792897353135","0.116927733975146","0.00891217484566659","0.0169585955634684","0.609694612870403","2.22972429295897","37.9800853485064"
"202425","202425","Summer term","Regional","E92000001","England","E12000002","North West","","","","Special",170.551724137931,"20842.5344827586","1988215","2041112","52897","308321","206270","102051","22221","2349433","985335","987445","1972780","15435","96590","22172","3205","1392","167","0","3300","34834","348","102","44160","28656","0","1945","20479","787","1030","18478","6786","73357","3430",174,"26247","86.8767911236456","13.1232088763544","8.779565112093","4.34364376426142","4.1112047034327","0.943717058541359","0.786487633399207","3.12232781271056","0.288835646728381","0.145992671423275","0.136415892685597","0.0592483377904371","0.0071080979964102","0.14045942148595","0.0148120844476093","0.00434147302774755","1.87960244024835","1.48265560243684","37.6420590201509"
"202425","202425","Summer term","National","E92000001","England","","","","","","Special",1060.89655172414,"131631.982758621","12686089","12983022","296933","1905037","1332063","572974","152658","14888059","6281829","6295171","12577000","109089","624881","148993","19278","11193","1638","45","23004","269293","1228","1807","230703","135679","4","10282","123658","11274","16036","97607","43569","413660","18138",1107,"166617","87.2042621539853","12.7957378460147","8.94719049675985","3.84854734925486","4.19719588698567","1.00075503462204","0.655605945677674","2.77846830134136","0.292643923563172","0.121829178672653","0.129486321890584","0.0751810561739445","0.0110021057815529","0.154513089987083","0.00824822094001643","0.0121372436796496","1.54958413316336","1.80878514788261","37.3256391638323"
"202425","202425","Summer term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000013","North Lincolnshire","813","Special",2,"308.526315789474","31504","31925","421","3186","2582","604","139","35111","15738","15711","31449","55","1309","303","26","0","0","0","22","829","0","0","93","76","0","0","267","78","0","70","84","448","2",3,"393","90.9259206516476","9.07407934835237","7.35382073993905","1.72025860841332","3.72817635498847","0.862977414485489","0.1993677195181","1.27595340491584","0.23924126342172","0.00569622055765999","0.0740508672495799","0","0","0.0626584261342599","0","0","0.26487425593119","2.36108342115007","27.0186335403727"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E08000024","Sunderland","394","Special",6.98148148148148,"870.277777777778","77800","79650","1850","13544","6100","7444","500","93194","38838","38635","77473","327","3096","694","47","0","0","0","326","736","0","0","1201","840","0","2","765","158","85","1396","173","5784","91",7,"1067","85.4668755499281","14.5331244500719","6.54548576088589","7.987638689186","3.32210228126274","0.744683134107346","1.49795051183553","6.20640813786295","0.185634268300534","0.0976457711869863","0.0504324312723995","0","0","0.349807927548984","0","0","1.2887095735777","0.789750413116724","39.4977168949772"
