"academic_year","time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","education_phase","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_mobile_child","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_c1_authorised_regulated_performance","reason_j1_authorised_interview","reason_c2_authorised_temp_reduced_timetable","reason_b_aea_education_off_site","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_k_aea_education_arranged_by_la","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_mob_perc","auth_excluded_perc","auth_performance_perc","auth_interview_perc","auth_part_time_perc","auth_other_perc","pa_perc"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000014","Haringey","309","Primary",62.0285714285714,"15797.6571428571","2043360","2066597","23237","116039","78428","37611","36619","2182636","991985","1018091","2010076","33284","59560","6696","476","6","65","0","358","9239","21","842","1165","2078","3","1706","19300","0","150","7882","3335","23678","2716","63","20586","94.6835386202738","5.31646137972617","3.59326978937395","1.72319159035222","2.7288104842035","0.306785006753302","0.361122972405843","1.08483503433463","0.152796893297829","0.124436690313914","0.0218084921168715","0.000274896959456364","0.00297805039411061","0.016402185247563","0.000962139358097273","0.0385772066437097","0.053375826294444","0.423295501402891","16.2515906198873"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E08000001","Bolton","350","Primary",96.7571428571429,"24754.1","3133976","3147674","13698","163106","114213","48893","41000","3310780","1534456","1563571","3098027","35949","95052","8178","113","6","303","0","1035","7979","52","14","1481","2768","0","1271","9615","0","44","25629","5051","16340","1873","96","29550","95.0734872144933","4.92651278550674","3.44973087912818","1.47678190637856","2.87098508508569","0.247011278309039","0.774107612103492","0.493539286814587","0.152562236089381","0.0565727713710968","0.00341309298715106","0.000181226176308906","0.00915192190359976","0.0312615154132863","0.00157062686134385","0.000422861078054114","0.0447326611855816","0.241000610128127","15.3149510794857"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000004","East Midlands","E10000019","Lincolnshire","925","Primary",272.142857142857,"45780.7714285714","5984435","6022784","38349","318381","247723","70658","57176","6341165","2951399","2983852","5935251","49184","197745","16346","176","5","1275","6","2797","20554","287","81","8451","1926","2","5091","31226","0","104","32579","7992","28320","1767","280","55038","94.9791402683892","5.02085973161083","3.90658498872053","1.1142747428903","3.11843328473553","0.257775976496432","0.513769946058808","0.446605631615011","0.126033623159151","0.0278655420573349","0.00277551522472606","7.88498643388084e-05","0.0201067154063961","0.0441086141111294","0.0045259822130476","0.0012773678022887","0.133272040705454","0.324136022323974","14.7886590421432"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000006","East of England","E06000034","Thurrock","883","Primary",38.2461538461538,"14914.6153846154","1795718","1807053","11335","100638","65373","35265","22557","1907691","880542","895392","1775934","19784","52528","3726","56","28","1516","0","454","5819","59","47","1140","805","0","1757","8670","0","103","9254","2773","22834","404","39","18889","94.7246173515522","5.27538264844778","3.42681283289589","1.84856981555189","2.75348575843782","0.195314650014075","0.485089042198134","1.19694436887316","0.145358970608972","0.0211774338716281","0.00293548588319597","0.00146774294159798","0.0794677964093766","0.0237984034101959","0.00309274405551004","0.00246371136625376","0.0597581054793465","0.305028434898524","16.6240409207161"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000028","Southwark","210","Primary",63.6857142857143,"15627.8571428571","2025778","2044644","18866","113463","83282","30181","48596","2158107","970077","1012314","1982391","43387","66612","5982","81","0","23","0","284","7972","56","1718","554","2457","7","366","15845","0","191","5287","5209","18248","1437","66","20258","94.7424756974515","5.25752430254848","3.85903015930165","1.39849414324684","3.08659394552726","0.277187368374228","0.244983219089693","0.845555850567187","0.241368940464954","0.0665861331250026","0.0037532893410753","0","0.0010657488252436","0.0131596811464862","0.00259486670494095","0.0796068035551527","0.0256706456167373","0.369397810210522","16.9775227164036"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000006","East of England","E06000032","Luton","821","Primary",45.8428571428571,"19575.6714285714","2513360","2526164","12804","129180","93620","35560","27886","2655344","1235063","1254286","2489349","24011","76073","5760","89","55","1","0","322","9624","26","46","1624","1438","0","1583","9639","0","144","14201","3875","14220","3264","46","22828","95.1350936074573","4.86490639254274","3.52572020800318","1.33918618453955","2.86490187335426","0.216921046764562","0.534808296024922","0.535523834200013","0.145932127814701","0.122921926499919","0.00335173145174411","0.00207129471736995","3.7659903952181e-05","0.0121264890726023","0.000979157502756705","0.00173235558180032","0.0611596840183419","0.36243891563579","15.3655145013905"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000005","West Midlands","E08000030","Walsall","335","Primary",84.4,"23076.3714285714","2935365","2947999","12634","187621","117259","70362","48363","3135620","1426628","1465438","2892066","43299","94739","6178","363","2","231","0","840","9681","25","58","5142","1583","0","835","9940","1","275","19563","5064","44773","962","85","27736","94.0164624539963","5.98353754600366","3.73957941332177","2.24395813268189","3.02138014172636","0.197026425395934","0.623895752674112","1.42788348077892","0.161499161250407","0.030679737978454","0.0115766578858408","6.37832390404449e-05","0.00736696410917139","0.0267889603969869","0.000797290488005562","0.0018497139321729","0.163986707572984","0.308742768575274","19.4813490035769"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000001","North East","E08000023","South Tyneside","393","Primary",44.7,"9810.91428571429","1284967","1294422","9455","73525","58453","15072","14395","1367947","631525","640709","1272234","12733","47774","4230","27","0","0","0","333","5357","211","12","509","326","0","509","8575","0","45","7590","1662","5384","436","45","11998","94.6251572612097","5.37484273879032","4.27304566624292","1.1017970725474","3.49238676644636","0.309222506427515","0.55484605763235","0.393582499906795","0.121495935149534","0.0318725798587226","0.00197376067932456","0","0","0.0243430483783363","0.0154245741976846","0.000877226968588695","0.0372090439176372","0.39160873922747","17.6629348260696"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000032","Wandsworth","212","Primary",59.6142857142857,"15262.8857142857","1829113","1844675","15562","101567","73706","27861","35713","1946242","882855","913608","1796463","32650","57204","6057","180","39","0","0","150","6610","56","2135","1275","3020","1","1558","10819","2","162","7621","3063","13944","3233","60","18258","94.7813786774718","5.21862132252824","3.78709328028066","1.43152804224757","2.93920283294678","0.311215152072558","0.391575148414226","0.716457665593487","0.157380223014404","0.166115005225455","0.00924859292934794","0.00200386180135872","0","0.00770716077445662","0.0028773400224638","0.109698588356433","0.0655108665828813","0.339628884794388","16.017316017316"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000001","North East","E06000047","County Durham","840","Primary",208.571428571429,"31967.3","4157419","4179799","22380","234887","171818","63069","42337","4414686","2044309","2075874","4120183","37236","141978","11533","90","7","391","0","1958","11561","84","17","4199","3678","0","2201","16299","1","201","31525","5101","23434","3009","209","37259","94.6794177434137","5.32058225658631","3.8919642302986","1.42861802628771","3.21603846796805","0.261241682873935","0.714093822301292","0.53081917943881","0.115546156623597","0.0681588679240154","0.00203865008745809","0.000158561673468962","0.00885680204662347","0.0443519652360326","0.00190274008162755","0.000385078349853195","0.0951143524137391","0.261875929567811","17.4061748936957"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E06000063","Cumberland","942","Primary",143.557142857143,"17033.1428571429","2242365","2260349","17984","118745","88895","29850","18106","2379094","1110965","1116345","2227310","15055","74975","6505","116","0","614","0","575","5237","32","47","794","2334","0","3818","11574","0","258","19270","3051","6707","822","145","22008","95.0088142797216","4.99118572027839","3.73650641798937","1.25467930228902","3.15140973832896","0.273423412441879","0.809972199501155","0.281914039546147","0.128242095520396","0.0345509677213258","0.00487580566383674","0","0.0258081437723772","0.0241688642819493","0.00134504983829979","0.00197554195000282","0.0333740491128135","0.22012581259925","15.4783314962"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000009","South West","E06000052","Cornwall","908","Primary",232.357142857143,"33222.0714285714","4274927","4307766","32839","240609","180637","59972","44967","4548375","2107380","2129227","4236607","38320","141473","12789","162","5","139","23","2635","15466","29","80","7836","6667","2","6383","18943","0","844","28285","6647","22152","2888","235","41351","94.7100008244703","5.28999917552972","3.97146233544947","1.31853684008025","3.11040756314068","0.281177343556765","0.621870448237008","0.487031082529475","0.146140104982549","0.0634952043312172","0.00356171160029681","0.000109929370379531","0.00305603649655097","0.0579327781900129","0.000637590348201281","0.0017588699260725","0.172281309258801","0.340033528457966","15.8623324711968"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E08000013","St. Helens","342","Primary",53.5857142857143,"12227.6428571429","1584060","1591536","7476","83879","56625","27254","25032","1675415","771360","790349","1561709","22351","46371","3869","68","2","226","0","662","4540","58","8","821","761","0","2431","4137","2","145","11902","2681","12137","534","54","14186","94.9935389142392","5.00646108576084","3.37975964164103","1.62670144411982","2.76773217381962","0.23092785966462","0.710391156817863","0.724417532372576","0.160020054732708","0.0318727001966677","0.00405869590519364","0.000119373408976283","0.01348919521432","0.0395125983711498","0.00346182886031222","0.000477493635905134","0.0490027843847644","0.270977638376164","15.6083373727581"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000008","South East","E10000025","Oxfordshire","931","Primary",237.085714285714,"44119.5142857143","5729513","5788164","58651","312945","251042","61903","66868","6101109","2815214","2857910","5673124","56389","193124","18304","428","54","894","0","1963","23207","478","450","12140","5970","0","3579","48368","1","733","23311","10479","25124","2989","242","53560","94.8706866243498","5.12931337565023","4.11469455798938","1.01461881766085","3.16539173451909","0.300011030781453","0.382078077936323","0.411793986962042","0.171755659503871","0.048991093258619","0.00701511807115723","0.000885084990286192","0.0146530737280714","0.0321744784431814","0.00783464121031111","0.00737570825238494","0.198980218186562","0.380373469806883","14.9338249818924"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000032","Bradford","380","Primary",155.571428571429,"45220.6","5719961","5750058","30097","333904","218792","115112","104158","6083962","2773728","2855042","5628770","91191","178298","14603","414","17","387","7","2148","17621","68","81","5148","1980","0","1287","26501","0","329","43354","12967","56470","2321","156","55412","94.5117342941984","5.48826570580158","3.5962091807937","1.89205652500788","2.93062316957272","0.240024510343753","0.712594851841612","0.928178052394147","0.213134138576145","0.0381494821959769","0.00680477622970032","0.000279423178514264","0.00636098647558943","0.0353059404381553","0.00111769271405706","0.00133136926233267","0.0846159131171431","0.289630342858815","17.2522344032052"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000024","Merton","315","Primary",43.1428571428571,"13803.3857142857","1611155","1628790","17635","82447","62922","19525","26144","1711237","784444","803014","1587458","23697","51793","4004","65","8","20","0","214","5098","30","320","1370","4119","0","3371","9870","0","275","6236","2447","10521","321","43","15966","95.1820232965977","4.81797670340228","3.67698921891006","1.14098748449221","3.02664096206428","0.233982785552206","0.364414747927961","0.614818403295394","0.142995973088473","0.0187583601803841","0.00379842184337996","0.00046749807303138","0.00116874518257845","0.0125055734535894","0.00175311777386768","0.0186999229212552","0.0800590450066239","0.297913147039247","14.6600511667571"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E08000004","Oldham","353","Primary",85.8285714285714,"21613.0714285714","2690421","2697491","7070","147092","97405","49687","38361","2844583","1311454","1345790","2657244","33177","82297","7177","70","40","11","0","380","6260","46","46","1078","1513","0","388","4688","1","480","23892","5184","19822","789","86","23913","94.8290487568828","5.17095124311718","3.42422773390687","1.74672350921031","2.89311298000445","0.252304116279961","0.839912212088731","0.696833244099399","0.182241122864054","0.0277369301581286","0.00246081763126616","0.00140618150358067","0.000386699913484683","0.0133587242840163","0.00161710872911777","0.00161710872911777","0.0378965915214989","0.220067405310374","16.5634527439024"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000005","West Midlands","E06000020","Telford and Wrekin","894","Primary",54.5714285714286,"13888.6","1805644","1821174","15530","95098","71019","24079","22583","1916272","885732","899947","1785679","19965","58634","4469","5","0","64","0","444","5396","103","628","1276","650","0","1152","13651","1","76","7056","2618","13532","873","55","16244","95.037343341655","4.96265665834495","3.70610226523166","1.25655439311329","3.0597952691476","0.233213239039134","0.368214950695935","0.706162799435571","0.136619436071706","0.0455572069100837","0.000260923292726711","0","0.0033398181469019","0.0231699883941319","0.00537501983017025","0.0327719655664749","0.0665876243038566","0.281588417510667","14.6660110978436"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000005","West Midlands","E06000021","Stoke-on-Trent","861","Primary",70.2142857142857,"19189.6857142857","2482887","2501922","19035","130929","86048","44881","43890","2632851","1204843","1238060","2442903","39984","72248","4321","23","1","2","0","915","5914","43","57","2524","2164","0","581","15968","0","322","14313","3906","25381","1281","71","24389","95.0271017995321","4.97289820046786","3.26824419612048","1.70465400434738","2.74409755812235","0.164118668318108","0.543631219541098","0.964012015871768","0.14835628753773","0.0486544813967824","0.000873577729996874","3.79816404346467e-05","7.59632808692934e-05","0.0347532009977017","0.00163321053868981","0.00216495350477486","0.0958656604570483","0.224623421530501","15.7939655605201"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000023","Lewisham","209","Primary",63.1285714285714,"17591.0142857143","2294002","2322414","28412","129184","91226","37958","47596","2451598","1103990","1148133","2252123","41879","67174","6485","85","62","16","0","223","13814","72","1891","1404","2088","3","569","25513","0","239","5769","5717","24492","1980","64","21592","94.7306205992989","5.26937940070109","3.72108314658439","1.5482962541167","2.74000876163221","0.264521344853438","0.235315904157207","0.999021862475006","0.233194838631782","0.0807636488527075","0.00346712633963643","0.00252896274185246","0.000652635546284505","0.00909610792634029","0.00293685995828027","0.0771333636264999","0.0572687691864653","0.563469214773385","16.5913668281531"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000009","South West","E06000024","North Somerset","802","Primary",63.7142857142857,"14444.8142857143","1824293","1842710","18417","96543","75814","20729","17023","1939253","900060","910251","1810311","13982","60763","5219","82","10","284","0","593","5424","6","42","3391","2095","0","1562","14166","0","594","9531","3041","7477","680","63","16737","95.0216397757281","4.97836022427192","3.90944348158801","1.06891674268391","3.13331989173151","0.269124245263511","0.491477904120813","0.385560831928583","0.156812958391711","0.0350650482428028","0.00422843228810269","0.000515662474158864","0.0146448142661117","0.0305787847176206","0.000309397484495319","0.00216578239146723","0.174861144987271","0.279695325983768","14.0308078343905"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000011","East Riding of Yorkshire","811","Primary",121.314285714286,"19504.9285714286","2561999","2578354","16355","133119","98125","34994","20382","2711473","1266080","1279115","2545195","16804","79622","7471","28","3","493","14","514","7139","81","39","2721","1650","0","638","13601","0","466","16286","3578","14081","1049","123","24203","95.0905282848105","4.90947171518949","3.61888169271831","1.29059002247118","2.93648507656171","0.275532893006864","0.600632940103036","0.519311827925264","0.131957795633591","0.0386874588092893","0.00103264904352726","0.00011064096894935","0.0181819992306765","0.0189564860133219","0.00298730616163244","0.00143833259634155","0.10035135883706","0.263288625776469","14.3379956885747"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000031","Waltham Forest","320","Primary",50.4923076923077,"19773.4923076923","2276605","2293381","16776","122112","84795","37317","40343","2415493","1103076","1136450","2239526","37079","64422","6048","206","52","4","0","326","13002","7","149","579","2000","0","1301","13255","0","220","8614","3264","23491","1948","51","24483","94.9446344907644","5.05536550923559","3.51046349544379","1.5449020137918","2.66703318949796","0.250383669089498","0.356614571021319","0.972513685612006","0.135127694429253","0.0806460627292234","0.00852827973419919","0.00215276964164251","0.000165597664741732","0.0134962096764511","0.000289795913298031","0.00616851301162951","0.0239702619713657","0.538275209242999","15.2741581072104"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000009","South West","E06000027","Torbay","880","Primary",30.8857142857143,"7988.08571428571","1020704","1028912","8208","58432","45143","13289","14455","1087344","499150","509479","1008629","12075","36716","2586","80","0","10","18","532","3244","15","41","1901","670","0","423","6784","0","331","3579","2380","6994","336","31","10123","94.6261716623258","5.37382833767419","4.15167601053576","1.22215232713842","3.37666828528966","0.237827219352845","0.329150664371165","0.6432187053959","0.218881972954281","0.030900984417075","0.00735737724216071","0","0.000919672155270089","0.0489265586603688","0.00137950823290513","0.00377065583660737","0.174829676716844","0.298341647169617","16.4881172269425"
