"academic_year","time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","school_type","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_grt_absence","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_b_aea_education_off_site","reason_d_aea_dual_registration","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","reason_x_not_attending_covid_non_compulsory","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_grt_perc","auth_holiday_perc","auth_excluded_perc","auth_other_perc","covid_non_compulsory_perc","pa_perc"
"202223","202223","Spring term","Local authority","E92000001","England","E12000008","South East","E06000045","Southampton",852,"Secondary",11.9152542372881,"11312.6949152542","1110284","1122408","12124","119225","59577","59648","44176","1241633","520086","550216","1070302","39982","42296","3614","38","4","0","154","4088","9381","3694","4539","372","502","6213","1343","4108","4194","50545","801","2","14","12857","90.3977262202277","9.60227377977228","4.79827775196052","4.80399602781176","3.40648162540783","0.291068294737656","0.330854608406832","4.07084863240587","0.337780970705514","0.0645118162935425","0.00306048566685969","0.000322156385985231","0","0.0124030208604314","0.329243826476906","0.755537264231862","0.000161078192992615","26.3048378706433"
"202223","202223","Spring term","Local authority","E92000001","England","E12000008","South East","E06000036","Bracknell Forest",867,"Secondary",7,"8245.20338983051","814178","824731","10553","71518","49505","22013","19739","896249","392713","404540","797253","16925","37677","4005","24","1","126","141","2464","5038","6851","7598","370","522","2667","143","1371","2814","16400","1428","29","7","6120","92.0202979305974","7.97970206940259","5.52357659534348","2.45612547405911","4.20385406287762","0.44686242327746","0.152970881975879","1.82984862465676","0.313975245718545","0.159330721707918","0.00267782725559526","0.000111576135649803","0.0140585930918751","0.0157322351266222","0.274923598241114","0.562120571403706","0.00323570793384428","23.3231521075137"
"202223","202223","Spring term","Local authority","E92000001","England","E12000008","South East","E10000030","Surrey",936,"Secondary",46.8135593220339,"53571.1355932203","5307060","5374071","67011","459447","302582","156865","200396","5833518","2550152","2569074","5119226","187834","228679","22084","111","1515","784","1339","10867","37054","32651","21747","2167","5807","24509","1877","9922","12562","130222","4159","149","62","64236","92.1240150454665","7.87598495453344","5.18695579579938","2.68902915873406","3.92008732980682","0.378570872670659","0.170086044133231","2.23230647441218","0.215341754323892","0.071294885864756","0.00190279690574367","0.0259706064162312","0.0134395745414688","0.0229535590701871","0.186285531303752","0.635191320229063","0.00255420485545772","21.5464892185739"
"202223","202223","Spring term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000014","York",816,"Secondary",9.10169491525424,"9686.62711864407","931104","948697","17593","97533","58683","38850","34385","1046230","441893","457734","899627","31477","41944","4748","19","1","0","58","4379","7498","4945","1048","3217","503","4682","4246","2008","2908","32201","1733","36","9","9790","90.677671257754","9.32232874224597","5.608996109842","3.71333263240397","4.00906110511073","0.45381990575686","0.191927205299026","3.07781271804479","0.277950355084446","0.165642353975703","0.00181604427324776","9.55812775393556e-05","0","0.00554371409728262","0.418550414344838","0.716668418990088","0.0034409259914168","24.7931382441978"
"202223","202223","Spring term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000017","Doncaster",371,"Secondary",13.8813559322034,"13016.0338983051","1224798","1239313","14515","139133","63974","75159","42547","1378446","580150","605623","1185773","39025","42496","2866","16","1","295","47","11965","6288","8531","18804","205","160","3778","1841","3559","3522","60857","7221","0","21","18753","89.9065324285463","10.0934675714537","4.64102329724922","5.45244427420443","3.0828918942055","0.207915290116552","0.258189294321286","4.41489909651883","0.255505112278609","0.523850771085701","0.00116072736980629","7.25454606128931e-05","0.0214009108808035","0.00340963664880597","0.868006436233266","0.456165856333872","0","27.5762195121951"
"202223","202223","Spring term","Local authority","E92000001","England","E12000009","South West","E06000030","Swindon",866,"Secondary",12.7627118644068,"12078.3050847458","1180049","1189048","8999","118041","76288","41753","34795","1307089","569552","580021","1149573","30476","53336","5188","85","11","19","335","4855","12373","2552","7047","97","720","5591","39","1988","4319","33663","1783","86","14","14265","90.9691688936255","9.03083110637455","5.83648091292942","3.19435019344513","4.08051785303067","0.396912528527132","0.152093698286804","2.5754175882438","0.330428914939993","0.136409991974533","0.00650300017825871","0.000841564728951127","0.00145361180455195","0.0256294712907843","0.371436069005248","0.946607308301118","0.00657950606270881","24.6305814327016"
"202223","202223","Spring term","Local authority","E92000001","England","E12000007","London","E09000018","Hounslow",313,"Secondary",8.94915254237288,"9091.06779661017","887481","894443","6962","74896","45448","29448","38005","969339","415328","436383","851711","35770","35298","3426","78","2","94","84","1960","4293","2760","1284","305","358","3533","6","4514","2235","21700","999","213","20","20607","92.2734977133903","7.72650228660974","4.68855580968062","3.03794647692912","3.64145051421639","0.353436723375414","0.465678158002515","2.23863890754421","0.230569491168724","0.103059920213671","0.00804672049716353","0.000206326166593937","0.00969732982991502","0.00866569899694534","0.202199643262058","0.442879116593885","0.0219737367422543","23.3618233618234"
"202223","202223","Spring term","Local authority","E92000001","England","E12000002","North West","E08000014","Sefton",343,"Secondary",18.7966101694915,"15410.8983050847","1430058","1461431","31373","156765","96453","60312","79767","1618196","657669","695047","1352716","77342","72244","6267","170","155","2","401","2611","14599","12806","11984","655","3358","9231","5323","3170","2425","43757","10960","4","18","14123","90.3123601838096","9.68763981619037","5.96052641336402","3.72711340282636","4.46447772704913","0.387283122687239","0.195897159552984","2.70406057115455","0.149858237197472","0.677297434921357","0.0105055259066269","0.0095785677383951","0.000123594422430905","0.0247806816973964","0.161352518483546","0.902177486534388","0.000247188844861809","27.4226410289062"
"202223","202223","Spring term","Local authority","E92000001","England","E12000007","London","E09000023","Lewisham",209,"Secondary",10.8983050847458,"9622.83050847458","944532","963819","19287","82006","33374","48632","44950","1045825","436227","466854","903081","41451","23383","2544","18","2","1","200","2412","4808","5722","4769","294","712","7135","5424","2927","3499","40427","1779","6","14","14281","92.1587263643535","7.8412736356465","3.1911648698396","4.6501087658069","2.23584251667344","0.243252934286329","0.279874740037769","3.86556068175842","0.334568402935482","0.170104941075228","0.00172112925202591","0.000191236583558435","9.56182917792174e-05","0.0191236583558435","0.230631319771472","0.459732746874477","0.000573709750675304","23.7438725490196"
"202223","202223","Spring term","Local authority","E92000001","England","E12000007","London","E09000027","Richmond upon Thames",318,"Secondary",9.89830508474576,"9164.33898305085","913848","932074","18226","70779","41531","29248","38384","1002853","429865","447583","877448","36400","33350","3612","61","4","2","143","891","3468","6321","3758","353","3539","5796","2217","1841","1984","25163","260","0","11","10235","92.942235801259","7.05776419874099","4.14128491413996","2.91647928460103","3.32551231336996","0.360172428062737","0.183576256938953","2.50914141953008","0.197835575104228","0.0259260330277718","0.00608264621036184","0.000398862046581104","0.000199431023290552","0.0142593181652745","0.0888465208759409","0.345813394385817","0","19.4307196562836"
"202223","202223","Spring term","Local authority","E92000001","England","E12000007","London","E09000016","Havering",311,"Secondary",15,"12096.6949152542","1140065","1158678","18613","90834","58138","32696","42750","1249512","538923","560310","1099233","40832","43311","4073","78","0","359","155","2028","8134","6139","7378","515","3314","8643","2","2559","1918","22807","5412","0","18","16615","92.7304419645429","7.26955803545704","4.65285647516791","2.61670156028914","3.46623321744809","0.325967257617374","0.204799953902003","1.82527258641774","0.153499926371255","0.433129093598141","0.00624243704742331","0","0.0287312166669868","0.0124048428506489","0.162303363233006","0.650974140304375","0","20.2051112397651"
"202223","202223","Spring term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000011","East Riding of Yorkshire",811,"Secondary",14.6440677966102,"13632.7288135593","1353937","1369401","15464","124890","87984","36906","33062","1494291","657006","666312","1323318","30619","71088","4970","14","2","39","200","4169","7501","9215","4502","547","1036","4548","118","2673","2443","31323","467","1","18","19815","91.6421901758091","8.35780982419087","5.88800976516622","2.46980005902465","4.75730630780752","0.332599205911031","0.178880820402452","2.09617805367228","0.163488905440774","0.0312522795091451","0.000936899171580368","0.000133842738797195","0.00260993340654531","0.0133842738797195","0.278995189022754","0.501977191858882","6.69213693985977e-05","25.3364201996817"
"202223","202223","Spring term","Local authority","E92000001","England","E12000001","North East","E06000057","Northumberland",929,"Secondary",23.0169491525424,"15226.1525423729","1509222","1532136","22914","131471","88259","43212","35823","1663607","730956","744324","1475280","33942","56790","5842","5","0","2","798","6512","15984","9846","3185","110","2829","9956","173","3799","1881","36994","538","2326","30","22082","92.0972320986868","7.90276790131323","5.30527943198123","2.597488469332","3.41366680952893","0.351164668097694","0.22835922185949","2.22372230941563","0.113067569443985","0.0323393686128996","0.000300551752907988","0","0.000120220701163195","0.047968059764115","0.391438602987364","0.960803843696258","0.139816675452796","21.9556760579983"
"202223","202223","Spring term","Local authority","E92000001","England","E12000007","London","E09000007","Camden",202,"Secondary",6.93220338983051,"6057.06779661017","585331","596541","11210","59720","38747","20973","42109","656261","257733","285902","543635","41696","30638","3213","10","0","0","19","1200","3667","5963","5601","224","462","3165","1396","1480","413","15801","3279","0","10","10541","90.8999620577788","9.10003794222116","5.90420579616951","3.19583214605165","4.66856936493255","0.489591793508985","0.225520029378555","2.40773107041253","0.0629322784684752","0.499648767792083","0.00152378398228753","0","0","0.00289518956634632","0.182854077874504","0.558771586304839","0","29.5419374806561"
"202223","202223","Spring term","Local authority","E92000001","England","E12000006","East of England","E10000020","Norfolk",926,"Secondary",41.2033898305085,"31019.3898305085","2951615","2989218","37603","358630","242980","115650","95247","3347848","1448427","1418134","2866561","85054","189377","14070","18","6","302","721","14490","23952","16260","6388","619","4117","13882","2725","6650","10193","95219","3588","44","55","49020","89.2877454412506","10.7122545587494","7.25779665026608","3.4544579084833","5.6566785588832","0.4202699764147","0.198635063479584","2.84418527961843","0.304464240909384","0.107173324475902","0.000537658818440981","0.000179219606146994","0.00902072017606534","0.0215362226719971","0.432815348844989","0.715444667738798","0.00131427711174462","36.8262646344157"
"202223","202223","Spring term","Local authority","E92000001","England","E12000008","South East","E06000038","Reading",870,"Secondary",7.86440677966102,"5632.59322033898","541491","549992","8501","50845","32271","18574","16342","600837","269946","257458","527404","14087","25633","1958","14","233","0","49","1490","2893","6080","884","144","108","2102","67","1764","2255","14024","531","1","10","9236","91.5376383278659","8.46236167213404","5.37100744461476","3.09135422751928","4.26621529632829","0.325878732501494","0.293590441334339","2.3340772955061","0.375309776195541","0.0883767144832958","0.00233008286773285","0.0387792362986967","0","0.00815529003706496","0.247987390922996","0.481494981167937","0.000166434490552346","30.6779932681519"
"202223","202223","Spring term","Local authority","E92000001","England","E12000006","East of England","E10000012","Essex",881,"Secondary",49.8474576271186,"48283.8813559322","4641934","4703049","61115","429338","277670","151668","185835","5132387","2188988","2272548","4461536","180398","206055","18978","46","43","114","717","16097","35608","24095","39102","957","4642","17974","13447","8641","5437","133353","4237","12","81","92416","91.634730584424","8.36526941557603","5.41015320941309","2.95511620616294","4.01479857228225","0.369769465942455","0.168362206513266","2.59826470607146","0.10593511362257","0.0825541799556425","0.00089626912389888","0.000837816789731562","0.00222118869835809","0.0139701078659891","0.313635741030441","0.693790238343289","0.000233809336669273","22.7759528853816"
"202223","202223","Spring term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000019","Sheffield",373,"Secondary",20.7966101694915,"23040.9491525424","2175348","2195928","20580","220282","87154","133128","79771","2416210","1034339","1065680","2100019","75329","55556","5821","35","39","21","163","10732","14786","7475","15845","303","2545","8792","1465","7477","4442","113588","7621","1","32","35031","90.8831599902326","9.11684000976736","3.60705402262221","5.50978598714516","2.29930345458383","0.240914490048464","0.309451579125987","4.70108144573526","0.183841636281615","0.315411326002293","0.00144854958799111","0.00161409811233295","0.000869129752794666","0.00674610236693003","0.44416669080916","0.611950120229616","4.13871310854603e-05","23.8902721730918"
"202223","202223","Spring term","Local authority","E92000001","England","E12000008","South East","E10000014","Hampshire",850,"Secondary",62.6440677966102,"64324.3050847458","6228875","6302022","73147","614880","427597","187283","232158","6916902","2964568","3046786","6011354","217521","317146","27962","187","49","272","2215","16593","62993","28848","48527","1538","6196","23600","12965","10255","14637","158150","4241","180","71","70052","91.1104711328858","8.88952886711421","6.18191496713413","2.70761389998008","4.58508737003936","0.404256125068709","0.148260015827895","2.28642823044189","0.211612077198723","0.0613135765115654","0.00270352247292213","0.000708409631942161","0.00393239632425037","0.0320230068316712","0.2398906331187","0.910711182549644","0.00260232109693039","25.0506725631104"
"202223","202223","Spring term","Local authority","E92000001","England","E12000008","South East","E10000011","East Sussex",845,"Secondary",22.8474576271186,"22293.1186440678","2070871","2107166","36295","253114","151570","101544","78141","2360280","973773","1025248","1999021","71850","105197","7635","41","34","39","815","9806","27845","17617","12443","795","2227","9476","6180","4376","6291","86669","4208","158","26","27569","89.2761028352568","10.7238971647432","6.42169573101496","4.3022014337282","4.45697120680597","0.323478570339112","0.185401731997899","3.67197959564119","0.26653617367431","0.178283932414798","0.00173708204111377","0.00144050705848459","0.00165234633179114","0.0345298015489688","0.415459182808819","1.17973291304422","0.0066941210364872","31.5246655345235"
"202223","202223","Spring term","Local authority","E92000001","England","E12000002","North West","E06000009","Blackpool",890,"Secondary",6.96610169491525,"6307.42372881356","588706","595847","7141","69467","28210","41257","32595","665314","271075","288586","559661","29045","18213","1934","20","0","0","58","3307","4678","4665","16980","80","130","2131","135","2170","3550","34231","1306","0","8","7460","89.5587647336446","10.4412352663554","4.24010316933057","6.20113209702486","2.73750439642034","0.290689809623727","0.326161782256198","5.14508938636493","0.533582639174886","0.196298289228845","0.00300609937563316","0","0","0.00871768818933616","0.497058531760943","0.703126643960596","0","31.8861323155216"
"202223","202223","Spring term","Local authority","E92000001","England","E12000006","East of England","E06000055","Bedford",822,"Secondary",12.9661016949153,"9571.28813559322","948891","967002","18111","90710","59267","31443","33743","1057712","450156","468065","918221","30670","45349","3907","57","1","126","7","3655","6164","11270","1507","91","1111","5571","68","2542","3073","24326","1502","1","15","13458","91.4239414887985","8.57605851120154","5.60332113089385","2.97273738030768","4.28746199343489","0.369382213683876","0.240330070945588","2.29986990787662","0.290532772626197","0.142004628859274","0.00538899057588455","9.45436943137641e-05","0.0119125054835343","0.000661805860196348","0.345557202716808","0.582767331750042","9.45436943137641e-05","25.5268348385757"
"202223","202223","Spring term","Local authority","E92000001","England","E12000009","South West","E06000026","Plymouth",879,"Secondary",17.6440677966102,"13452.7796610169","1307709","1321157","13448","141223","88945","52278","35984","1462380","626934","648438","1275372","32337","69859","4901","55","1","39","392","3773","9913","6323","1478","310","2363","4393","59","2893","3647","43805","1933","12","19","17427","90.3429341210903","9.65706587890972","6.08220845471081","3.57485742419891","4.77707572587152","0.335138609663699","0.197828197869227","2.99545945650241","0.249387983971334","0.132181785855933","0.00376099235492827","6.8381679180514e-05","0.00266688548804004","0.0268056182387615","0.258004075548079","0.677867585716435","0.000820580150166167","27.9566744730679"
"202223","202223","Spring term","Local authority","E92000001","England","E12000009","South West","E10000027","Somerset",933,"Secondary",21.9491525423729,"14332","1364688","1383504","18816","165432","104795","60637","45972","1548936","657222","666647","1323869","40819","72801","6043","26","0","28","593","5439","19273","6798","3960","261","1470","6064","4223","2839","5153","51265","1380","591","36","28915","89.319636188971","10.680363811029","6.76561200721011","3.91475180381888","4.70006507693023","0.39013877913613","0.183287108053528","3.30969129776827","0.332679981613185","0.0890934163838919","0.00167857161302985","0","0.00180769250633984","0.0382843448664115","0.351144269356513","1.2442734883817","0.0381552239731015","29.3842348064451"
"202223","202223","Spring term","Local authority","E92000001","England","E12000008","South East","E06000037","West Berkshire",869,"Secondary",9,"10691.1525423729","1057605","1067691","10086","86278","61402","24876","28423","1153969","512057","519078","1031135","26470","43258","4688","34","1","21","333","3736","9279","5061","3659","204","1316","3050","455","1591","1953","20816","516","52","10","11255","92.523369345277","7.47663065472296","5.32094016390388","2.15569049081908","3.74862756278548","0.40625008124135","0.137871987895689","1.80386128223548","0.169241981370383","0.0447152393175207","0.00294635297828625","8.66574405378307e-05","0.00181980625129445","0.0288569276990976","0.323752197849336","0.804094390750531","0.0045061869079672","20.0674220432625"
"202223","202223","Spring term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000035","Leeds",383,"Secondary",33.8474576271186,"37110.813559322","3547965","3591596","43631","388423","156626","231797","139097","3980019","1672568","1750319","3422887","125078","101139","10820","84","1","19","506","15711","28340","20739","33175","1162","2049","17460","2221","10889","14019","201577","5312","6","46","53466","90.2406747304473","9.75932526955273","3.93530784652033","5.8240174230324","2.5411687733149","0.271857998667846","0.273591658733288","5.06472456538524","0.352234499383043","0.133466699530831","0.00211054268836405","2.51255081948101e-05","0.000477384655701392","0.0127135071465739","0.394746859248662","0.712056902240919","0.000150753049168861","25.1925545571245"
"202223","202223","Spring term","Local authority","E92000001","England","E12000002","North West","E08000005","Rochdale",354,"Secondary",10.9152542372881,"12310.8983050847","1184970","1190805","5835","120802","55103","65699","43439","1311607","627762","521548","1149310","35660","37762","5015","15","0","1","11","5382","6914","3250","3201","155","392","2028","10","4073","7779","52328","1519","3","13","10210","90.7897716312889","9.21022836871105","4.20118221387961","5.00904615483144","2.87906362195383","0.382355385416516","0.310535091685238","3.98960969253747","0.59308924090829","0.115812129700436","0.00114363525049805","0","7.62423500332035e-05","0.000838665850365239","0.410336327878702","0.527139608129569","0.000228727050099611","26.4380358534684"
"202223","202223","Spring term","Local authority","E92000001","England","E12000004","East Midlands","E06000061","North Northamptonshire",940,"Secondary",15.8474576271186,"16489.2881355932","1581441","1592638","11197","157176","92911","64265","57019","1749814","751143","776530","1527673","53768","65827","6093","42","1","20","62","6944","13922","4119","6791","187","1050","5452","389","3109","3251","55384","2521","0","20","22762","91.0175595806183","8.98244041938172","5.30976435209685","3.67267606728487","3.76194269790961","0.348208438153998","0.177676027280614","3.16513640878402","0.185791175519227","0.144072455701006","0.00240025511282914","5.71489312578365e-05","0.00114297862515673","0.00354323373798587","0.396842178654417","0.7956274209716","0","25.1969914040115"
"202223","202223","Spring term","Local authority","E92000001","England","E12000007","London","E09000020","Kensington and Chelsea",207,"Secondary",6.01694915254237,"5170.03389830509","495925","503492","7567","46788","24516","22272","16950","550280","234760","245363","480123","15802","16963","2815","44","1","2","29","2121","2179","2855","1702","210","511","3989","2","872","1148","16513","3739","362","6","4801","91.4974194955296","8.50258050447045","4.45518645053427","4.04739405393618","3.08261248818783","0.511557752416951","0.158464781565748","3.00083593806789","0.208621065639311","0.679472268663226","0.0079959293450607","0.000181725666933198","0.000363451333866395","0.00527004434106273","0.385440139565312","0.395980228247438","0.0657846914298175","25.7934218118869"
"202223","202223","Spring term","Local authority","E92000001","England","E12000004","East Midlands","E10000007","Derbyshire",830,"Secondary",28.5932203389831,"24783.3220338983","2283909","2317360","33451","224473","141828","82645","67299","2541833","1168423","1052543","2220966","62943","96194","8563","4","2","250","585","10899","25323","15880","4329","472","1926","13190","1983","3681","4356","71400","3208","8","45","41339","91.1688533432369","8.83114665676305","5.57975287912306","3.25139377763999","3.78443430390588","0.336882871534047","0.144816752320078","2.80899649977005","0.171372391498576","0.126208134051293","0.000157366750687398","7.86833753436988e-05","0.00983542191796235","0.0230148872880319","0.428785053935487","0.996249556914243","0.000314733501374795","23.3628529446805"
"202223","202223","Spring term","Local authority","E92000001","England","E12000005","West Midlands","E06000051","Shropshire",893,"Secondary",18.8813559322034,"14673.9830508475","1433087","1448536","15449","132519","100179","32340","41569","1581055","695463","698512","1393975","39112","74203","7042","410","2","27","412","4911","13170","4351","5022","328","1717","8253","800","1675","2457","26205","2003","2","20","16370","91.618318148325","8.38168185167499","6.33621221273137","2.04546963894362","4.69325861529169","0.445398800168242","0.105941918529083","1.65743759704754","0.155402563478184","0.126687559888808","0.0259320516996562","0.000126497813169055","0.00170772047778224","0.0260585495128253","0.310615380236614","0.832988099718226","0.000126497813169055","24.0465460415686"
"202223","202223","Spring term","Local authority","E92000001","England","E12000007","London","E09000011","Greenwich",203,"Secondary",11.1694915254237,"11803.0508474576","1142376","1168185","25809","102149","47819","54330","45379","1270334","534286","565725","1100011","42365","34044","4299","32","4","0","292","2530","6609","11145","3047","435","1210","8328","4691","2438","3014","46060","2818","7","17","17967","91.9588864031034","8.04111359689656","3.76428561307499","4.27682798382158","2.67992512205451","0.338414936544247","0.191918031006019","3.62581809193488","0.237260437018926","0.221831423861756","0.0025190225562726","0.000314877819534075","0","0.0229860808259875","0.199160220855303","0.520256877325176","0.000551036184184632","23.0956919557758"
"202223","202223","Spring term","Local authority","E92000001","England","E12000001","North East","E06000002","Middlesbrough",806,"Secondary",7.96610169491525,"8661.59322033898","825960","835106","9146","113432","40261","73171","45204","948538","378563","404335","782898","43062","23356","2172","17","3","0","260","9766","4687","4622","16949","50","1084","3390","0","2256","2142","68493","280","0","8","8858","88.0413857958247","11.9586142041753","4.24453211152321","7.71408209265206","2.46231569004088","0.228983973230382","0.237839707001723","7.22090206191001","0.225821211169189","0.0295191125711358","0.0017922318346761","0.000316276206119312","0","0.0274106045303404","1.0295844763204","0.494128859360405","0","32.3043126372991"
"202223","202223","Spring term","Local authority","E92000001","England","E12000002","North West","E06000049","Cheshire East",895,"Secondary",19.8813559322034,"18533.2372881356","1743904","1774060","30156","177595","124629","52966","54774","1951655","819877","875710","1695587","48317","92255","8812","36","12","4","614","5109","17770","12978","4543","112","3710","10253","3103","3006","6457","39600","3903","12","23","24547","90.9002871921523","9.0997128078477","6.38581101680369","2.71390179104401","4.72701373962099","0.451514227668312","0.15402312396402","2.02904714204099","0.330847408993905","0.1999841160451","0.00184458831094635","0.00061486277031545","0.000204954256771817","0.0314604784144739","0.261777824461803","0.910509285708796","0.00061486277031545","27.5060557645725"
"202223","202223","Spring term","Local authority","E92000001","England","E12000005","West Midlands","E08000031","Wolverhampton",336,"Secondary",13.7796610169492,"12072.2372881356","1191678","1210177","18499","106337","58043","48294","45138","1316514","563581","583364","1146945","44733","43740","3182","29","3","0","381","3906","6759","7334","5045","339","313","5394","5119","5330","405","40675","1884","43","20","19174","91.9228356097998","8.07716439020018","4.40884031616831","3.66832407403187","3.32241054785593","0.241698910911696","0.404857069503249","3.08959874334796","0.0307630606282956","0.143105200552368","0.00220278705733475","0.00022787452317256","0","0.0289400644429152","0.296692629170673","0.513401300707778","0.0032662014988067","24.5949449125081"
"202223","202223","Spring term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000033","Calderdale",381,"Secondary",10.5762711864407,"11713.4745762712","1124990","1139222","14232","120011","64377","55634","55124","1259233","523511","548436","1071947","53043","43429","3618","4","112","46","66","6337","10765","9275","3160","277","647","4032","1","4014","2081","49258","281","0","14","15380","90.4695159672594","9.53048403274057","5.11239778500087","4.4180862477397","3.44884544798302","0.28731775612615","0.318765470727022","3.91174627729737","0.165259328495997","0.0223151712193057","0.000317653682837092","0.00889430311943858","0.00365301735262656","0.00524128576681202","0.503242847034663","0.854885473935324","0","26.4825412623372"
"202223","202223","Spring term","Local authority","E92000001","England","E12000005","West Midlands","E08000030","Walsall",335,"Secondary",12,"13886.8813559322","1321326","1333640","12314","138207","59093","79114","49122","1471847","626712","649128","1275840","45486","43478","3757","109","1","0","176","3875","7697","5738","10054","622","723","5087","144","4070","3636","69717","1691","0","19","22522","90.6099614973567","9.39003850264328","4.01488741696657","5.3751510856767","2.95397551511808","0.255257509781927","0.276523307110046","4.73670157292164","0.247036546597574","0.114889659047442","0.00740566105036733","6.79418444987828e-05","0","0.0119577646317858","0.263274647432783","0.522948377107131","0","26.6096226679759"
"202223","202223","Spring term","Local authority","E92000001","England","E12000006","East of England","E06000033","Southend-on-Sea",882,"Secondary",7.33898305084746,"6301.83050847458","612360","617549","5189","40704","24609","16095","16773","658253","292798","303506","596304","16056","18966","1669","16","10","4","106","1127","2709","1502","875","72","692","2919","4","1207","717","13806","365","2","12","14614","93.8163593633451","6.1836406366549","3.73853214493515","2.44510849171975","2.88126297943192","0.253549926851834","0.18336414721999","2.09736985627107","0.108924683974095","0.0554498042545951","0.00243067635088636","0.00151917271930398","0.00060766908772159","0.0161032308246221","0.171210765465558","0.411543889659447","0.000303834543860795","16.5767766497462"
"202223","202223","Spring term","Local authority","E92000001","England","E12000002","North West","E08000004","Oldham",353,"Secondary",12.9661016949153,"16169.1694915254","1541219","1560003","18784","145728","73504","72224","79784","1705731","863170","604037","1467207","74012","56738","6246","22","30","2","253","3502","6710","7932","5584","263","1247","7427","1915","9638","5772","56593","221","1","15","17985","91.4565661291259","8.54343387087413","4.30923750579664","4.23419636507749","3.32631581415827","0.36617731635293","0.565036339258652","3.31781505993618","0.338388643930374","0.0129563219522891","0.00128976960611022","0.00175877673560485","0.000117251782373657","0.0148323504702676","0.205307870936273","0.393379729863619","5.86258911868284e-05","24.2712450592885"
"202223","202223","Spring term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000032","Bradford",380,"Secondary",32.6271186440678,"35700.6271186441","3299890","3344267","44377","436807","196407","240400","146253","3781074","1547263","1620348","3167611","132279","132594","10089","46","5","92","237","20616","32723","21186","21294","631","1918","19236","1406","19493","13974","203099","3834","5","37","39066","88.4475416244168","11.5524583755832","5.19447649001316","6.35798188557008","3.50678140655274","0.266828948600318","0.515541351478442","5.37146324033859","0.369577532732763","0.101399761020282","0.00121658555214735","0.000132237560016017","0.00243317110429471","0.00626806034475919","0.54524190745804","0.865441935280822","0.000132237560016017","31.1131462825743"
"202223","202223","Spring term","Local authority","E92000001","England","E12000001","North East","E06000001","Hartlepool",805,"Secondary",3.93220338983051,"6185.89830508475","609370","617082","7712","63989","34627","29362","25164","681071","287805","298173","585978","23392","22961","2531","7","0","0","66","4522","4540","1562","4227","4","3314","2778","54","1312","1772","26211","67","0","5","5871","90.6046506164556","9.39534938354445","5.08419827007757","4.31115111346688","3.37130783721521","0.371620579939536","0.19263777197972","3.84849744006132","0.260178454228707","0.0098374471971351","0.00102779299074546","0","0","0.00969061962702861","0.663954272021566","0.666597168283483","0","26.1281161249606"
"202223","202223","Spring term","Local authority","E92000001","England","E12000002","North West","E08000013","St. Helens",342,"Secondary",8.40677966101695,"9015.18644067797","866633","873030","6397","80372","41145","39227","35507","953402","404153","428603","832756","33877","27803","3472","8","1","12","164","2611","7074","2584","9529","131","407","3267","8","1650","1630","35890","57","0","9","10624","91.5699778267719","8.43002217322808","4.31559824711926","4.11442392610882","2.91618855425099","0.364169573799929","0.173064457595012","3.76441417156666","0.170966706593861","0.00597859035328225","0.000839100400460666","0.000104887550057583","0.001258650600691","0.0172015582094437","0.27386139320035","0.741974529107344","0","22.764583561344"
"202223","202223","Spring term","Local authority","E92000001","England","E12000002","North West","E08000011","Knowsley",340,"Secondary",5.94915254237288,"5688.96610169491","533182","539689","6507","69263","25544","43719","30597","608952","240308","263372","503680","29502","18991","1587","2","0","0","44","1642","3265","4738","10167","119","204","1446","0","1293","1095","38344","2987","13","6","5723","88.6258687055794","11.3741312944206","4.19474769768389","7.17938359673669","3.11863660846832","0.260611673826508","0.212332006463564","6.29671961008421","0.179817128443621","0.490514851745294","0.00032843311131255","0","0","0.0072255284488761","0.269643584387604","0.536167054217738","0.00213481522353158","33.0592968340038"
