"academic_year","time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","school_type","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_grt_absence","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_b_aea_education_off_site","reason_d_aea_dual_registration","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","reason_x_not_attending_covid_non_compulsory","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_grt_perc","auth_holiday_perc","auth_excluded_perc","auth_other_perc","covid_non_compulsory_perc","pa_perc"
"202223","202223","Spring term","Local authority","E92000001","England","E12000005","West Midlands","E08000030","Walsall",335,"Primary",60.6779661016949,"16867.6440677966","1747271","1755432","8161","126881","73686","53195","31672","1882313","867146","851526","1718672","28599","60850","3623","79","2","180","217","465","8258","1080","302","25","322","6734","0","9653","3073","39821","648","12","85","28667","93.2593038458535","6.74069615414652","3.91465181401818","2.82604434012834","3.23272484438029","0.192475959099257","0.512826506537436","2.11553551401919","0.16325658910075","0.0344257304709684","0.00419696405433103","0.000106252254540026","0.00956270290860234","0.0115283696175928","0.024703649180556","0.438715558995767","0.000637513527240156","22.7756764620308"
"202223","202223","Spring term","Local authority","E92000001","England","E12000004","East Midlands","E06000017","Rutland",857,"Primary",15.8983050847458,"2364.06779661017","255407","257913","2506","11474","10285","1189","1592","269387","137296","116679","253975","1432","8117","525","0","0","99","360","25","1149","135","118","5","1061","1305","0","418","160","548","63","10","17","2559","95.7407001822657","4.25929981773434","3.81792736843278","0.441372449301562","3.01313723379376","0.194886909910278","0.155167101604754","0.203424812630157","0.059394105877418","0.0233864291892333","0","0","0.0367501030116524","0.13363673822419","0.00928032904334656","0.426523922832208","0.00371213161733862","10.5324074074074"
"202223","202223","Spring term","Local authority","E92000001","England","E12000002","North West","E08000014","Sefton",343,"Primary",73.3220338983051,"18376.6610169492","1900938","1912827","11889","107450","80502","26948","26323","2020277","927950","949489","1877439","23499","69084","5331","58","0","336","745","206","4712","2651","1637","31","1315","7892","0","7163","2824","14173","2788","30","74","22199","94.6814223990077","5.31857760099234","3.98470110781838","1.33387649317396","3.41953108410381","0.263874706290276","0.354555340678531","0.701537462437082","0.139782811960934","0.138000878097409","0.00287089344678972","0","0.0166313827262301","0.0368761313423852","0.0101966215523911","0.233235343470227","0.00148494488627055","16.6594827586207"
"202223","202223","Spring term","Local authority","E92000001","England","E12000001","North East","E08000024","Sunderland",394,"Primary",54.271186440678,"11829.1694915254","1213070","1220094","7024","71023","53603","17420","13325","1291117","595640","605229","1200869","12201","46836","3055","52","0","238","323","384","2713","1519","2725","0","233","5272","0","5226","1124","9729","1341","2","81","21869","94.4991042639823","5.50089573601773","4.1516764166222","1.34921931939553","3.62755660408778","0.236616820938769","0.404765795818659","0.753533568220386","0.0870564015499757","0.10386355380651","0.00402752035640457","0","0.0184336508620055","0.0250170975984361","0.0297416887857568","0.210128129363954","0.000154904629092483","17.8132295719844"
"202223","202223","Spring term","Local authority","E92000001","England","E12000004","East Midlands","E06000061","North Northamptonshire",940,"Primary",99.4745762711864,"24950.593220339","2647956","2662983","15027","162985","124583","38402","29391","2825968","1312474","1310837","2623311","24645","104925","6593","53","0","101","728","816","11062","1611","211","28","2302","11085","1","7526","4746","24197","1933","305","111","30232","94.232595698182","5.767404301818","4.40850710269897","1.35889719911903","3.71288705321504","0.233300589390963","0.266315825232274","0.856237579477192","0.16794245370082","0.0684013407087412","0.00187546355797376","0","0.00357399659161038","0.0257610843434887","0.0288750615718225","0.391441092043505","0.010792761984566","17.8487623949739"
"202223","202223","Spring term","Local authority","E92000001","England","E12000002","North West","E08000009","Trafford",358,"Primary",56.2542372881356,"16623.8983050847","1722494","1729876","7382","82852","66768","16084","20771","1812728","843423","860369","1703792","18702","56227","4259","125","0","64","1295","248","4433","2288","348","130","693","4271","0","6367","2069","6609","1039","117","63","22883","95.4294301185837","4.5705698814163","3.68328839186022","0.887281489556072","3.10178912666434","0.234949755285956","0.351238575230261","0.364588620024626","0.114137366444387","0.0573169278567993","0.00689568429461011","0","0.00353059035884038","0.0714392892921608","0.0136810376405065","0.244548547824053","0.00645436049975507","13.4451767525464"
"202223","202223","Spring term","Local authority","E92000001","England","E12000009","South West","E06000025","South Gloucestershire",803,"Primary",77.1016949152542,"17624.9322033898","1869326","1879726","10400","100479","76228","24251","18666","1980205","921442","932824","1854266","15060","62947","4585","79","1","626","481","420","7084","1941","739","73","1054","7332","0","10272","3606","9519","854","5","93","23152","94.9258283864549","5.07417161354506","3.84950043051098","1.22467118303408","3.17881229468666","0.231541683815565","0.518734171462046","0.480707805504986","0.182102358089188","0.0431268479778609","0.00398948593706207","5.04998219881275e-05","0.0316128885645678","0.0242904143762893","0.0212099252350135","0.357740738963895","0.000252499109940637","15.1038493492107"
"202223","202223","Spring term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000035","Leeds",383,"Primary",198.525423728814,"52359.3389830508","5424541","5466242","41701","314534","198671","115863","79715","5780776","2649062","2705879","5354941","69600","163818","13287","248","15","33","2484","883","17517","8640","2014","115","2286","30658","2","28808","10115","67814","9126","386","222","73185","94.5589657859083","5.44103421409167","3.43675312795376","2.00428108613792","2.83384099297395","0.229848034243154","0.498341399147796","1.17309510003501","0.174976508344208","0.157868078610899","0.00429008147003101","0.000259480734074456","0.000570857614963804","0.04297000956273","0.015274765879183","0.30302160125215","0.00667730422351601","16.7670157068063"
"202223","202223","Spring term","Local authority","E92000001","England","E12000002","North West","E06000050","Cheshire West and Chester",896,"Primary",125.389830508475,"23431.4915254237","2479197","2506935","27738","138953","108296","30657","27917","2645888","1222238","1233608","2455846","23351","89120","7323","124","4","506","1307","336","9540","1903","511","52","2719","23056","8","10158","4566","14492","1441","36","129","28198","94.7483415775724","5.25165842242756","4.09299259832616","1.1586658241014","3.36824536790673","0.276769084708045","0.383916477190267","0.547717817231871","0.172569662812636","0.0544618668666247","0.00468651734313773","0.000151177978810894","0.0191240143195782","0.0493974045764598","0.0126989502201151","0.360559479463983","0.00136060180929805","16.2822477121206"
"202223","202223","Spring term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000018","Rotherham",372,"Primary",81.7118644067797,"16900.8305084746","1775945","1789946","14001","114017","76518","37499","25210","1903963","868247","884882","1753129","22816","64079","4594","38","0","198","240","1220","6105","2698","2080","39","1458","9806","0","8855","2394","25049","1201","44","96","24284","94.0115958135741","5.98840418642589","4.01888061900363","1.96952356742227","3.36555909962536","0.241286201465049","0.465082567255771","1.31562430572443","0.125737737550572","0.0630789568914942","0.00199583710397734","0","0.010399361752303","0.0126052869724884","0.0640768754434829","0.320646987362675","0.00231096927828955","18.2491736008207"
"202223","202223","Spring term","Local authority","E92000001","England","E12000002","North West","E08000004","Oldham",353,"Primary",86.6271186440678,"21142.2711864407","2181917","2189573","7656","131780","83360","48420","32708","2321353","1080768","1072528","2153296","28621","72810","5564","4","0","0","183","277","4430","2854","59","55","249","4498","0","18680","4087","24169","1484","92","86","25803","94.3231382732398","5.67686172676021","3.59100920885363","2.08585251790658","3.13653287543945","0.239687802759856","0.804703119258467","1.04116004761017","0.176061116081871","0.0639282349560795","0.000172313301768408","0","0","0.00788333355590468","0.0119326961474623","0.190836981708512","0.00396320594067339","17.8730799943633"
"202223","202223","Spring term","Local authority","E92000001","England","E12000002","North West","E08000006","Salford",355,"Primary",75.8474576271186,"19135.0169491525","1955721","1968027","12306","125722","82869","42853","41534","2093749","942982","976126","1919108","36613","67263","5005","50","0","210","711","505","9078","2285","825","3","2395","7623","0","8738","4921","27915","1279","47","75","23269","93.9953642962934","6.0046357037066","3.9579242784116","2.04671142529501","3.21256272838817","0.239044890290097","0.417337512758215","1.33325436812149","0.235032948075438","0.0610865963398669","0.00238806084205891","0","0.0100298555366474","0.0339582251740777","0.024119414504795","0.433576326484216","0.00224477719153538","18.9888271006581"
"202223","202223","Spring term","Local authority","E92000001","England","E12000007","London","E09000001","City of London",201,"Primary",1,"c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c"
"202223","202223","Spring term","Local authority","E92000001","England","E12000009","South West","E10000013","Gloucestershire",916,"Primary",218.745762711864,"37272.3559322034","3891615","3918665","27050","225026","183190","41836","38835","4143691","1926444","1932104","3858548","33067","152302","9713","180","2","1160","2475","1453","15807","3579","1924","35","4716","18720","0","13168","5768","20817","2083","98","243","46536","94.5694309734968","5.43056902650318","4.42093775814847","1.00963126835471","3.67551537988716","0.234404544161232","0.317784313550407","0.502378193740798","0.139199568693708","0.0502691923697978","0.00434395325327106","4.82661472585673e-05","0.027994365409969","0.059729357232477","0.0350653559833491","0.381471494858087","0.0023650412156698","16.601475336676"
"202223","202223","Spring term","Local authority","E92000001","England","E12000007","London","E09000010","Enfield",308,"Primary",56,"19726.7288135593","2073209","2085702","12493","134045","94676","39369","32340","2219747","1009193","1034990","2044183","29026","80709","5535","160","0","20","319","265","7664","1739","2885","133","623","9998","0","3223","3314","32268","564","4","68","30679","93.9612487369056","6.0387512630944","4.26517076045153","1.77358050264287","3.63595490837469","0.249352741551177","0.145196727374786","1.45367918055526","0.149296293676712","0.0254083010361091","0.00720802866272598","0","0.000901003582840747","0.0143710071463099","0.0119382974726399","0.345264572944574","0.000180200716568149","19.9576699215931"
"202223","202223","Spring term","Local authority","E92000001","England","E12000004","East Midlands","E06000062","West Northamptonshire",941,"Primary",128.847457627119,"28834.6779661017","3059142","3080301","21159","179063","139397","39666","29168","3259364","1510190","1523780","3033970","25172","114821","8173","148","0","175","816","1230","13474","4303","1084","19","2232","14605","0","10495","3996","22721","2454","560","148","34508","94.5061981417233","5.49380185827664","4.27681596777776","1.21698589049888","3.52280383534947","0.250754441664079","0.321995334059037","0.697099188676073","0.122600605516905","0.0752907622468678","0.00454076316729276","0","0.00536914563700157","0.0250355590845331","0.0377374236200682","0.41339353321691","0.017181266038405","16.789415368572"
"202223","202223","Spring term","Local authority","E92000001","England","E12000008","South East","E10000016","Kent",886,"Primary",377.847457627119,"97180.2881355932","10314655","10374453","59798","672166","507255","164911","129975","11046619","5061224","5143203","10204427","110228","417180","29822","616","0","511","4701","2890","51205","6739","1371","210","7873","44968","8","32266","19747","103824","9074","330","460","127937","93.915187986478","6.08481201352197","4.59194799784441","1.49286401567756","3.77654013413516","0.269964954888007","0.292089371417626","0.939871285503737","0.178760578236653","0.0821427805195418","0.00557636685034579","0","0.00462584977358231","0.0425560074082396","0.0261618509699665","0.463535494434994","0.00298733938411382","19.6031596578689"
"202223","202223","Spring term","Local authority","E92000001","England","E12000005","West Midlands","E10000034","Worcestershire",885,"Primary",169.135593220339,"32947.0169491525","3543082","3567536","24454","209860","169586","40274","38801","3777396","1743241","1764952","3508193","34889","143627","7789","55","0","511","1589","821","15170","3014","2008","56","1890","19493","1","11376","3912","22500","2486","24","182","41892","94.4443209025477","5.55567909745232","4.48949487954136","1.06618421791096","3.80227542995227","0.206200250119394","0.3011598466245","0.595648430823774","0.10356340717256","0.065812533290129","0.00145602949756922","0","0.0135278376955977","0.0420660158479545","0.0217345494091697","0.401599408693184","0.000635358326212025","17.1001415428167"
"202223","202223","Spring term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000012","North East Lincolnshire",812,"Primary",45.5423728813559,"11142.8474576271","1220951","1228399","7448","73026","51837","21189","11514","1301425","603003","608299","1211302","9649","43288","3054","55","0","1","307","399","4689","443","3018","0","2326","4679","0","4810","1865","14215","299","44","47","14344","94.3887661601706","5.61123383982942","3.98309545306107","1.62813838676835","3.3262001267841","0.23466584705227","0.369594867164839","1.0922642488042","0.143304454732313","0.0229748160670035","0.00422613673473308","0","7.68388497224196e-05","0.0235895268647828","0.0306587010392454","0.360297366348426","0.00338090938778646","18.3512912604755"
"202223","202223","Spring term","Local authority","E92000001","England","E12000001","North East","E08000021","Newcastle upon Tyne",391,"Primary",63.4067796610169,"15961.2203389831","1572166","1579313","7147","93644","63851","29793","27451","1672957","760699","785322","1546021","26145","55481","3598","24","0","0","517","301","3915","1358","1662","168","593","5028","0","8065","1306","17662","2760","15","72","21891","94.4024861368224","5.5975138631776","3.81665518001957","1.78085868315803","3.31634345652638","0.215068289262665","0.482080531657419","1.05573544328994","0.0780653656967872","0.164977342513884","0.00143458558707725","0","0","0.0309033645216225","0.0179920942379272","0.234016773891977","0.000896615991923283","18.1795938341082"
"202223","202223","Spring term","Local authority","E92000001","England","E12000004","East Midlands","E06000018","Nottingham",892,"Primary",65.5762711864407,"21864.6610169492","2260806","2276267","15461","147747","85856","61891","44559","2424014","1092491","1128451","2220942","39864","71417","4730","87","0","205","618","702","7286","2635","61","19","418","12386","3","8659","4695","41823","6714","811","74","28358","93.9048619356159","6.09513806438412","3.54189373493717","2.55324432944694","2.94622885841418","0.195130886207753","0.357217408810345","1.72536132217058","0.19368700015759","0.276978598308426","0.00358908818183393","0","0.00845704686524088","0.0254949022571652","0.0289602287775566","0.300575821756805","0.0334569024766359","19.0760917707503"
"202223","202223","Spring term","Local authority","E92000001","England","E12000005","West Midlands","E06000020","Telford and Wrekin",894,"Primary",51.4237288135593,"13464.2711864407","1444064","1457987","13923","78510","59122","19388","17315","1536497","711111","717507","1428618","15446","49305","3390","2","2","0","1067","230","5121","1142","1328","37","1502","11242","0","3166","1869","13737","616","5","54","17170","94.8903252007651","5.10967479923488","3.84784350376213","1.26183129547275","3.20892263375718","0.220631735694896","0.206053119530985","0.894046652873387","0.121640328617628","0.0400911944507539","0.000130166215749201","0.000130166215749201","0","0.0694436761021987","0.0149691148111581","0.333290595425829","0.000325415539373002","15.2309436100878"
"202223","202223","Spring term","Local authority","E92000001","England","E12000008","South East","E10000025","Oxfordshire",931,"Primary",214.169491525424,"42467.6610169492","4519775","4552118","32343","265114","215611","49503","46195","4817232","2230318","2250571","4480889","38886","177438","13107","305","0","620","2058","1274","20771","6851","577","153","2640","22699","0","17094","7309","22931","2169","37","241","54792","94.4965490555572","5.50345094444278","4.47582761220552","1.02762333223727","3.68340158829801","0.272085712292869","0.354851084606264","0.476020253954968","0.151726136503287","0.0450258571727498","0.00633143680852407","0","0.0128704617091309","0.0427216293506312","0.0264467229313431","0.431181226065093","0.000768075940706198","16.4823579551827"
"202223","202223","Spring term","Local authority","E92000001","England","E12000001","North East","E08000022","North Tyneside",392,"Primary",37.6271186440678,"7659.71186440678","746158","752443","6285","38737","28872","9865","8535","791180","365543","372621","738164","7994","25312","1576","5","0","0","210","294","1455","808","2199","2","270","5205","0","2887","541","6111","326","20","54","15595","95.1038954473066","4.89610455269345","3.64923279152658","1.24687176116686","3.19927197350792","0.199196137415","0.364898000455017","0.772390606435956","0.0683788771202508","0.0412042771556409","0.000631967441037438","0","0","0.0265426325235724","0.0371596855330013","0.183902525341894","0.00252786976414975","14.8619139370584"
"202223","202223","Spring term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000019","Sheffield",373,"Primary",99.593220338983,"27876.8983050847","2789371","2818405","29034","183429","106369","77060","51296","3001834","1361385","1381613","2742998","46373","84664","7040","42","3","85","958","741","12418","2760","1263","8","2449","23814","3","15054","4923","50607","6476","418","133","46256","93.8894355917083","6.11056440829173","3.54346709378333","2.5670973145084","2.82040912322267","0.234523294759137","0.501493420355689","1.68586937185734","0.163999741491368","0.215734780804002","0.00139914465623349","9.99389040166778e-05","0.00283160228047254","0.0319138233493258","0.0246849092921194","0.413680436693035","0.0139248206263238","18.4620451177342"
"202223","202223","Spring term","Local authority","E92000001","England","E12000002","North West","E10000017","Lancashire",888,"Primary",386.237288135593,"71431.3050847458","7501864","7541752","39888","412635","308438","104197","96347","7954387","3705524","3711128","7416652","85212","257106","20113","330","8","2189","4270","2155","20639","5017","6236","19","5405","29442","5","36839","11135","47017","9206","1628","482","96656","94.8124852361345","5.18751476386552","3.87758352717815","1.30993123668738","3.2322541007874","0.252854179712403","0.463128082654264","0.591082631508877","0.139985645656919","0.115734876867319","0.0041486540697605","0.000100573431994194","0.0275194053294113","0.053681069326901","0.027091968243436","0.259466882866021","0.0204666934108185","15.7021646905254"
"202223","202223","Spring term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000033","Calderdale",381,"Primary",58.3389830508475,"11060.6779661017","1164292","1170450","6158","60433","46333","14100","16128","1230883","570122","579543","1149665","14627","38055","2521","16","0","0","323","487","4929","1886","4","0","766","3506","0","5125","1501","6562","912","2","81","18422","95.0902725929272","4.90972740707281","3.76420829599564","1.14551911107717","3.09168296255615","0.204812317661386","0.416367762005","0.533113220346694","0.121944977711123","0.0740931510143531","0.00129987984235707","0","0","0.0262413243175834","0.0395650927017434","0.400444233936126","0.000162484980294634","14.4684455739094"
"202223","202223","Spring term","Local authority","E92000001","England","E12000008","South East","E10000014","Hampshire",850,"Primary",334.203389830508,"73767.1186440678","8007923","8077088","69165","424382","350182","74200","68597","8501470","3959848","3991423","7951271","56652","288979","19467","404","2","950","7211","1582","31023","10683","1192","111","6509","51861","1","23099","11945","33246","5910","563","424","106090","95.0081338874336","4.99186611256641","4.1190758774659","0.872790235100518","3.39916508556755","0.228983928661749","0.271705952029473","0.391061781080213","0.140505112645225","0.0695173893456073","0.00475211933936131","2.35253432641649e-05","0.0111745380504783","0.0848206251389466","0.0186085465219544","0.364913362042094","0.00662238412886242","14.6218443358531"
"202223","202223","Spring term","Local authority","E92000001","England","E12000002","North West","E10000006","Cumbria",909,"Primary",248.559322033898,"28098.4406779661","2998270","3030514","32244","162292","131682","30610","25528","3192806","1484225","1492246","2976471","21799","112393","7961","121","35","282","1772","839","8088","6364","1166","10","6793","19066","11","14317","3729","11162","1402","191","267","37142","94.9169476629648","5.0830523370352","4.12433451954174","0.958717817493453","3.52019508858352","0.249341801537582","0.448414341491466","0.349598440995162","0.116793817100068","0.0439112179067566","0.00378976987640339","0.00109621442705883","0.00883235624087401","0.0554997704213786","0.0262778258372103","0.253319493887195","0.00598219873052105","15.9411362080767"
"202223","202223","Spring term","Local authority","E92000001","England","E12000007","London","E09000011","Greenwich",203,"Primary",45.6440677966102,"14839.5423728814","1529910","1542391","12481","93670","55435","38235","30572","1636061","737525","763656","1501181","28729","45400","3817","136","0","0","502","308","5077","3774","178","269","182","8256","0","6078","1843","29220","1094","195","63","25494","94.2746633530168","5.72533664698321","3.38832109560707","2.33701555137614","2.77495765744676","0.233304259437759","0.371502040571837","1.78599697688534","0.112648611512651","0.0668679224063162","0.00831264848926782","0","0","0.0306834525118562","0.0188257039315771","0.310318502794211","0.0119188709956414","18.2711450773875"
"202223","202223","Spring term","Local authority","E92000001","England","E12000002","North West","E06000009","Blackpool",890,"Primary",29.6271186440678,"9751.77966101695","1037182","1041454","4272","64531","34709","29822","20023","1105985","523064","497478","1020542","16640","28862","2521","2","0","99","272","451","2497","118","1738","1","1042","3111","0","4351","3383","21572","516","5","31","11212","94.1652915726705","5.83470842732948","3.13828849396692","2.69641993336257","2.60961947946853","0.227941608611328","0.393404973846842","1.95047853271066","0.305881182837019","0.0466552439680466","0.000180834278945917","0","0.00895129680782289","0.0245934619366447","0.0407781299023043","0.225771597263977","0.000452085697364793","19.6450060168472"
"202223","202223","Spring term","Local authority","E92000001","England","E12000007","London","E09000008","Croydon",306,"Primary",59.3050847457627,"17957.0508474576","1815372","1831575","16203","119690","81527","38163","31877","1951265","881797","905018","1786815","28557","67048","4586","35","1","1","899","587","8282","2272","908","878","1509","11544","0","7380","3320","24111","3352","88","86","31263","93.866030498164","6.13396950183599","4.17816134661361","1.95580815522238","3.43612989522182","0.235027020932574","0.378216182835238","1.23565994367756","0.170146033470595","0.171785995238986","0.00179370818417796","5.12488052622273e-05","5.12488052622273e-05","0.0460726759307424","0.0300830486889274","0.424442605181767","0.004509894863076","19.5668859649123"
"202223","202223","Spring term","Local authority","E92000001","England","E12000007","London","E09000016","Havering",311,"Primary",38.7118644067797,"13120.2372881356","1322083","1328784","6701","75516","57670","17846","16426","1404300","647011","659981","1306992","15091","50182","2570","60","0","38","270","282","4268","814","50","27","776","5084","0","6150","1335","9573","788","0","59","23792","94.6225165562914","5.37748344370861","4.1066723634551","1.27081108025351","3.57345296589048","0.183009328491063","0.43794061098056","0.681691946165349","0.0950651570177313","0.0561133660898668","0.00427259132663961","0","0.00270597450687175","0.0192266609698782","0.0200811792352062","0.303923663034964","0","16.7425968109339"
"202223","202223","Spring term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000036","Wakefield",384,"Primary",101.932203389831,"23274.2881355932","2477262","2494413","17151","142925","106505","36420","25027","2637338","1219236","1236902","2456138","21124","87605","6223","101","0","526","484","761","10789","997","783","17","885","15252","0","11231","3903","20771","515","16","113","32161","94.580709791464","5.41929020853603","4.03835230827448","1.38093790026155","3.32172061374007","0.235957620904109","0.425846061445291","0.787574440591232","0.147990132474488","0.0195272657505409","0.0038296191083585","0","0.0199443529801641","0.018351838103421","0.0288548528857507","0.409086738218613","0.000606672333997387","16.5847717441519"
"202223","202223","Spring term","Local authority","E92000001","England","E12000001","North East","E06000005","Darlington",841,"Primary",23.0847457627119,"6280.28813559322","663656","666292","2636","41135","32700","8435","6649","707427","326469","331629","658098","5558","26231","1776","4","0","1591","771","225","2094","280","726","1","751","1604","0","2902","1091","3704","738","8","29","8928","94.1852657588698","5.81473424113018","4.62238506587959","1.19234917525059","3.70794442394763","0.251050638440433","0.41021900492913","0.523587592783425","0.154220859537451","0.104321718000585","0.000565429365856831","0","0.224899530269554","0.108986510268904","0.0318054018294467","0.296002273026051","0.00113085873171366","18.7983614019117"
"202223","202223","Spring term","Local authority","E92000001","England","E12000008","South East","E06000038","Reading",870,"Primary",34.5932203389831,"10317.6271186441","1046179","1051534","5355","69251","47627","21624","14361","1120785","511143","522283","1033426","12753","40437","2483","59","0","0","379","301","3968","956","664","20","232","4147","0","7104","1608","12414","498","0","40","14037","93.8212056728097","6.17879432719032","4.24943231752745","1.92936200966287","3.60791766485098","0.221541151960456","0.633841459334306","1.10761653662388","0.143470870862833","0.0444331428418475","0.00526416752543976","0","0","0.0338155846125707","0.0268561766975825","0.354037571880423","0","19.828897338403"
"202223","202223","Spring term","Local authority","E92000001","England","E12000001","North East","E06000001","Hartlepool",805,"Primary",29.0677966101695,"7366.91525423729","778141","782597","4456","45952","32514","13438","8828","828549","381644","388566","770210","7931","29033","1739","7","3","0","171","79","1472","667","1790","1","312","3476","0","3013","897","8031","1497","10","30","8175","94.4539188388375","5.54608116116247","3.92420967257217","1.62187148859029","3.5040776103767","0.209884991714431","0.363647774603554","0.969284858228059","0.108261551217852","0.18067730454083","0.000844850455434742","0.000362078766614889","0","0.0206384896970487","0.00953474085419209","0.177659981485706","0.00120692922204963","17.4801509826891"
"202223","202223","Spring term","Local authority","E92000001","England","E12000002","North West","E06000049","Cheshire East",895,"Primary",117.949152542373,"26534.1186440678","2807183","2833553","26370","148922","120090","28832","25516","2982475","1388020","1397499","2785519","21664","99630","7270","114","2","56","2054","264","10599","2982","923","380","2187","20821","0","9257","3852","14109","1614","101","124","30832","95.0067645160479","4.99323548395209","4.02652159699578","0.966713886956303","3.34051417027804","0.243757282123069","0.310379802010076","0.473063479157411","0.129154477405511","0.0541161283833058","0.00382232877056807","6.70583994836503e-05","0.00187763518554221","0.0688689762697089","0.00885170873184184","0.355375988063605","0.00338644917392434","15.0843606838244"
"202223","202223","Spring term","Local authority","E92000001","England","E12000006","East of England","E10000029","Suffolk",935,"Primary",232.728813559322,"44321.3728813559","4634239","4662155","27916","290020","233511","56509","47100","4952175","2285971","2311909","4597880","36359","197476","11288","137","0","276","3380","2366","18498","4258","5633","58","4693","18907","0","13532","10741","29709","2527","90","253","56944","94.1435833749817","5.8564166250183","4.71532205546048","1.14109456955782","3.98766198690474","0.227940248476679","0.273253671366622","0.599918217752806","0.21689459681857","0.0510280836198236","0.00276646120139131","0","0.00557330869769344","0.0682528383992892","0.0477769868795024","0.373532841630193","0.00181738327098699","18.5831350779804"
"202223","202223","Spring term","Local authority","E92000001","England","E12000008","South East","E06000045","Southampton",852,"Primary",42.2542372881356,"12886.0508474576","1347896","1357043","9147","87346","59192","28154","19721","1444389","659137","673059","1332196","15700","50404","2978","89","0","33","343","541","4458","736","512","0","726","7684","1","6203","4021","17460","470","346","54","19233","93.952737108909","6.04726289109097","4.09806499495634","1.94919789613463","3.48964164085991","0.206177144799635","0.429454946001389","1.20881563069229","0.278387608878218","0.0325397105627362","0.00616177497890111","0","0.00228470308206446","0.0237470653681245","0.0374552838605113","0.308642616358889","0.0239547656483122","19.2567567567568"
"202223","202223","Spring term","Local authority","E92000001","England","E12000008","South East","E06000035","Medway",887,"Primary",61.3220338983051,"19365.5762711864","2036607","2047057","10450","133494","89842","43652","23163","2180551","1000564","1016438","2017002","19605","73166","5297","104","0","310","847","764","9334","1762","902","33","2963","5692","0","5843","3558","32658","1593","20","76","26440","93.8779693756303","6.12203062436971","4.12015128286383","2.00187934150589","3.35539044947814","0.242920252725114","0.267959795482885","1.49769484868733","0.163169767641298","0.0730549296943754","0.00476943671576588","0","0.014216590210456","0.0388433932524394","0.0350370158735109","0.428056945239987","0.000917199368416515","19.2391469530419"
"202223","202223","Spring term","Local authority","E92000001","England","E12000006","East of England","E06000056","Central Bedfordshire",823,"Primary",86.4915254237288,"15459.2542372881","1644840","1656433","11593","103328","82995","20333","12809","1759761","814664","820650","1635314","9526","68073","4706","79","0","1102","642","730","7652","1558","4163","16","862","9157","0","5170","3283","11581","299","11","97","23141","94.1282935580457","5.87170644195433","4.71626544741019","1.15544099454415","3.86830938974099","0.267422678420536","0.293789895332378","0.658100730724229","0.186559424830986","0.0169909436565534","0.00448924598283517","0","0.0626221401656248","0.0364822268478504","0.0414829059173376","0.434831775451325","0.00062508488368591","17.8522056051276"
"202223","202223","Spring term","Regional","E92000001","England","E12000002","North West","","",NA,"Primary",2028.953125,"458785.4375","51589697","51891691","301994","2935331","2075670","859661","781612","54827022","25273011","25624423","50897434","692263","1752009","130205","1957","56","5440","21504","11196","149948","51383","29904","1802","31151","217624","34","246836","89349","477694","45782","3355","2440","636171","94.6461965415521","5.35380345844792","3.78585216610889","1.56795129233902","3.19552099692739","0.237483261447248","0.450208658059159","0.871274752073895","0.16296526191045","0.0835026202955178","0.00356940780040908","0.000102139415852278","0.00992211468279273","0.0392215356872748","0.0204205874978947","0.273492877289596","0.00611924536043559","16.6664054172675"
