"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","attendance_date","school_type","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_grt_absence","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_b_aea_education_off_site","reason_d_aea_dual_registration","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","reason_x_not_attending_covid_non_compulsory","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_grt_perc","auth_holiday_perc","auth_excluded_perc","auth_other_perc","covid_non_compulsory_perc"
2022,"Week 39","Local authority","E92000001","England","E12000005","West Midlands","E08000026","Coventry","331",2022-09-30,"Special",8,1016,1756,1772,16,255,191,64,2,2027,881,873,1754,2,134,6,0,0,0,0,14,37,7,0,0,8,1,0,10,0,51,3,0,7,1024,"87.4198322644302","12.5801677355698","9.42279230389738","3.15737543167242","6.61075481006413","0.29600394671929","0.493339911198816","2.51603354711396","0","0.148001973359645","0","0","0","0","0.690675875678342","1.82535767143562","0"
2022,"Week 39","Local authority","E92000001","England","E12000008","South East","E06000038","Reading","870",2022-09-30,"Special",2,207,359,359,0,55,48,7,3,414,178,181,359,0,34,2,0,0,0,0,0,12,0,0,0,0,0,0,0,3,4,0,0,4,330,"86.7149758454106","13.2850241545894","11.5942028985507","1.69082125603865","8.21256038647343","0.483091787439614","0","0.966183574879227","0.72463768115942","0","0","0","0","0","0","2.89855072463768","0"
2022,"Week 39","Local authority","E92000001","England","E12000008","South East","E06000043","Brighton and Hove","846",2022-09-30,"Special",2,207,371,371,0,41,35,6,2,412,184,185,369,2,24,3,0,0,0,2,2,4,0,0,0,0,0,0,0,0,6,0,0,4,484,"90.0485436893204","9.95145631067961","8.49514563106796","1.45631067961165","5.8252427184466","0.728155339805825","0","1.45631067961165","0","0","0","0","0","0.485436893203883","0.485436893203883","0.970873786407767","0"
2022,"Week 39","Local authority","E92000001","England","E12000002","North West","E08000003","Manchester","352",2022-09-30,"Special",10,1426,2406,2411,5,405,330,75,34,2816,1188,1202,2390,16,206,14,0,0,0,0,0,107,5,4,0,0,0,0,2,18,51,4,3,14,2173,"85.6178977272727","14.3821022727273","11.71875","2.66335227272727","7.31534090909091","0.497159090909091","0.0710227272727273","1.81107954545455","0.639204545454546","0.142045454545455","0","0","0","0","0","3.79971590909091","0.106534090909091"
2022,"Week 39","Local authority","E92000001","England","E12000005","West Midlands","E08000029","Solihull","334",2022-09-30,"Special",2,212,343,343,0,46,31,15,4,389,175,166,341,2,27,1,0,0,0,0,3,0,0,0,0,0,0,0,2,2,10,1,0,5,746,"88.1748071979435","11.8251928020566","7.96915167095116","3.8560411311054","6.94087403598972","0.25706940874036","0.51413881748072","2.5706940874036","0.51413881748072","0.25706940874036","0","0","0","0","0.77120822622108","0","0"
2022,"Week 39","Local authority","E92000001","England","E12000002","North West","E08000002","Bury","351",2022-09-30,"Special",2,372,647,651,4,89,78,11,5,740,320,325,645,2,64,5,0,0,0,0,2,7,4,0,0,0,0,0,0,3,8,0,0,3,474,"87.972972972973","12.027027027027","10.5405405405405","1.48648648648649","8.64864864864865","0.675675675675676","0","1.08108108108108","0.405405405405405","0","0","0","0","0","0.27027027027027","0.945945945945946","0"
2022,"Week 39","Local authority","E92000001","England","E12000005","West Midlands","E10000028","Staffordshire","860",2022-09-30,"Special",13,1548,2730,2738,8,316,253,63,23,3054,1355,1362,2717,13,183,34,0,0,0,7,2,27,8,0,0,0,0,0,10,10,40,3,0,23,2768,"89.652914210871","10.347085789129","8.28421741977734","2.06286836935167","5.99214145383104","1.11329404060249","0.327439423706614","1.30975769482646","0.327439423706614","0.0982318271119843","0","0","0","0.22920759659463","0.0654878847413229","0.884086444007859","0"
2022,"Week 39","Local authority","E92000001","England","E12000005","West Midlands","E10000034","Worcestershire","885",2022-09-30,"Special",6,809,1366,1372,6,240,202,38,12,1612,677,679,1356,10,109,13,2,0,2,13,0,63,6,2,0,0,0,0,8,2,22,6,0,10,1755,"85.1116625310174","14.8883374689826","12.531017369727","2.35732009925558","6.76178660049628","0.806451612903226","0.496277915632754","1.36476426799007","0.124069478908189","0.372208436724566","0.124069478908189","0","0.124069478908189","0.806451612903226","0","3.90818858560794","0"
2022,"Week 39","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000010","Kingston upon Hull, City of","810",2022-09-30,"Special",5,542,970,972,2,98,89,9,5,1070,479,487,966,4,71,7,0,0,0,2,2,7,2,0,0,0,0,0,2,1,6,0,0,6,751,"90.8411214953271","9.1588785046729","8.31775700934579","0.841121495327103","6.63551401869159","0.654205607476636","0.186915887850467","0.560747663551402","0.0934579439252337","0","0","0","0","0.186915887850467","0.186915887850467","0.654205607476636","0"
2022,"Week 39","Local authority","E92000001","England","E12000007","London","E09000012","Hackney","204",2022-09-30,"Special",1,129,226,230,4,28,24,4,4,258,109,113,222,4,22,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,3,454,"89.1472868217054","10.8527131782946","9.30232558139535","1.55038759689922","8.52713178294574","0.775193798449612","0","1.55038759689922","0","0","0","0","0","0","0","0","0"
2022,"Week 39","Local authority","E92000001","England","E12000005","West Midlands","E06000020","Telford and Wrekin","894",2022-09-30,"Special",3,468,835,839,4,95,73,22,8,934,411,420,831,4,58,4,0,0,0,0,2,9,4,2,0,0,0,0,0,4,18,0,0,4,686,"89.8286937901499","10.1713062098501","7.81584582441113","2.35546038543897","6.20985010706638","0.428265524625268","0","1.9271948608137","0.428265524625268","0","0","0","0","0","0.214132762312634","0.963597430406852","0"
2022,"Week 39","Local authority","E92000001","England","E12000008","South East","E06000060","Buckinghamshire","825",2022-09-30,"Special",4,862,1030,1036,6,118,101,17,6,1154,510,514,1024,6,77,9,0,0,0,0,0,15,2,18,0,0,0,4,2,0,13,2,0,20,3178,"89.7746967071057","10.2253032928943","8.75216637781629","1.47313691507799","6.67244367417678","0.779896013864818","0.173310225303293","1.1265164644714","0","0.173310225303293","0","0","0","0","0","1.2998266897747","0"
2022,"Week 39","Local authority","E92000001","England","E12000009","South West","E06000022","Bath and North East Somerset","800",2022-09-30,"Special",2,280,455,459,4,101,67,34,5,560,225,227,452,3,40,2,0,0,0,3,4,17,4,0,0,0,0,0,4,2,20,8,1,3,529,"81.9642857142857","18.0357142857143","11.9642857142857","6.07142857142857","7.14285714285714","0.357142857142857","0.714285714285714","3.57142857142857","0.357142857142857","1.42857142857143","0","0","0","0.535714285714286","0.714285714285714","3.03571428571429","0.178571428571429"
2022,"Week 39","Local authority","E92000001","England","E12000008","South East","E10000032","West Sussex","938",2022-09-30,"Special",7,992,1673,1699,26,271,236,35,8,1970,837,829,1666,7,152,14,0,0,0,10,0,54,26,6,0,0,0,0,4,1,25,5,6,14,2119,"86.243654822335","13.756345177665","11.9796954314721","1.77664974619289","7.71573604060914","0.710659898477157","0.203045685279188","1.26903553299492","0.050761421319797","0.253807106598985","0","0","0","0.50761421319797","0","2.74111675126904","0.304568527918782"
2022,"Week 39","Local authority","E92000001","England","E12000007","London","E09000024","Merton","315",2022-09-30,"Special",3,416,603,605,2,114,83,31,15,719,293,298,591,12,54,2,0,0,0,4,0,23,2,0,0,0,0,0,0,3,28,0,0,3,439,"84.144645340751","15.855354659249","11.5438108484006","4.3115438108484","7.51043115438109","0.278164116828929","0","3.89429763560501","0.417246175243394","0","0","0","0","0.556328233657858","0","3.19888734353268","0"
2022,"Week 39","Local authority","E92000001","England","E12000005","West Midlands","E08000031","Wolverhampton","336",2022-09-30,"Special",3,339,545,552,7,118,97,21,3,670,276,267,543,2,66,3,0,0,0,4,2,13,3,2,0,0,4,0,4,1,16,0,9,8,987,"82.3880597014925","17.6119402985075","14.4776119402985","3.13432835820895","9.85074626865672","0.447761194029851","0.597014925373134","2.38805970149254","0.149253731343284","0","0","0","0","0.597014925373134","0.298507462686567","1.94029850746269","1.34328358208955"
2022,"Week 39","Local authority","E92000001","England","E12000006","East of England","E10000029","Suffolk","935",2022-09-30,"Special",8,1003,1691,1692,1,281,219,62,22,1973,843,828,1671,20,146,9,0,0,0,9,6,49,1,6,0,0,0,0,12,2,41,7,0,12,1332,"85.7577293461733","14.2422706538267","11.0998479472884","3.14242270653827","7.39989863152559","0.456158134820071","0.608210846426761","2.07805372529143","0.10136847440446","0.354789660415611","0","0","0","0.456158134820071","0.304105423213381","2.48352762290928","0"
2022,"Week 39","Local authority","E92000001","England","E12000001","North East","E06000004","Stockton-on-Tees","808",2022-09-30,"Special",4,553,957,963,6,139,90,49,10,1102,472,477,949,8,58,5,0,0,0,10,0,17,6,0,0,0,0,0,10,2,27,10,0,4,652,"87.3865698729582","12.6134301270417","8.16696914700544","4.4464609800363","5.26315789473684","0.453720508166969","0.907441016333938","2.45009074410163","0.181488203266788","0.907441016333938","0","0","0","0.907441016333938","0","1.5426497277677","0"
2022,"Week 39","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000013","North Lincolnshire","813",2022-09-30,"Special",1,153,270,272,2,32,24,8,0,304,135,135,270,0,22,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,3,1,0,2,322,"89.4736842105263","10.5263157894737","7.89473684210526","2.63157894736842","7.23684210526316","0","1.31578947368421","0.986842105263158","0","0.328947368421053","0","0","0","0","0","0.657894736842105","0"
2022,"Week 39","Local authority","E92000001","England","E12000007","London","E09000004","Bexley","303",2022-09-30,"Special",2,203,63,64,1,6,2,4,2,70,31,32,63,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,7,658,"91.4285714285714","8.57142857142857","2.85714285714286","5.71428571428571","0","2.85714285714286","0","2.85714285714286","2.85714285714286","0","0","0","0","0","0","0","0"
2022,"Week 39","Local authority","E92000001","England","E12000001","North East","E06000003","Redcar and Cleveland","807",2022-09-30,"Special",1,123,221,221,0,25,23,2,0,246,111,110,221,0,16,2,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,3,435,"89.8373983739837","10.1626016260163","9.34959349593496","0.813008130081301","6.50406504065041","0.813008130081301","0.813008130081301","0","0","0","0","0","0","0","0","2.03252032520325","0"
2022,"Week 39","Local authority","E92000001","England","E12000007","London","E09000020","Kensington and Chelsea","207",2022-09-30,"Special",2,156,260,261,1,51,23,28,4,312,126,130,256,4,14,5,0,0,0,0,1,3,1,0,0,0,0,0,0,0,3,25,0,3,285,"83.6538461538462","16.3461538461538","7.37179487179487","8.97435897435897","4.48717948717949","1.6025641025641","0","0.961538461538462","0","8.01282051282051","0","0","0","0","0.32051282051282","0.961538461538462","0"
2022,"Week 39","Local authority","E92000001","England","E12000007","London","E09000022","Lambeth","208",2022-09-30,"Special",1,95,174,174,0,16,14,2,4,190,83,87,170,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,562,"91.5789473684211","8.42105263157895","7.36842105263158","1.05263157894737","7.36842105263158","0","0","1.05263157894737","0","0","0","0","0","0","0","0","0"
2022,"Week 39","Regional","E92000001","England","E12000006","East of England","","","z",2022-09-30,"Special",59,7816,13251,13445,194,1913,1559,354,98,15358,6654,6531,13185,66,990,138,0,0,0,62,34,326,126,8,0,41,20,7,48,32,220,54,9,110,14517,"87.5439510352911","12.4560489647089","10.1510613361115","2.30498762859747","6.44615184268785","0.898554499283761","0.312540695403047","1.43247818726397","0.208360463602032","0.351608282328428","0","0","0","0.403698398228936","0.221382992577158","2.1226722229457","0.0586013803880714"
2022,"Week 39","Regional","E92000001","England","E12000002","North West","","","z",2022-09-30,"Special",111,13505,22475,22806,331,3685,2806,879,171,26491,11271,11090,22361,114,1785,210,0,0,0,110,41,652,294,29,0,4,19,14,85,57,657,80,8,172,21939,"86.0896153410592","13.9103846589408","10.5922766222491","3.31810803669171","6.73813748065381","0.792722056547507","0.320863689554943","2.48008757691291","0.215167415348609","0.301989354875241","0","0","0","0.415235362953456","0.154769544373561","2.46121324223321","0.0301989354875241"
2022,"Week 39","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","z",2022-09-30,"Special",55,7496,12368,12515,147,1899,1506,393,65,14414,6252,6062,12314,54,1013,135,0,0,0,45,4,305,147,8,0,0,0,0,81,11,272,29,4,84,12326,"86.8253087276259","13.1746912723741","10.4481753850423","2.72651588733176","7.02788955182461","0.936589426946025","0.561953656167615","1.88705425280977","0.0763146940474539","0.201193284306924","0","0","0","0.312196475648675","0.0277507978354378","2.11599833495213","0.0277507978354378"
2022,"Week 39","Regional","E92000001","England","E12000009","South West","","","z",2022-09-30,"Special",52,6045,9592,9757,165,1756,1404,352,61,11513,4871,4673,9544,48,891,76,0,0,0,71,32,330,162,36,0,3,0,0,34,13,267,38,4,92,11809,"84.747676539564","15.252323460436","12.1949101016243","3.05741335881178","7.73907756449231","0.660123338834361","0.295318335794319","2.31911751932598","0.112915834274299","0.330061669417181","0","0","0","0.616694171805785","0.277946668982889","2.86632502388604","0.0347433336228611"
2022,"Week 39","Regional","E92000001","England","E12000001","North East","","","z",2022-09-30,"Special",31,4025,6820,6901,81,961,752,209,38,7862,3399,3394,6793,27,500,53,0,0,0,66,19,110,62,12,0,0,19,0,50,11,121,27,4,80,10950,"87.7766471635716","12.2233528364284","9.56499618417705","2.65835665225134","6.35970490969219","0.674128720427372","0.635970490969219","1.53904858814551","0.139913508013228","0.343424065123378","0","0","0","0.839481048079369","0.241668786568303","1.39913508013228","0.0508776392775375"
2022,"Week 39","Regional","E92000001","England","E12000005","West Midlands","","","z",2022-09-30,"Special",70,9078,15610,15705,95,2309,1815,494,109,18014,8276,7255,15531,79,1273,118,2,0,2,40,31,338,56,9,0,8,30,1,72,30,355,37,11,123,18149,"87.1821916287332","12.8178083712668","10.0754968357944","2.74231153547241","7.06672587987121","0.655046075274786","0.399689130676141","1.97068946375042","0.166537137781725","0.205395803264128","0.011102475852115","0","0.011102475852115","0.2220495170423","0.172088375707783","1.87631841900744","0.0610636171866326"
2022,"Week 39","Regional","E92000001","England","E12000007","London","","","z",2022-09-30,"Special",81,9370,15006,15286,280,2513,1952,561,196,17799,7399,7447,14846,160,1245,171,0,0,2,28,33,449,219,14,2,0,59,0,38,36,364,123,24,158,20536,"85.881229282544","14.118770717456","10.9669082532727","3.15186246418338","6.99477498735884","0.960728130793865","0.213495140176414","2.04505871116355","0.20225855385134","0.691050058992078","0","0","0.0112365863250744","0.157312208551042","0.185403674363728","2.52261362997921","0.134839035900893"
2022,"Week 39","Regional","E92000001","England","E12000008","South East","","","z",2022-09-30,"Special",93,13152,20862,21399,537,3398,2592,806,149,24797,10423,10314,20737,125,1634,191,0,0,0,107,52,583,449,32,1,10,65,12,54,24,576,152,25,192,26929,"86.2967294430778","13.7032705569222","10.4528773641973","3.25039319272493","6.58950679517684","0.770254466266081","0.217768278420777","2.32286163648828","0.0967859015203452","0.61297737629552","0","0","0","0.431503810944872","0.209702786627415","2.35109085776505","0.100818647417026"
2022,"Week 39","Regional","E92000001","England","E12000004","East Midlands","","","z",2022-09-30,"Special",53,6304,10242,10365,123,1700,1418,282,45,12065,5162,5045,10207,35,881,108,0,0,2,36,16,372,70,14,0,0,51,2,42,10,224,6,3,87,11219,"85.9096560298384","14.0903439701616","11.7530045586407","2.33733941152093","7.30211355159552","0.895151263986738","0.348114380439287","1.85661002900953","0.0828843762950684","0.049730625777041","0","0","0.0165768752590137","0.298383754662246","0.132615002072109","3.08329879817654","0.0248653128885205"
2022,"Week 39","National","E92000001","England","","","","","z",2022-09-30,"Special",605,76791,126226,128179,1953,20134,15804,4330,932,148313,63707,61811,125518,708,10212,1200,2,0,6,565,262,3465,1585,162,3,66,263,36,504,224,3056,546,92,1072,144922,"86.424655964076","13.575344035924","10.6558427110233","2.91950132490072","6.88543822861111","0.809099674337381","0.3398218632217","2.06050717064586","0.151031939209644","0.368140351823508","0.00134849945722897","0","0.00404549837168691","0.380951096667184","0.176653428896995","2.33627530964919","0.0620309750325325"
2022,"Week 39","National","E92000001","England","","","","","z",2022-09-26,"Total",14629,4858577,8816453,8885745,69292,650692,457459,193233,160723,9536437,4323147,4344738,8667885,148568,370143,26687,3392,66,1043,4547,8556,41393,21106,19502,1226,3557,42517,886,42356,12155,116482,22240,1632,21222,8292577,"93.1623858584178","6.83761414158219","4.80800714959155","2.02960699199064","3.88684970953603","0.2811022696521","0.443564332820511","1.22498307640008","0.127559230110112","0.233500352659938","0.035523381639339","0.000692693693227894","0.0109163502960501","0.048141929576852","0.0900627281909287","0.437547703322761","0.0171703836842558"
2022,"Week 39","National","E92000001","England","","","","","z",2022-09-27,"Total",14658,4867028,8884397,8969709,85312,613101,435721,177380,146356,9582810,4368469,4380189,8748658,135739,352734,26796,836,66,988,4045,9561,39215,22434,19603,1413,4907,55364,1194,39255,10617,107134,20374,1478,21222,8292577,"93.5864485508031","6.41355144919691","4.55907145341351","1.85447999578341","3.68763392411144","0.280844066855054","0.409148825275748","1.12143587357374","0.110938085605963","0.212957211327954","0.0087234165335327","0.000690067406813092","0.0102884953711345","0.0426337985831248","0.100147153146651","0.412597789747028","0.0154919675483295"
2022,"Week 39","National","E92000001","England","","","","","z",2022-09-28,"Total",14672,4865197,8921696,9013974,92278,575185,400929,174256,148076,9589159,4389272,4394648,8783920,137776,319255,26156,142,19,1060,4003,10016,38712,22927,19566,1195,5115,61786,1255,38717,10300,104950,20289,1556,21222,8292577,"93.983482167304","6.01651783269599","4.19481077160411","1.82170706109188","3.33718659816678","0.274059661768726","0.403117857233824","1.09890116595139","0.107576588151303","0.212111449755357","0.00147926427657171","0.000201380967876098","0.0110225825065624","0.0421330323667721","0.105034978520531","0.407306192905676","0.0162823727572834"
2022,"Week 39","National","E92000001","England","","","","","z",2022-09-29,"Total",14666,4862881,8863178,8961134,97956,584450,405049,179401,146318,9545584,4373577,4353855,8727432,135746,319179,26431,180,10,1085,4083,10279,40426,24559,19526,2131,6787,63295,1184,38917,10572,107841,22071,3366,21222,8292577,"93.8531300305328","6.14686996946717","4.26020183425731","1.88666813520986","3.35389184696857","0.278329376863475","0.406701478486273","1.13670735428679","0.110952427246903","0.232306875189893","0.00188733166383779","0.000105100444892477","0.0113191642872772","0.0430569683322799","0.108627739998298","0.427435214552299","0.0354434282011582"
2022,"Week 39","National","E92000001","England","","","","","z",2022-09-30,"Total",14580,4816744,8509056,8598326,89270,666708,459028,207680,126440,9265034,4209110,4182921,8392031,117025,366375,24403,255,13,1087,5018,10472,44690,21440,18550,1430,7167,58278,955,42607,9415,126637,29021,6713,21222,8292577,"92.7555300739378","7.24446992606218","4.98445563757954","2.26001428848264","3.97368012814359","0.265260214363805","0.457150144926527","1.38447115184463","0.102023807192221","0.316369184519257","0.00274445220449767","0.000140827857137043","0.0116212754120705","0.0541420590766214","0.115335243817966","0.488009597287628","0.0735002106089909"
2022,"Week 39","Regional","E92000001","England","E12000001","North East","","","z",2022-09-26,"Total",590,188592,341173,343593,2420,26827,16701,10126,6168,370420,166495,168822,335317,5856,13291,951,24,3,30,346,712,1266,982,1254,7,180,1245,6,2983,312,6260,571,78,1349,457970,"92.8928411118108","7.10715888818917","4.45748051394158","2.64967837424759","3.55685519808764","0.255073701019587","0.815465493996279","1.60051724233138","0.0846798791511847","0.14901575876874","0.00635828515757771","0.000739000053368309","0.00855034083332432","0.0975575158187516","0.177544664514135","0.334115067458539","0.0206867409986591"
2022,"Week 39","Regional","E92000001","England","E12000001","North East","","","z",2022-09-27,"Total",589,188285,341565,344483,2918,26606,17130,9476,6110,371089,166359,169384,335743,5822,13588,1034,2,0,28,327,772,1311,1038,1239,7,374,1497,2,2823,288,5916,449,68,1349,457970,"92.9919404936505","7.00805950634955","4.54578644714034","2.46227305920921","3.61248355486796","0.277680175775939","0.769713821117581","1.49893920568012","0.077077964436476","0.116542067975032","0.000490365656675232","0","0.00796508630212871","0.0921342821962914","0.191793071166108","0.345168853203064","0.0180710579721765"
2022,"Week 39","Regional","E92000001","England","E12000001","North East","","","z",2022-09-28,"Total",589,188247,341815,345631,3816,25583,16073,9510,5873,371214,166751,169449,336200,5615,12706,927,1,0,32,322,791,1208,1072,1249,11,304,2417,12,2830,258,5944,478,86,1349,457970,"93.2574599981947","6.74254000180526","4.26656677638028","2.47597322542498","3.38040964989936","0.248806843092945","0.772010028090204","1.51020919518583","0.0693968761056066","0.124357126043342","0.000245168931684023","0","0.00894447261580865","0.0905743673660137","0.19673575725776","0.317825078898361","0.0230254383183489"
2022,"Week 39","Regional","E92000001","England","E12000001","North East","","","z",2022-09-29,"Total",588,187986,341505,345086,3581,25803,15918,9885,5830,370889,166788,169168,335956,5549,12486,982,0,0,36,305,784,1249,1119,1247,3,474,1972,13,2809,281,6252,543,76,1349,457970,"93.1987563799452","6.80124362005477","4.22869675665988","2.57254686339489","3.32674176658584","0.261627652634572","0.767635759002701","1.58746645607751","0.0758107675977589","0.141633880716914","0","0","0.010120988857105","0.0860465630004583","0.195270090799132","0.32861069824846","0.020278996534312"
2022,"Week 39","Regional","E92000001","England","E12000001","North East","","","z",2022-09-30,"Total",586,187556,328450,331095,2645,29243,17419,11824,5134,360338,160877,162695,323572,4878,13915,920,2,2,37,339,797,1335,1012,1261,4,319,1302,8,3025,256,7720,823,72,1349,457970,"92.0737097626072","7.92629023739281","4.76907247576947","3.15721776162334","3.82309619304064","0.251399747631432","0.853635597515185","2.01107035701929","0.0701600735345226","0.222351733554336","0.000501337375827902","0.000501337375827902","0.0107664274819254","0.0979174819461414","0.203164629464247","0.361611625111672","0.0201136963417584"
2022,"Week 39","Regional","E92000001","England","E12000002","North West","","","z",2022-09-26,"Total",2244,710847,1282008,1290335,8327,91593,62506,29087,26350,1381928,626369,631205,1257574,24434,50921,3768,146,0,84,812,1214,5378,2689,3339,43,839,4719,37,7351,1916,16972,2848,183,3074,1119742,"93.4247574538247","6.57524254617532","4.49485115433547","2.08039139183985","3.66297350313099","0.271571450489917","0.53670314468577","1.20304226902479","0.13805112478185","0.202594853347435","0.0105274482323243","0","0.00620061840428052","0.0600316099688255","0.0846204965174726","0.385418161370849","0.013507866220821"
2022,"Week 39","Regional","E92000001","England","E12000002","North West","","","z",2022-09-27,"Total",2248,709083,1295151,1304612,9461,88314,61272,27042,25985,1392926,633395,637585,1270980,24171,50314,3749,52,1,68,710,1338,4912,3028,3405,54,1229,5091,59,6904,1814,15598,2726,127,3074,1119742,"93.731149868173","6.26885013182697","4.35719511243421","1.91165501939276","3.57871885088973","0.267610015193105","0.499780767989593","1.09153770208367","0.129331200882078","0.191005348437418","0.00369014287078142","6.83069037640495e-05","0.00498449386200183","0.0521434944766152","0.0923670679029624","0.348284863385322","0.0092535053246294"
2022,"Week 39","Regional","E92000001","England","E12000002","North West","","","z",2022-09-28,"Total",2252,710151,1303184,1314320,11136,82842,56682,26160,25477,1397162,638476,640979,1279455,23729,45568,3684,21,0,73,711,1400,5094,3193,3394,49,679,7165,50,6785,1748,15114,2513,121,3074,1119742,"94.1311462840948","5.86885371590515","4.02282965135554","1.84602406454961","3.23444203924543","0.262488837676364","0.489301647352207","1.05631118014318","0.124121701943488","0.17628953511074","0.00145772048491332","0","0.00529518972269771","0.0518978224662527","0.0967190392407198","0.36107080463286","0.00877428526377756"
2022,"Week 39","Regional","E92000001","England","E12000002","North West","","","z",2022-09-29,"Total",2252,709065,1294917,1306814,11897,82960,56229,26731,24584,1389774,636208,635865,1272073,22844,44737,3789,49,0,84,690,1459,5141,3143,3402,49,894,7766,45,6741,1740,15484,2766,270,3074,1119742,"94.0827663028541","5.91723369714587","4.01834050500588","1.89889319213999","3.19899970382286","0.271086277282076","0.488467942227245","1.09046668960337","0.124280660687214","0.195677899622161","0.00342771356221079","0","0.00613124289401753","0.0504808222342779","0.101753652333372","0.365952120212828","0.0198182189884259"
2022,"Week 39","Regional","E92000001","England","E12000002","North West","","","z",2022-09-30,"Total",2250,706171,1249673,1262074,12401,96574,64707,31867,21840,1358648,618275,611064,1229339,20334,52495,3609,30,2,100,829,1531,5918,2854,3275,61,1607,7832,47,7288,1506,19114,3959,192,3074,1119742,"92.9195215378519","7.08047846214809","4.74789665965623","2.33258180249186","3.85297634064467","0.265018638756975","0.538491388821748","1.39382260308062","0.110514554285301","0.289753256304192","0.0021850254834012","0.000144380543936348","0.00740495644374378","0.061491687064198","0.110960504898892","0.433403626098031","0.014239309450406"
2022,"Week 39","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","z",2022-09-26,"Total",1591,531654,966986,974818,7832,73667,46059,27608,16756,1048485,474329,477026,951355,15631,36680,2782,140,1,105,468,1416,4374,2632,2662,27,219,4922,32,7348,1125,17095,2040,93,2175,834434,"93.1115243933673","6.88847560663274","4.32955803989064","2.55891756674209","3.45235966291667","0.264190811739912","0.713696583103923","1.54897351263172","0.107488414137872","0.188759056868578","0.0127558398596653","8.66871898726826e-05","0.0104735162431342","0.0469700819937305","0.124769973348249","0.408502202421364","0.00944926417804526"
2022,"Week 39","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","z",2022-09-27,"Total",1597,532844,970214,980574,10360,70581,44798,25783,15703,1051155,476687,478854,955541,14673,35595,2729,80,0,103,410,1574,4226,2942,2664,14,404,6965,35,7059,1030,15840,1854,80,2175,834434,"93.4356228481578","6.56437715184218","4.18461975463424","2.37975739720794","3.32885692301461","0.257877516887151","0.682607718282802","1.42824840220223","0.0981058136705006","0.1707954630524","0.00712253723875896","0","0.0102575753864415","0.0409535751812866","0.138624379492623","0.392716577600181","0.00810848432109214"
2022,"Week 39","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","z",2022-09-28,"Total",1597,532763,973720,984834,11114,67245,41795,25450,15851,1052079,478615,480221,958836,14884,32764,2645,32,0,101,390,1676,4112,3370,2672,25,420,7263,36,6965,967,15637,1881,75,2175,834434,"93.7476514402785","6.2523485597215","3.90688098409126","2.34546757563024","3.06788412288214","0.250349265245923","0.672836190772946","1.40897709099937","0.0917986889039719","0.171855604953948","0.00317303541073015","0","0.0100600083406845","0.0389132923880593","0.147555266832149","0.381403998810856","0.0075419941807168"
2022,"Week 39","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","z",2022-09-29,"Total",1597,532289,964325,974864,10539,67950,42100,25850,16059,1042814,473591,475781,949372,14953,32637,2861,20,0,120,390,1681,4328,3052,2672,26,411,7014,36,6986,1106,15475,2283,63,2175,834434,"93.6078519736828","6.3921480263172","3.98170655234828","2.41044147396892","3.0935145073668","0.273423151312598","0.679901900499725","1.41460629501086","0.105891294807823","0.210041983650509","0.00187635666482867","0","0.0119879157385981","0.039031412126436","0.150703385420426","0.404780684219329","0.00638913949926021"
