"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","attendance_date","school_type","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_grt_absence","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_b_aea_education_off_site","reason_d_aea_dual_registration","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","reason_x_not_attending_covid_non_compulsory","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_grt_perc","auth_holiday_perc","auth_excluded_perc","auth_other_perc","covid_non_compulsory_perc"
2022,"Week 37","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000014","York","816",2022-09-12,"Primary",46,10524,20097,20169,72,764,567,197,107,20933,9979,10033,20012,85,406,47,0,0,4,18,4,69,70,53,0,0,2,0,108,22,57,10,19,50,13858,"96.3502603544642","3.64973964553576","2.70864185735442","0.94109778818134","1.93952132995748","0.22452586824631","0.515931782353222","0.272297329575312","0.105097214923805","0.0477714613290021","0","0","0.0191085845316008","0.0859886303922037","0.0191085845316008","0.329623083170114","0.0907657765251039"
2022,"Week 37","Local authority","E92000001","England","E12000004","East Midlands","E10000019","Lincolnshire","925",2022-09-12,"Primary",210,36523,69488,69770,282,2881,1973,908,405,72651,36154,32978,69132,356,1540,166,2,2,6,30,12,205,17,32,0,104,161,0,431,49,385,43,10,280,56826,"96.034466146371","3.96553385362899","2.71572311461645","1.24981073901254","2.11972305955871","0.228489628497887","0.593247167967406","0.529930764889678","0.0674457337132318","0.0591870724422238","0.00275288709033599","0.00275288709033599","0.00825866127100797","0.0412933063550398","0.0165173225420159","0.282170926759439","0.0137644354516799"
2022,"Week 37","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000017","Doncaster","371",2022-09-12,"Primary",79,17698,32842,32929,87,1738,934,804,322,34667,16161,16402,32563,279,684,76,0,0,14,36,3,111,20,24,0,0,67,0,433,43,234,94,10,98,28393,"94.9865866674359","5.01341333256411","2.69420486341477","2.31920846914934","1.97305795136585","0.219228661262872","1.24902645166873","0.674993509677792","0.124037268872415","0.271151238930395","0","0","0.0403842270747397","0.103845155335045","0.00865376294458707","0.320189228949722","0.0288458764819569"
2022,"Week 37","Local authority","E92000001","England","E12000009","South West","E10000027","Somerset","933",2022-09-12,"Primary",93,15855,29256,29395,139,1431,1015,416,194,30826,14506,14619,29125,131,815,59,0,0,2,28,5,91,23,14,0,2,114,0,122,63,170,61,15,216,38804,"95.3578148316356","4.64218516836437","3.29267501459807","1.3495101537663","2.64387205605658","0.19139687276974","0.395769804710309","0.551482514760267","0.20437293194057","0.197884902355155","0","0","0.00648802958541491","0.0908324141958087","0.0162200739635373","0.295205346136378","0.0486602218906118"
2022,"Week 37","Local authority","E92000001","England","E12000001","North East","E06000002","Middlesbrough","806",2022-09-12,"Primary",34,9764,18188,18225,37,1132,534,598,262,19357,8862,9081,17943,245,461,27,2,0,0,2,0,41,10,22,0,0,27,0,270,17,285,26,1,41,15910,"94.151986361523","5.84801363847704","2.75869194606602","3.08932169241101","2.38156739164127","0.139484424239293","1.39484424239293","1.47233558919254","0.0878235263728884","0.134318334452653","0.010332179573281","0","0","0.010332179573281","0","0.21180968125226","0.00516608978664049"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000023","Lewisham","209",2022-09-12,"Primary",56,15460,28875,29013,138,1598,1121,477,443,30611,14095,14378,28473,402,678,94,2,0,0,23,2,287,76,19,51,0,11,0,113,41,263,60,35,64,23362,"94.7796543726112","5.22034562738885","3.66208225801183","1.55826336937702","2.21489007219627","0.307079154552285","0.369148345366045","0.859168272843096","0.133938780177061","0.19600797099082","0.00653359903302734","0","0","0.0751363888798144","0.00653359903302734","0.937571461239424","0.114337983077978"
2022,"Week 37","Local authority","E92000001","England","E12000005","West Midlands","E08000031","Wolverhampton","336",2022-09-12,"Primary",51,15452,28378,28439,61,1316,690,626,446,29755,13801,14148,27949,429,454,37,0,0,0,26,2,155,6,11,0,0,55,0,277,17,245,87,16,71,26653,"95.577213913628","4.42278608637204","2.31893799361452","2.10384809275752","1.52579398420434","0.124348848932952","0.930935977146698","0.823391026718199","0.0571332549151403","0.292387833977483","0","0","0","0.0873802722231558","0.00672155940178121","0.520920853638044","0.0537724752142497"
2022,"Week 37","Local authority","E92000001","England","E12000004","East Midlands","E06000015","Derby","831",2022-09-12,"Primary",64,18114,34199,34305,106,1666,994,672,314,35971,16862,17058,33920,279,764,80,0,0,0,14,2,112,5,6,0,0,101,0,352,35,272,13,22,73,24571,"95.368491284646","4.63150871535403","2.76333713269022","1.86817158266381","2.12393316838564","0.222401378888549","0.978566067109616","0.756164688221067","0.0973006032637402","0.0361402240693892","0","0","0","0.0389202413054961","0.00556003447221373","0.311361930443969","0.061160379194351"
2022,"Week 37","Local authority","E92000001","England","E12000008","South East","E06000046","Isle of Wight","921",2022-09-12,"Primary",31,6205,11448,11461,13,512,308,204,50,11973,5688,5718,11406,42,241,20,0,0,0,8,2,32,13,14,0,0,0,0,58,8,117,21,5,38,8813,"95.7237116846237","4.27628831537626","2.57245468971853","1.70383362565773","2.01286227344859","0.167042512319385","0.484423285726217","0.977198697068404","0.0668170049277541","0.175394637935355","0","0","0","0.0668170049277541","0.0167042512319385","0.267268019711016","0.0417606280798463"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E06000008","Blackburn with Darwen","889",2022-09-12,"Primary",41,9969,18593,18636,43,878,584,294,324,19514,9870,8418,18288,305,459,31,0,0,0,21,1,72,43,14,0,0,0,0,154,19,90,31,0,55,15355,"95.5006661883776","4.49933381162242","2.99272317310649","1.50661063851594","2.35215742543815","0.158860305421749","0.789177001127396","0.461207338321205","0.0973659936455878","0.158860305421749","0","0","0","0.107615045608281","0.00512452598134673","0.368965870656964","0"
2022,"Week 37","Local authority","E92000001","England","E12000008","South East","E10000014","Hampshire","850",2022-09-12,"Primary",264,60966,114081,114535,454,4592,3637,955,610,119127,56856,56709,113565,516,2840,267,4,0,17,102,12,320,58,9,0,2,394,0,323,94,315,223,75,423,106090,"96.1452903204143","3.85470967958565","3.05304423010736","0.801665449478288","2.38401034190402","0.224130549749427","0.27113920437852","0.26442368228865","0.0789073845559781","0.187195178255139","0.00335776104493524","0","0.0142704844409748","0.0856229066458485","0.0100732831348057","0.268620883594819","0.0629580195925357"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000011","Greenwich","203",2022-09-12,"Primary",40,12446,23202,23272,70,1195,578,617,344,24467,11272,11601,22873,329,406,53,0,0,0,12,0,86,46,4,23,0,1,0,128,15,399,75,21,63,25494,"95.1158703559897","4.8841296440103","2.36236563534557","2.52176400866473","1.65937793763028","0.216618302202967","0.523153635509053","1.63076797318838","0.0613070666612171","0.306535333306086","0","0","0","0.0490456533289737","0","0.351493848857645","0.085829893325704"
2022,"Week 37","Local authority","E92000001","England","E12000006","East of England","E06000031","Peterborough","874",2022-09-12,"Primary",51,15948,30065,30382,317,1376,883,493,227,31758,14892,15001,29893,172,658,68,0,0,0,36,3,107,14,16,0,24,279,0,204,55,183,51,11,58,21014,"95.6672334529882","4.33276654701178","2.78040178852573","1.55236475848605","2.07191888657976","0.214119277032559","0.642357831097676","0.576232760249386","0.17318470936457","0.160589457774419","0","0","0","0.113357264311355","0.00944643869261289","0.336922980036526","0.0346369418729139"
2022,"Week 37","Local authority","E92000001","England","E12000009","South West","E06000052","Cornwall","908",2022-09-12,"Primary",209,33221,61250,61485,235,2369,1723,646,308,63854,30522,30461,60983,267,1306,131,0,0,0,37,7,235,39,101,0,6,190,0,293,41,188,124,7,234,42986,"96.2899740031948","3.71002599680521","2.69834309518589","1.01168290161932","2.0452908196824","0.20515551100949","0.458859272715883","0.294421649387666","0.0642089767281611","0.194193002787609","0","0","0","0.0579446863156576","0.0109625082218812","0.368027061734582","0.0109625082218812"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E06000009","Blackpool","890",2022-09-12,"Primary",24,7912,14952,14983,31,695,361,334,207,15678,7674,7096,14770,182,275,27,0,0,8,16,0,34,0,14,0,0,31,0,122,25,174,13,1,31,11619,"95.5670366118127","4.43296338818727","2.30258961602245","2.13037377216482","1.75405026151295","0.172215843857635","0.778160479653017","1.10983543819365","0.159459114682995","0.0829187396351575","0","0","0.0510269166985585","0.102053833397117","0","0.216864395968874","0.00637836458731981"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E08000010","Wigan","359",2022-09-12,"Primary",61,13311,24141,24211,70,965,520,445,215,25176,11904,12045,23949,192,414,28,0,0,2,8,0,66,9,7,0,34,27,0,242,23,126,54,2,99,27195,"96.1669844296155","3.83301557038449","2.06545916746107","1.76755640292342","1.64442326024786","0.111217032094058","0.9612329202415","0.50047664442326","0.0913568477915475","0.214489990467112","0","0","0.00794407372100413","0.0317762948840165","0","0.262154432793136","0.00794407372100413"
2022,"Week 37","Local authority","E92000001","England","E12000001","North East","E08000021","Newcastle upon Tyne","391",2022-09-12,"Primary",54,13384,24831,24836,5,1107,616,491,256,25943,12173,12416,24589,242,429,45,0,0,0,6,0,125,5,14,0,0,0,0,238,14,220,19,11,72,21891,"95.7329530123733","4.26704698762672","2.37443626411749","1.89261072350923","1.65362525536754","0.173457194618972","0.91739582931812","0.848012951470532","0.0539644605481247","0.073237482172455","0","0","0","0.0231276259491963","0","0.481825540608257","0.0424006475735266"
2022,"Week 37","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000012","North East Lincolnshire","812",2022-09-12,"Primary",39,9352,17690,17739,49,841,454,387,150,18580,8733,8824,17557,133,325,40,0,0,0,33,2,52,2,28,0,0,47,0,197,17,170,3,2,47,14528,"95.4736275565124","4.52637244348762","2.44348762109795","2.08288482238967","1.7491926803014","0.215285252960172","1.06027987082885","0.914962325080732","0.0914962325080732","0.0161463939720129","0","0","0","0.177610333692142","0.0107642626480086","0.279870828848224","0.0107642626480086"
2022,"Week 37","Local authority","E92000001","England","E12000008","South East","E06000038","Reading","870",2022-09-12,"Primary",22,7984,14590,14660,70,852,520,332,132,15512,7178,7293,14471,119,405,19,0,0,0,16,2,76,6,0,0,0,64,0,93,13,210,16,2,40,14037,"94.5074780814853","5.4925219185147","3.35224342444559","2.14027849406911","2.61088189788551","0.122485817431666","0.599535843218154","1.35379061371841","0.0838060856111398","0.103145951521403","0","0","0","0.103145951521403","0.0128932439401753","0.489943269726663","0.0128932439401753"
2022,"Week 37","Local authority","E92000001","England","E12000005","West Midlands","E08000026","Coventry","331",2022-09-12,"Primary",67,20687,37930,38130,200,2108,1102,1006,542,40238,18465,18983,37448,482,798,77,2,0,0,23,0,173,100,6,0,0,100,0,395,60,446,105,29,85,32907,"94.7611710323575","5.23882896764253","2.73870470699339","2.50012426064914","1.98319996023659","0.191361399671952","0.981659128187286","1.10840499030767","0.149112778965157","0.260947363189025","0.00497042596550524","0","0","0.0571598986033103","0","0.429941846016204","0.072071176499826"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E08000012","Liverpool","341",2022-09-12,"Primary",97,27760,50875,51124,249,2414,1147,1267,835,53538,24652,25427,50079,796,928,104,0,0,0,14,0,90,131,26,0,0,118,0,570,39,530,128,11,116,40347,"95.491053083791","4.50894691620905","2.14240352646718","2.36654338974187","1.73334827599088","0.194254548171392","1.06466435055475","0.989951062796518","0.0728454555642721","0.239082520826329","0","0","0","0.0261496507153797","0","0.168104897456013","0.0205461541335126"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E06000050","Cheshire West and Chester","896",2022-09-12,"Primary",107,20498,36744,36847,103,1543,1085,458,267,38390,18233,18300,36533,211,826,77,2,0,12,19,2,84,12,14,0,15,76,0,202,56,133,67,63,129,28331,"95.9807241469133","4.01927585308674","2.82625683771816","1.19301901536859","2.15160197968221","0.200573065902579","0.526178692367804","0.346444386559","0.145871320656421","0.174524615785361","0.00520969002344361","0","0.0312581401406616","0.0494920552227142","0.00520969002344361","0.218806980984631","0.164105235738474"
2022,"Week 37","Local authority","E92000001","England","E12000009","South West","E06000025","South Gloucestershire","803",2022-09-12,"Primary",59,13674,25615,25942,327,1136,826,310,173,27078,12681,12793,25474,141,638,52,0,0,6,2,10,96,6,9,0,27,294,0,116,32,109,53,22,93,23152,"95.8047123125785","4.19528768742152","3.05044685722727","1.14484083019425","2.3561562892385","0.192037816677746","0.428392052588818","0.402540808036044","0.118177117955536","0.195730851613856","0","0","0.022158209616663","0.00738606987222099","0.036930349361105","0.354531353866608","0.0812467685944309"
2022,"Week 37","Local authority","E92000001","England","E12000004","East Midlands","E10000007","Derbyshire","830",2022-09-12,"Primary",206,29755,56712,56864,152,2307,1684,623,346,59171,28129,28302,56431,281,1246,129,0,0,14,72,10,190,26,17,0,0,126,0,336,65,186,36,23,353,60952,"96.1011306214193","3.89886937858072","2.84598874448632","1.0528806340944","2.10576126818881","0.218012201923239","0.567845735241926","0.314343174866066","0.109851109496206","0.0608406144902063","0","0","0.0236602389684136","0.121681228980413","0.016900170691724","0.321103243142756","0.0388703925909652"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E08000011","Knowsley","340",2022-09-12,"Primary",36,8554,15951,15957,6,709,427,282,249,16666,7750,7960,15710,241,346,37,0,0,2,6,0,21,6,36,0,0,0,0,166,8,86,22,15,50,14844,"95.7458298331933","4.25417016680667","2.56210248409936","1.69206768270731","2.07608304332173","0.222008880355214","0.996039841593664","0.516020640825633","0.0480019200768031","0.132005280211208","0","0","0.0120004800192008","0.0360014400576023","0","0.126005040201608","0.0900036001440058"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E06000049","Cheshire East","895",2022-09-12,"Primary",102,22009,40538,40622,84,1493,1140,353,241,42115,20083,20253,40336,202,891,105,2,2,5,38,0,93,22,14,2,1,59,0,124,39,156,34,4,124,30832,"96.4549447940164","3.54505520598362","2.70687403537932","0.838181170604298","2.11563575923068","0.249317345363885","0.294431912620207","0.370414341683486","0.0926035854208714","0.0807313308797341","0.00474890181645494","0.00474890181645494","0.0118722545411374","0.090229134512644","0","0.220823934465155","0.00949780363290989"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000001","City of London","201",2022-09-12,"Primary",1,206,386,386,0,24,22,2,7,410,186,193,379,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,1,277,"94.1463414634146","5.85365853658537","5.36585365853659","0.48780487804878","1.46341463414634","0","0","0.48780487804878","0","0","0","0","0","0","0","0","3.90243902439024"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E10000017","Lancashire","888",2022-09-12,"Primary",300,55614,99936,100242,306,4393,2931,1462,1019,104635,49543,49472,99015,921,2283,237,2,0,18,62,14,284,21,76,0,3,282,0,710,98,519,135,31,481,99581,"95.8015960242749","4.19840397572514","2.80116595785349","1.39723801787165","2.18187031108138","0.226501648587949","0.678549242605247","0.496009939312849","0.093658909542696","0.129019926410857","0.00191140631719788","0","0.0172026568547809","0.0592535958331342","0.0133798442203851","0.271419697042099","0.0296267979165671"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000003","Barnet","302",2022-09-12,"Primary",70,19512,36898,36919,21,1514,1087,427,382,38433,18164,18389,36553,345,776,116,0,0,0,6,4,167,14,12,5,0,2,0,114,37,218,58,18,90,30848,"96.0606770223506","3.93932297764942","2.82829859755939","1.11102438009003","2.01909817084277","0.301823953373403","0.296620092108344","0.567220877891395","0.0962714334035855","0.150911976686702","0","0","0","0.015611583795176","0.0104077225301173","0.434522415632399","0.0468347513855281"
2022,"Week 37","Local authority","E92000001","England","E12000009","South West","E10000013","Gloucestershire","916",2022-09-12,"Primary",154,26199,46450,46537,87,1906,1484,422,213,48443,23196,23077,46273,177,1088,117,0,0,34,30,12,167,22,28,0,3,62,0,184,36,136,66,36,244,47633,"96.0654790165762","3.93452098342382","3.06339409202568","0.871126891398138","2.24593852568999","0.241520962781","0.379827838903454","0.280742315711248","0.074314142394154","0.136242594389282","0","0","0.0701855789278121","0.0619284519951283","0.0247713807980513","0.344735049439548","0.074314142394154"
2022,"Week 37","Local authority","E92000001","England","E12000009","South West","E06000058","Bournemouth, Christchurch and Poole","839",2022-09-12,"Primary",63,21768,41326,41388,62,1637,1193,444,329,43025,20384,20657,41041,285,963,87,0,0,8,11,2,103,32,16,2,0,28,0,144,44,218,38,19,66,26983,"96.1952353282975","3.8047646717025","2.77280650784428","1.03195816385822","2.23823358512493","0.202208018593841","0.334689134224288","0.506682161533992","0.10226612434631","0.0883207437536316","0","0","0.0185938407902382","0.0255665310865776","0.00464846019755956","0.239395700174317","0.0441603718768158"
2022,"Week 37","Local authority","E92000001","England","E12000006","East of England","E06000056","Central Bedfordshire","823",2022-09-12,"Primary",64,11415,21321,21334,13,950,716,234,100,22284,10602,10648,21250,71,501,67,0,0,4,12,2,118,13,88,0,0,0,0,76,29,107,22,12,96,23141,"95.7368515526835","4.26314844731646","3.2130676718722","1.05008077544426","2.24824986537426","0.300664153652845","0.341051875785317","0.480165140908275","0.130138215760187","0.0987255429904865","0","0","0.017950098725543","0.053850296176629","0.0089750493627715","0.529527912403518","0.053850296176629"
2022,"Week 37","Local authority","E92000001","England","E12000004","East Midlands","E10000018","Leicestershire","855",2022-09-12,"Primary",152,32721,57567,58126,559,2791,2116,675,350,60917,28565,28692,57257,310,1714,146,0,0,26,41,0,184,38,20,7,0,513,1,252,40,278,105,5,227,54381,"95.4183561239063","4.5816438760937","3.47357880394635","1.10806507214735","2.81366449431193","0.23967037116076","0.41367762693501","0.456358651936241","0.0656631153865095","0.172365677889587","0","0","0.0426810250012312","0.0673046932711723","0","0.302050330777944","0.00820788942331369"
2022,"Week 37","Local authority","E92000001","England","E12000008","South East","E06000036","Bracknell Forest","867",2022-09-12,"Primary",13,3845,6926,6934,8,274,216,58,46,7208,3421,3464,6885,41,174,12,0,0,0,0,0,22,6,6,0,0,2,0,18,5,32,3,8,29,10336,"96.1986681465039","3.80133185349612","2.99667036625971","0.804661487236404","2.41398446170921","0.166481687014428","0.249722530521643","0.443951165371809","0.0693673695893452","0.0416204217536071","0","0","0","0","0","0.305216426193119","0.110987791342952"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E08000008","Tameside","357",2022-09-12,"Primary",48,10896,20240,20262,22,780,422,358,242,21042,9978,10053,20031,209,324,27,0,0,2,4,3,60,22,2,0,0,0,0,170,33,136,19,2,76,22091,"96.293128029655","3.70687197034502","2.0055127839559","1.70135918638913","1.53977758768178","0.128314798973482","0.807907993536736","0.646326394829389","0.156829198745366","0.0902955992776352","0","0","0.0095047999239616","0.0190095998479232","0.0142571998859424","0.285143997718848","0.0095047999239616"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E06000006","Halton","876",2022-09-12,"Primary",33,6425,12060,12067,7,520,338,182,116,12587,5922,6031,11953,107,276,18,0,0,2,18,0,24,7,20,0,0,0,0,91,9,81,1,0,49,10367,"95.8687534758084","4.13124652419163","2.68531024072456","1.44593628346707","2.19273853976325","0.143004687375864","0.722968141733535","0.643521093191388","0.071502343687932","0.00794470485421467","0","0","0.0158894097084293","0.143004687375864","0","0.190672916501152","0"
2022,"Week 37","Local authority","E92000001","England","E12000001","North East","E06000001","Hartlepool","805",2022-09-12,"Primary",12,2819,5320,5322,2,284,157,127,43,5606,2621,2658,5279,41,123,13,0,0,0,2,0,17,2,10,0,0,0,0,79,2,34,12,2,30,8392,"94.9339992864788","5.06600071352123","2.80057081698181","2.26542989653942","2.19407777381377","0.231894398858366","1.40920442383161","0.606493043168034","0.0356760613628255","0.214056368176953","0","0","0","0.0356760613628255","0","0.303246521584017","0.0356760613628255"
2022,"Week 37","Local authority","E92000001","England","E12000004","East Midlands","E06000016","Leicester","856",2022-09-12,"Primary",57,18979,35207,35335,128,2232,1406,826,357,37567,17361,17530,34891,316,1197,66,0,0,2,2,3,128,12,22,0,0,116,0,252,41,367,166,8,82,34937,"94.0586152740437","5.94138472595629","3.74264647163734","2.19873825431895","3.18630713125882","0.175686107487955","0.670801501317646","0.97692123406181","0.109138339500093","0.441877179439402","0","0","0.00532382143902894","0.00532382143902894","0.0079857321585434","0.340724572097852","0.0212952857561157"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E08000001","Bolton","350",2022-09-12,"Primary",78,20115,37946,38000,54,1760,960,800,347,39760,18692,18951,37643,303,761,83,0,0,2,24,2,83,26,14,0,0,28,0,466,44,246,44,5,97,30293,"95.5734406438632","4.42655935613682","2.41448692152917","2.01207243460765","1.91398390342052","0.208752515090543","1.17203219315895","0.618712273641851","0.110663983903421","0.110663983903421","0","0","0.00503018108651911","0.0603621730382294","0.00503018108651911","0.208752515090543","0.0125754527162978"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E08000009","Trafford","358",2022-09-12,"Primary",41,12337,20594,20603,9,712,492,220,231,21315,10073,10303,20376,218,382,38,0,0,0,10,2,58,9,2,0,0,0,0,84,13,87,36,2,64,23094,"96.659629368989","3.34037063101102","2.3082336382829","1.03213699272813","1.79216514191884","0.178278207834858","0.394088669950739","0.408163265306122","0.060989913206662","0.168895144264602","0","0","0","0.0469153178512784","0.00938306357025569","0.272108843537415","0.00938306357025569"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000016","Havering","311",2022-09-12,"Primary",31,9894,18359,18459,100,839,521,318,148,19298,9058,9171,18229,130,405,42,0,0,4,2,4,59,3,0,0,0,96,1,111,18,94,95,5,59,24414,"95.6523992123536","4.34760078764639","2.69976163332988","1.64783915431651","2.09866307389367","0.217639133588973","0.575189138770857","0.487097108508654","0.0932739143952741","0.492278992641725","0","0","0.0207275365322831","0.0103637682661416","0.0207275365322831","0.305731163851176","0.0259094206653539"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000021","Kingston upon Thames","314",2022-09-12,"Primary",20,6772,12604,12610,6,580,381,199,121,13190,6195,6298,12493,111,317,19,0,0,0,2,0,29,6,0,0,0,0,0,44,10,143,2,14,35,14179,"95.6027293404094","4.3972706595906","2.88855193328279","1.50871872630781","2.40333586050038","0.144048521607278","0.333586050037907","1.0841546626232","0.0758150113722517","0.0151630022744503","0","0","0","0.0151630022744503","0","0.21986353297953","0.106141015921152"
2022,"Week 37","Local authority","E92000001","England","E12000008","South East","E10000030","Surrey","936",2022-09-12,"Primary",255,65750,123109,123355,246,5236,3894,1342,856,128591,60855,61490,122345,764,3186,233,2,0,64,18,10,339,42,19,7,2,195,0,331,92,737,182,42,298,90726,"95.928175377748","4.07182462225195","3.02820570646468","1.04361891578726","2.47762285074383","0.18119464037141","0.257405261643505","0.573134978342186","0.0715446648676813","0.141534010933891","0.00155531880147133","0","0.0497702016470826","0.013997869213242","0.00777659400735666","0.263626536849391","0.032661694830898"
2022,"Week 37","Local authority","E92000001","England","E12000009","South West","E06000027","Torbay","880",2022-09-12,"Primary",25,7262,13366,13473,107,592,430,162,110,14065,6605,6666,13271,95,340,27,0,0,0,0,2,57,107,2,0,0,0,0,36,15,97,14,4,31,9973,"95.7909704941344","4.20902950586562","3.05723426946321","1.15179523640242","2.41734802701742","0.191965872733736","0.255954496978315","0.689655172413793","0.106647707074298","0.0995378599360114","0","0","0","0","0.0142196942765731","0.405261286882332","0.0284393885531461"
2022,"Week 37","Local authority","E92000001","England","E12000009","South West","E10000008","Devon","878",2022-09-12,"Primary",179,29451,55058,55202,144,2229,1698,531,345,57431,27318,27464,54782,276,1384,113,0,0,10,45,4,130,108,47,0,8,28,0,141,69,222,99,12,310,57804,"96.1188208458846","3.88117915411537","2.95659138792638","0.924587766188992","2.40984833974683","0.196757848548693","0.245512005711201","0.386550817502742","0.120144173007609","0.172380769967439","0","0","0.01741219898661","0.0783548954397451","0.00696487959464401","0.22635858682593","0.020894638783932"
2022,"Week 37","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000016","Barnsley","370",2022-09-12,"Primary",54,12185,22882,23043,161,1091,666,425,186,24134,11277,11443,22720,162,519,70,0,0,14,6,3,51,9,8,0,0,152,0,275,24,100,26,3,77,21360,"95.4794066462252","4.52059335377476","2.75959227645645","1.76100107731831","2.15049308030165","0.290047236264192","1.13947128532361","0.414353194663131","0.0994447667191514","0.107731830612414","0","0","0.0580094472528383","0.0248611916797879","0.0124305958398939","0.211320129278197","0.0124305958398939"
2022,"Week 37","Local authority","E92000001","England","E12000006","East of England","E10000029","Suffolk","935",2022-09-12,"Primary",206,40190,74229,74425,196,3510,2403,1107,453,77935,36896,36985,73881,348,1857,179,0,0,8,67,16,260,33,81,0,5,158,0,435,105,446,121,16,252,57005,"95.4962468723937","4.50375312760634","3.08333867966895","1.42041444793738","2.38275485981908","0.229678578302432","0.558157438891384","0.572271764932315","0.134727657663437","0.155257586450247","0","0","0.0102649643934048","0.0859690767947649","0.0205299287868095","0.333611342785655","0.0205299287868095"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000002","Barking and Dagenham","301",2022-09-12,"Primary",27,11231,20913,21002,89,1058,650,408,291,22060,10180,10449,20629,284,451,30,0,0,3,8,0,148,24,22,1,0,64,0,180,7,174,47,10,43,24594,"95.2039891205802","4.79601087941976","2.94650951949229","1.84950135992747","2.04442429737081","0.13599274705349","0.815956482320943","0.788757932910245","0.0317316409791478","0.213055303717135","0","0","0.013599274705349","0.0362647325475975","0","0.670897552130553","0.0453309156844968"
2022,"Week 37","Local authority","E92000001","England","E12000004","East Midlands","E06000017","Rutland","857",2022-09-12,"Primary",7,1160,1797,1799,2,79,64,15,14,1878,890,904,1794,3,55,1,0,0,6,0,0,2,2,2,0,0,0,0,0,11,4,0,0,17,2813,"95.7933972310969","4.20660276890309","3.40788072417465","0.798722044728434","2.92864749733759","0.053248136315229","0","0.212992545260916","0.585729499467519","0","0","0","0.319488817891374","0","0","0.106496272630458","0"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000025","Newham","316",2022-09-12,"Primary",49,19367,34999,35191,192,2420,858,1562,398,37611,17152,17478,34630,369,670,67,0,0,0,4,2,102,32,12,2,0,158,0,506,29,902,125,13,68,34195,"93.565712158677","6.43428784132302","2.28124750737816","4.15304033394486","1.78139374119274","0.178139374119274","1.34535109409481","2.39823455903858","0.0771051022307304","0.332349578580734","0","0","0","0.0106351865145835","0.00531759325729175","0.271197256121879","0.0345643561723964"
2022,"Week 37","Local authority","E92000001","England","E12000005","West Midlands","E08000025","Birmingham","330",2022-09-12,"Primary",204,63182,117727,117804,77,6507,3131,3376,1558,124311,60173,56141,116314,1413,2313,239,2,0,0,30,7,499,24,20,0,0,53,0,1525,145,1187,519,41,295,111358,"94.7655476989164","5.23445230108357","2.51868298058901","2.71576932049457","1.86065593551657","0.192259735662974","1.22676191165705","0.954863205991425","0.116642935862474","0.417501266983614","0.00160886808086171","0","0","0.0241330212129256","0.00563103828301598","0.401412586174997","0.032981795657665"
