time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,phase,total_num_schools
2022,August,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Special,3
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Secondary,19
2022,August,Local authority,E92000001,England,E12000009,South West,E10000008,878,Devon,Independent school,40
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,PRU/Academy/Free school AP,1
2022,August,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Secondary,31
2022,August,Local authority,E92000001,England,E12000007,London,E09000026,317,Redbridge,Primary,52
2022,August,Local authority,E92000001,England,E12000002,North West,E08000005,354,Rochdale,16_plus,1
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,PRU/Academy/Free school AP,8
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,383,Leeds,Secondary,45
2022,August,Local authority,E92000001,England,E12000009,South West,E06000054,865,Wiltshire,Secondary,29
2022,August,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Special,7
2022,August,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Secondary,16
2022,August,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Special,3
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000031,336,Wolverhampton,Secondary,19
2022,August,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,Secondary,5
2022,August,Local authority,E92000001,England,E12000007,London,E09000031,320,Waltham Forest,Secondary,17
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,Secondary,37
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E10000007,830,Derbyshire,Independent school,26
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,810,"Kingston upon Hull, City of",Primary,71
2022,August,Local authority,E92000001,England,E12000002,North West,E10000006,909,Cumbria,Secondary,39
2022,August,Local authority,E92000001,England,E12000007,London,E09000017,312,Hillingdon,Secondary,22
2022,August,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Special,4
2022,August,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Special,5
2022,August,Local authority,E92000001,England,E12000007,London,E09000033,213,Westminster,16_plus,1
2022,August,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,Secondary,23
2022,August,Local authority,E92000001,England,E12000007,London,E09000033,213,Westminster,Independent school,33
2022,August,Local authority,E92000001,England,E12000006,East of England,E06000055,822,Bedford,Independent school,10
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E06000062,941,West Northamptonshire,Primary,148
2022,August,Local authority,E92000001,England,E12000007,London,E09000017,312,Hillingdon,Primary,67
2022,August,Local authority,E92000001,England,E12000002,North West,E08000004,353,Oldham,Independent school,11
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E06000016,856,Leicester,Secondary,21
2022,August,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Independent school,9
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Primary,252
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,PRU/Academy/Free school AP,3
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E06000051,893,Shropshire,Independent school,29
2022,August,Local authority,E92000001,England,E12000009,South West,E06000059,838,Dorset,Special,6
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Special,5
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Primary,78
2022,August,Local authority,E92000001,England,E12000007,London,E09000027,318,Richmond upon Thames,Primary,45
2022,August,Local authority,E92000001,England,E12000007,London,E09000011,203,Greenwich,Independent school,14
2022,August,Local authority,E92000001,England,E12000007,London,E09000025,316,Newham,Primary,68
2022,August,Local authority,E92000001,England,E12000007,London,E09000027,318,Richmond upon Thames,Secondary,11
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E06000019,884,"Herefordshire, County of",Primary,77
2022,August,Local authority,E92000001,England,E12000007,London,E09000025,316,Newham,Special,2
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Primary,85
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000025,330,Birmingham,Secondary,88
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Secondary,52
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,372,Rotherham,Secondary,16
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E10000018,855,Leicestershire,Independent school,33
2022,August,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,PRU/Academy/Free school AP,2
2022,August,Local authority,E92000001,England,E12000002,North West,E08000010,359,Wigan,PRU/Academy/Free school AP,1
2022,August,Local authority,E92000001,England,E12000006,East of England,E06000055,822,Bedford,Primary,54
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Special,7
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Primary,98
2022,August,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Independent school,8
2022,August,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Primary,81
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,380,Bradford,16_plus,2
2022,August,Local authority,E92000001,England,E12000002,North West,E08000003,352,Manchester,Primary,135
2022,August,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Secondary,22
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E06000051,893,Shropshire,Special,2
2022,August,Local authority,E92000001,England,E12000002,North West,E08000012,341,Liverpool,Primary,116
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,Independent school,33
2022,August,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Special,20
2022,August,Local authority,E92000001,England,E12000007,London,E09000019,206,Islington,PRU/Academy/Free school AP,4
2022,August,Local authority,E92000001,England,E12000009,South West,E06000054,865,Wiltshire,Primary,202
2022,August,Local authority,E92000001,England,E12000002,North West,E08000003,352,Manchester,Secondary,31
2022,August,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,PRU/Academy/Free school AP,2
2022,August,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Special,7
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,383,Leeds,16_plus,1
2022,August,Local authority,E92000001,England,E12000009,South West,E06000022,800,Bath and North East Somerset,Secondary,14
2022,August,Local authority,E92000001,England,E12000002,North West,E06000050,896,Cheshire West and Chester,Independent school,13
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E10000018,855,Leicestershire,16_plus,1
2022,August,Local authority,E92000001,England,E12000009,South West,E06000054,865,Wiltshire,16_plus,1
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,PRU/Academy/Free school AP,5
2022,August,Local authority,E92000001,England,E12000002,North West,E10000006,909,Cumbria,Independent school,19
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,Special,11
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Independent school,6
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E06000062,941,West Northamptonshire,PRU/Academy/Free school AP,3
2022,August,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Primary,73
2022,August,Local authority,E92000001,England,E12000008,South East,E10000030,936,Surrey,Primary,298
2022,August,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Secondary,11
2022,August,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Secondary,10
2022,August,Local authority,E92000001,England,E12000007,London,E09000019,206,Islington,Primary,45
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Secondary,82
2022,August,Local authority,E92000001,England,E12000002,North West,E10000017,888,Lancashire,PRU/Academy/Free school AP,10
2022,August,Local authority,E92000001,England,E12000008,South East,E10000030,936,Surrey,Independent school,110
2022,August,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Primary,72
2022,August,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Secondary,15
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Independent school,19
2022,August,Local authority,E92000001,England,E12000008,South East,E06000045,852,Southampton,Independent school,8
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,16_plus,2
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E06000015,831,Derby,Primary,73
2022,August,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Primary,44
2022,August,Local authority,E92000001,England,E12000002,North West,E08000013,342,St. Helens,Primary,54
2022,August,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Primary,60
2022,August,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Primary,31
2022,August,Local authority,E92000001,England,E12000009,South West,E06000054,865,Wiltshire,Independent school,27
2022,August,Local authority,E92000001,England,E12000002,North West,E08000001,350,Bolton,PRU/Academy/Free school AP,3
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,372,Rotherham,Primary,95
2022,August,Local authority,E92000001,England,E12000009,South West,E06000022,800,Bath and North East Somerset,Special,3
2022,August,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Primary,39
2022,August,Local authority,E92000001,England,E12000007,London,E09000030,211,Tower Hamlets,Secondary,18
2022,August,Local authority,E92000001,England,E12000008,South East,E06000036,867,Bracknell Forest,Primary,29
2022,August,Local authority,E92000001,England,E12000008,South East,E10000016,886,Kent,Independent school,93
2022,August,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Primary,89
2022,August,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,PRU/Academy/Free school AP,3
2022,August,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Primary,90
2022,August,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Primary,423
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,380,Bradford,Special,8
2022,August,Local authority,E92000001,England,E12000008,South East,E06000040,868,Windsor and Maidenhead,Special,3
2022,August,Local authority,E92000001,England,E12000002,North West,E08000009,358,Trafford,Special,8
2022,August,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Independent school,31
2022,August,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,PRU/Academy/Free school AP,1
2022,August,Local authority,E92000001,England,E12000007,London,E09000016,311,Havering,Special,3
2022,August,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,Primary,64
2022,August,Local authority,E92000001,England,E12000008,South East,E06000037,869,West Berkshire,Secondary,10
2022,August,Local authority,E92000001,England,E12000007,London,E09000026,317,Redbridge,Independent school,16
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E06000051,893,Shropshire,Secondary,20
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Primary,85
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Independent school,7
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,811,East Riding of Yorkshire,Independent school,7
2022,August,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Secondary,8
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E06000020,894,Telford and Wrekin,Primary,54
2022,August,Local authority,E92000001,England,E12000008,South East,E06000038,870,Reading,Primary,40
2022,August,Local authority,E92000001,England,E12000001,North East,E06000005,841,Darlington,Secondary,8
2022,August,Local authority,E92000001,England,E12000002,North West,E06000049,895,Cheshire East,Primary,124
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,380,Bradford,Primary,156
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Secondary,11
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,PRU/Academy/Free school AP,6
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,380,Bradford,Independent school,18
2022,August,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Primary,69
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,813,North Lincolnshire,Independent school,6
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E10000028,860,Staffordshire,Primary,300
2022,August,Local authority,E92000001,England,E12000009,South West,E06000059,838,Dorset,Primary,120
2022,August,Local authority,E92000001,England,E12000008,South East,E06000041,872,Wokingham,Primary,54
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E06000017,857,Rutland,Primary,17
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Independent school,7
2022,August,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,PRU/Academy/Free school AP,2
2022,August,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Primary,211
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E10000028,860,Staffordshire,16_plus,1
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000031,336,Wolverhampton,Special,8
2022,August,Local authority,E92000001,England,E12000008,South East,E06000045,852,Southampton,Primary,55
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,PRU/Academy/Free school AP,10
2022,August,Local authority,E92000001,England,E12000002,North West,E08000004,353,Oldham,Special,6
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,372,Rotherham,Independent school,2
2022,August,Local authority,E92000001,England,E12000009,South West,E06000030,866,Swindon,Secondary,14
2022,August,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Independent school,19
2022,August,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,PRU/Academy/Free school AP,1
2022,August,Local authority,E92000001,England,E12000009,South West,E06000052,908,Cornwall,16_plus,1
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Independent school,27
2022,August,Local authority,E92000001,England,E12000009,South West,E06000052,908,Cornwall,Independent school,12
2022,August,Local authority,E92000001,England,E12000009,South West,E06000052,908,Cornwall,Special,4
2022,August,Local authority,E92000001,England,E12000002,North West,E08000006,355,Salford,Primary,76
2022,August,Local authority,E92000001,England,E12000008,South East,E06000039,871,Slough,Primary,28
2022,August,Local authority,E92000001,England,E12000007,London,E09000015,310,Harrow,Independent school,14
2022,August,Local authority,E92000001,England,E12000002,North West,E08000006,355,Salford,Independent school,27
2022,August,Local authority,E92000001,England,E12000002,North West,E08000001,350,Bolton,Secondary,20
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E06000051,893,Shropshire,Primary,126
2022,August,Local authority,E92000001,England,E12000007,London,E09000011,203,Greenwich,Primary,63
2022,August,Local authority,E92000001,England,E12000008,South East,E06000039,871,Slough,Secondary,15
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000025,330,Birmingham,PRU/Academy/Free school AP,7
2022,August,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,Independent school,25
2022,August,Local authority,E92000001,England,E12000002,North West,E08000008,357,Tameside,16_plus,1
2022,August,Local authority,E92000001,England,E12000009,South West,E06000059,838,Dorset,Independent school,22
2022,August,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Special,5
2022,August,Local authority,E92000001,England,E12000007,London,E09000014,309,Haringey,Secondary,12
2022,August,Local authority,E92000001,England,E12000007,London,E09000011,203,Greenwich,Secondary,16
2022,August,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Special,3
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,16_plus,2
2022,August,Local authority,E92000001,England,E12000002,North West,E06000050,896,Cheshire West and Chester,Primary,129
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,382,Kirklees,Primary,142
2022,August,Local authority,E92000001,England,E12000008,South East,E06000060,825,Buckinghamshire,Special,20
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000031,336,Wolverhampton,PRU/Academy/Free school AP,4
2022,August,Local authority,E92000001,England,E12000009,South West,E10000027,933,Somerset,Independent school,34
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000025,330,Birmingham,Primary,295
2022,August,Local authority,E92000001,England,E12000007,London,E09000020,207,Kensington and Chelsea,PRU/Academy/Free school AP,1
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,813,North Lincolnshire,PRU/Academy/Free school AP,1
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,382,Kirklees,Special,7
2022,August,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,PRU/Academy/Free school AP,3
2022,August,Local authority,E92000001,England,E12000006,East of England,E06000032,821,Luton,Independent school,8
2022,August,Local authority,E92000001,England,E12000002,North West,E08000015,344,Wirral,Secondary,20
2022,August,Local authority,E92000001,England,E12000002,North West,E08000002,351,Bury,Independent school,9
2022,August,Local authority,E92000001,England,E12000002,North West,E08000007,356,Stockport,Independent school,16
2022,August,Local authority,E92000001,England,E12000002,North West,E08000002,351,Bury,Special,3
2022,August,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Primary,254
2022,August,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Secondary,19
2022,August,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Secondary,18
2022,August,Local authority,E92000001,England,E12000008,South East,E10000032,938,West Sussex,Secondary,40
2022,August,Local authority,E92000001,England,E12000007,London,E09000024,315,Merton,Secondary,9
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,373,Sheffield,Special,11
2022,August,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Primary,134
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Independent school,52
2022,August,Local authority,E92000001,England,E12000002,North West,E08000002,351,Bury,Primary,64
2022,August,Local authority,E92000001,England,E12000001,North East,E06000005,841,Darlington,Independent school,4
2022,August,Local authority,E92000001,England,E12000002,North West,E08000012,341,Liverpool,16_plus,2
2022,August,Local authority,E92000001,England,E12000007,London,E09000014,309,Haringey,16_plus,2
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,Primary,194
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,373,Sheffield,Primary,133
2022,August,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Primary,60
2022,August,Local authority,E92000001,England,E12000008,South East,E06000045,852,Southampton,Secondary,12
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E06000015,831,Derby,Special,7
2022,August,Local authority,E92000001,England,E12000008,South East,E06000045,852,Southampton,Special,6
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E10000034,885,Worcestershire,Primary,182
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E10000018,855,Leicestershire,Nursery,2
2022,August,Local authority,E92000001,England,E12000008,South East,E06000037,869,West Berkshire,Independent school,14
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000033,381,Calderdale,PRU/Academy/Free school AP,1
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E06000021,861,Stoke-on-Trent,Primary,71
2022,August,Local authority,E92000001,England,E12000007,London,E09000018,313,Hounslow,Primary,51
2022,August,Local authority,E92000001,England,E12000007,London,E09000026,317,Redbridge,PRU/Academy/Free school AP,3
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,811,East Riding of Yorkshire,PRU/Academy/Free school AP,1
2022,August,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Special,5
2022,August,Local authority,E92000001,England,E12000007,London,E09000020,207,Kensington and Chelsea,Independent school,36
2022,August,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Primary,40
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Primary,111
2022,August,Local authority,E92000001,England,E12000002,North West,E08000011,340,Knowsley,Secondary,6
2022,August,Local authority,E92000001,England,E12000002,North West,E08000008,357,Tameside,Independent school,7
2022,August,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,PRU/Academy/Free school AP,1
2022,August,Local authority,E92000001,England,E12000002,North West,E08000005,354,Rochdale,Primary,69
2022,August,Local authority,E92000001,England,E12000002,North West,E10000017,888,Lancashire,Primary,481
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,383,Leeds,Independent school,14
2022,August,Local authority,E92000001,England,E12000007,London,E09000016,311,Havering,Primary,59
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,816,York,Independent school,5
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,383,Leeds,Special,9
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E06000019,884,"Herefordshire, County of",Independent school,10
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000031,336,Wolverhampton,Primary,71
2022,August,Local authority,E92000001,England,E12000002,North West,E08000004,353,Oldham,Secondary,13
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E06000062,941,West Northamptonshire,Special,8
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,373,Sheffield,Independent school,9
2022,August,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Secondary,12
2022,August,Local authority,E92000001,England,E12000007,London,E09000025,316,Newham,Secondary,21
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E10000034,885,Worcestershire,Independent school,25
2022,August,Local authority,E92000001,England,E12000001,North East,E06000005,841,Darlington,Primary,29
2022,August,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,16_plus,1
2022,August,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,16_plus,2
