time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,phase,total_num_schools
2022,August,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Secondary,60
2022,August,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Independent school,5
2022,August,Local authority,E92000001,England,E12000009,South West,E06000026,879,Plymouth,Special,6
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,811,East Riding of Yorkshire,Primary,123
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E10000007,830,Derbyshire,Primary,353
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,811,East Riding of Yorkshire,Secondary,18
2022,August,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Special,15
2022,August,Local authority,E92000001,England,E12000007,London,E09000029,319,Sutton,Special,5
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E10000028,860,Staffordshire,PRU/Academy/Free school AP,6
2022,August,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Primary,41
2022,August,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,PRU/Academy/Free school AP,7
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000025,330,Birmingham,Independent school,56
2022,August,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Independent school,4
2022,August,Local authority,E92000001,England,E12000009,South West,E06000027,880,Torbay,PRU/Academy/Free school AP,1
2022,August,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,PRU/Academy/Free school AP,2
2022,August,Local authority,E92000001,England,E12000007,London,E09000032,212,Wandsworth,Independent school,31
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E10000018,855,Leicestershire,Primary,227
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,PRU/Academy/Free school AP,3
2022,August,Local authority,E92000001,England,E12000007,London,E09000014,309,Haringey,Primary,63
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Secondary,15
2022,August,Local authority,E92000001,England,E12000008,South East,E06000039,871,Slough,Special,2
2022,August,Local authority,E92000001,England,E12000009,South West,E06000059,838,Dorset,PRU/Academy/Free school AP,4
2022,August,Local authority,E92000001,England,E12000008,South East,E06000040,868,Windsor and Maidenhead,Primary,46
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000025,330,Birmingham,Special,27
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E06000016,856,Leicester,Primary,82
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Secondary,20
2022,August,Local authority,E92000001,England,E12000002,North West,E08000005,354,Rochdale,Independent school,8
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E06000020,894,Telford and Wrekin,Special,4
2022,August,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Independent school,5
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E06000021,861,Stoke-on-Trent,Secondary,14
2022,August,Local authority,E92000001,England,E12000007,London,E09000015,310,Harrow,Secondary,13
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E10000007,830,Derbyshire,Secondary,44
2022,August,Local authority,E92000001,England,E12000007,London,E09000014,309,Haringey,Independent school,13
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Special,6
2022,August,Local authority,E92000001,England,E12000007,London,E09000016,311,Havering,Secondary,18
2022,August,Local authority,E92000001,England,E12000009,South West,E10000013,916,Gloucestershire,Secondary,41
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Primary,400
2022,August,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,PRU/Academy/Free school AP,3
2022,August,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Special,4
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000031,336,Wolverhampton,Independent school,7
2022,August,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Primary,49
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,810,"Kingston upon Hull, City of",Special,6
2022,August,Local authority,E92000001,England,E12000002,North West,E10000017,888,Lancashire,Secondary,81
2022,August,Local authority,E92000001,England,E12000002,North West,E08000002,351,Bury,Secondary,13
2022,August,Local authority,E92000001,England,E12000008,South East,E10000032,938,West Sussex,Primary,228
2022,August,Local authority,E92000001,England,E12000007,London,E09000021,314,Kingston upon Thames,Primary,35
2022,August,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Secondary,8
2022,August,Local authority,E92000001,England,E12000002,North West,E08000007,356,Stockport,Primary,85
2022,August,Local authority,E92000001,England,E12000007,London,E09000019,206,Islington,Independent school,6
2022,August,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Primary,33
2022,August,Local authority,E92000001,England,E12000002,North West,E08000008,357,Tameside,Secondary,16
2022,August,Local authority,E92000001,England,E12000002,North West,E10000006,909,Cumbria,Primary,267
2022,August,Local authority,E92000001,England,E12000007,London,E09000010,308,Enfield,Secondary,21
2022,August,Local authority,E92000001,England,E12000002,North West,E06000050,896,Cheshire West and Chester,Secondary,20
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,382,Kirklees,PRU/Academy/Free school AP,3
2022,August,Local authority,E92000001,England,E12000007,London,E09000030,211,Tower Hamlets,Primary,65
2022,August,Local authority,E92000001,England,E12000007,London,E09000017,312,Hillingdon,Special,8
2022,August,Local authority,E92000001,England,E12000008,South East,E06000037,869,West Berkshire,Primary,67
2022,August,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Independent school,5
2022,August,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Primary,38
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,PRU/Academy/Free school AP,2
2022,August,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Secondary,13
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E06000017,857,Rutland,16_plus,1
2022,August,Local authority,E92000001,England,E12000002,North West,E08000005,354,Rochdale,Secondary,13
2022,August,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,PRU/Academy/Free school AP,1
2022,August,Local authority,E92000001,England,E12000008,South East,E10000016,886,Kent,Primary,459
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Secondary,22
2022,August,Local authority,E92000001,England,E12000009,South West,E10000008,878,Devon,PRU/Academy/Free school AP,5
2022,August,Local authority,E92000001,England,E12000002,North West,E08000012,341,Liverpool,Secondary,32
2022,August,Local authority,E92000001,England,E12000007,London,E09000010,308,Enfield,Independent school,12
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Special,15
2022,August,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Independent school,57
2022,August,Local authority,E92000001,England,E12000002,North West,E06000049,895,Cheshire East,Special,7
2022,August,Local authority,E92000001,England,E12000009,South West,E06000030,866,Swindon,Special,7
2022,August,Local authority,E92000001,England,E12000007,London,E09000013,205,Hammersmith and Fulham,Independent school,19
2022,August,Local authority,E92000001,England,E12000002,North West,E08000013,342,St. Helens,Secondary,9
2022,August,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Secondary,19
2022,August,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,Special,9
2022,August,Local authority,E92000001,England,E12000009,South West,E10000013,916,Gloucestershire,Special,11
2022,August,Local authority,E92000001,England,E12000008,South East,E06000060,825,Buckinghamshire,Secondary,72
2022,August,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Independent school,54
2022,August,Local authority,E92000001,England,E12000008,South East,E06000040,868,Windsor and Maidenhead,Secondary,14
2022,August,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Primary,75
2022,August,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Primary,104
2022,August,Local authority,E92000001,England,E12000007,London,E09000032,212,Wandsworth,Special,7
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E06000015,831,Derby,Secondary,16
2022,August,Local authority,E92000001,England,E12000008,South East,E06000038,870,Reading,PRU/Academy/Free school AP,1
2022,August,Local authority,E92000001,England,E12000008,South East,E06000045,852,Southampton,PRU/Academy/Free school AP,2
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Special,8
2022,August,Local authority,E92000001,England,E12000002,North West,E08000006,355,Salford,Secondary,15
2022,August,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Secondary,69
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Special,19
2022,August,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Secondary,11
2022,August,Local authority,E92000001,England,E12000007,London,E09000010,308,Enfield,Special,6
2022,August,Local authority,E92000001,England,E12000009,South West,E06000022,800,Bath and North East Somerset,Primary,65
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,PRU/Academy/Free school AP,3
2022,August,Local authority,E92000001,England,E12000007,London,E09000013,205,Hammersmith and Fulham,Primary,36
2022,August,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,PRU/Academy/Free school AP,2
2022,August,Local authority,E92000001,England,E12000002,North West,E06000050,896,Cheshire West and Chester,16_plus,1
2022,August,Local authority,E92000001,England,E12000002,North West,E08000003,352,Manchester,Independent school,21
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,815,North Yorkshire,Independent school,26
2022,August,Local authority,E92000001,England,E12000007,London,E09000014,309,Haringey,Special,6
2022,August,Local authority,E92000001,England,E12000009,South West,E06000026,879,Plymouth,Primary,69
2022,August,Local authority,E92000001,England,E12000007,London,E09000009,307,Ealing,Primary,67
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Secondary,81
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Secondary,45
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,382,Kirklees,Independent school,14
2022,August,Local authority,E92000001,England,E12000008,South East,E10000032,938,West Sussex,Special,14
2022,August,Local authority,E92000001,England,E12000007,London,E09000024,315,Merton,Independent school,18
2022,August,Local authority,E92000001,England,E12000007,London,E09000017,312,Hillingdon,PRU/Academy/Free school AP,1
2022,August,Local authority,E92000001,England,E12000002,North West,E08000001,350,Bolton,Independent school,11
2022,August,Local authority,E92000001,England,E12000009,South West,E10000008,878,Devon,16_plus,1
2022,August,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Special,6
2022,August,Local authority,E92000001,England,E12000009,South West,E06000027,880,Torbay,Special,3
2022,August,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Independent school,17
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Secondary,54
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Independent school,44
2022,August,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,Primary,86
2022,August,Local authority,E92000001,England,E12000009,South West,E10000008,878,Devon,Secondary,42
2022,August,Local authority,E92000001,England,E12000007,London,E09000031,320,Waltham Forest,Primary,51
2022,August,Local authority,E92000001,England,E12000007,London,E09000020,207,Kensington and Chelsea,Special,3
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E10000007,830,Derbyshire,PRU/Academy/Free school AP,3
2022,August,Local authority,E92000001,England,E12000002,North West,E08000009,358,Trafford,Primary,64
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E06000019,884,"Herefordshire, County of",Special,5
2022,August,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Independent school,27
2022,August,Local authority,E92000001,England,E12000007,London,E09000031,320,Waltham Forest,Independent school,6
2022,August,Local authority,E92000001,England,E12000007,London,E09000029,319,Sutton,Secondary,15
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E06000062,941,West Northamptonshire,Secondary,22
2022,August,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Secondary,26
2022,August,Local authority,E92000001,England,E12000006,East of England,E06000032,821,Luton,Secondary,13
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,372,Rotherham,Special,6
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Independent school,32
2022,August,Local authority,E92000001,England,E12000002,North West,E08000009,358,Trafford,Secondary,19
2022,August,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Primary,52
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Special,12
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Special,7
2022,August,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,16_plus,1
2022,August,Local authority,E92000001,England,E12000007,London,E09000029,319,Sutton,PRU/Academy/Free school AP,2
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E10000018,855,Leicestershire,Secondary,45
2022,August,Local authority,E92000001,England,E12000007,London,E09000033,213,Westminster,PRU/Academy/Free school AP,1
2022,August,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,PRU/Academy/Free school AP,2
2022,August,Local authority,E92000001,England,E12000009,South West,E06000058,839,"Bournemouth, Christchurch and Poole",Independent school,12
2022,August,Local authority,E92000001,England,E12000007,London,E09000024,315,Merton,Primary,44
2022,August,Local authority,E92000001,England,E12000009,South West,E06000058,839,"Bournemouth, Christchurch and Poole",Secondary,25
2022,August,Local authority,E92000001,England,E12000002,North West,E08000014,343,Sefton,Secondary,18
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Secondary,20
2022,August,Local authority,E92000001,England,E12000008,South East,E06000060,825,Buckinghamshire,PRU/Academy/Free school AP,6
2022,August,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Special,4
2022,August,Local authority,E92000001,England,E12000002,North West,E06000049,895,Cheshire East,Secondary,23
2022,August,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Primary,93
2022,August,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Secondary,20
2022,August,Local authority,E92000001,England,E12000002,North West,E08000010,359,Wigan,Primary,99
2022,August,Local authority,E92000001,England,E12000007,London,E09000020,207,Kensington and Chelsea,Secondary,6
2022,August,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Independent school,38
2022,August,Local authority,E92000001,England,E12000002,North West,E08000001,350,Bolton,Primary,97
2022,August,Local authority,E92000001,England,E12000007,London,E09000018,313,Hounslow,Secondary,20
2022,August,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Special,10
2022,August,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Secondary,12
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E06000020,894,Telford and Wrekin,Secondary,13
2022,August,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Secondary,14
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,816,York,Secondary,9
2022,August,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Primary,64
2022,August,Local authority,E92000001,England,E12000002,North West,E10000006,909,Cumbria,Special,6
2022,August,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,PRU/Academy/Free school AP,1
2022,August,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",PRU/Academy/Free school AP,4
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,380,Bradford,Secondary,35
2022,August,Local authority,E92000001,England,E12000009,South West,E06000026,879,Plymouth,Secondary,19
2022,August,Local authority,E92000001,England,E12000002,North West,E08000015,344,Wirral,Primary,90
2022,August,Local authority,E92000001,England,E12000007,London,E09000026,317,Redbridge,Special,5
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,816,York,Primary,50
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E10000028,860,Staffordshire,Special,23
2022,August,Local authority,E92000001,England,E12000002,North West,E06000049,895,Cheshire East,PRU/Academy/Free school AP,2
2022,August,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Secondary,13
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E06000020,894,Telford and Wrekin,Independent school,8
2022,August,Local authority,E92000001,England,E12000002,North West,E08000006,355,Salford,Special,4
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E10000034,885,Worcestershire,16_plus,1
2022,August,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Primary,43
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E10000034,885,Worcestershire,Secondary,45
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000033,381,Calderdale,Secondary,13
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000036,384,Wakefield,Secondary,18
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,Independent school,29
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,812,North East Lincolnshire,PRU/Academy/Free school AP,2
2022,August,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Special,4
2022,August,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,PRU/Academy/Free school AP,2
2022,August,Local authority,E92000001,England,E12000008,South East,E06000038,870,Reading,Special,4
2022,August,Local authority,E92000001,England,E12000008,South East,E10000030,936,Surrey,Secondary,57
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Special,5
2022,August,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Special,5
2022,August,Local authority,E92000001,England,E12000002,North West,E08000012,341,Liverpool,PRU/Academy/Free school AP,4
2022,August,Local authority,E92000001,England,E12000007,London,E09000032,212,Wandsworth,Primary,62
2022,August,Local authority,E92000001,England,E12000007,London,E09000030,211,Tower Hamlets,Special,5
2022,August,Local authority,E92000001,England,E12000002,North West,E08000004,353,Oldham,16_plus,1
2022,August,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Special,11
2022,August,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Independent school,15
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,16_plus,1
2022,August,Local authority,E92000001,England,E12000009,South West,E06000030,866,Swindon,Primary,65
2022,August,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Independent school,3
2022,August,Local authority,E92000001,England,E12000008,South East,E10000032,938,West Sussex,Independent school,42
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Secondary,46
2022,August,Local authority,E92000001,England,E12000002,North West,E06000049,895,Cheshire East,Independent school,16
2022,August,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Primary,59
2022,August,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Secondary,13
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Primary,280
2022,August,Local authority,E92000001,England,E12000008,South East,E10000016,886,Kent,Secondary,99
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Primary,280
2022,August,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Primary,44
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,Secondary,34
2022,August,Local authority,E92000001,England,E12000009,South West,E06000054,865,Wiltshire,Special,4
2022,August,Local authority,E92000001,England,E12000007,London,E09000033,213,Westminster,Secondary,12
2022,August,Local authority,E92000001,England,E12000007,London,E09000013,205,Hammersmith and Fulham,Secondary,11
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000036,384,Wakefield,16_plus,2
2022,August,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Independent school,12
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Special,12
2022,August,Local authority,E92000001,England,E12000007,London,E09000021,314,Kingston upon Thames,Special,3
2022,August,Local authority,E92000001,England,E12000002,North West,E10000017,888,Lancashire,Special,29
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Primary,77
2022,August,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Primary,55
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Secondary,19
2022,August,Local authority,E92000001,England,E12000007,London,E09000030,211,Tower Hamlets,16_plus,1
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E06000020,894,Telford and Wrekin,PRU/Academy/Free school AP,2
2022,August,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Special,5
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,16_plus,1
2022,August,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,16_plus,3
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Independent school,7
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E10000007,830,Derbyshire,Special,10
2022,August,Local authority,E92000001,England,E12000007,London,E09000031,320,Waltham Forest,Special,4
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E10000028,860,Staffordshire,Independent school,35
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Secondary,19
2022,August,Local authority,E92000001,England,E12000009,South West,E10000027,933,Somerset,Primary,216
2022,August,Local authority,E92000001,England,E12000008,South East,E06000060,825,Buckinghamshire,Primary,370
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E10000034,885,Worcestershire,PRU/Academy/Free school AP,6
2022,August,Local authority,E92000001,England,E12000007,London,E09000019,206,Islington,Special,6
2022,August,Local authority,E92000001,England,E12000007,London,E09000009,307,Ealing,Secondary,17
2022,August,Local authority,E92000001,England,E12000009,South West,E06000058,839,"Bournemouth, Christchurch and Poole",Primary,66
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000036,384,Wakefield,Primary,112
2022,August,Local authority,E92000001,England,E12000009,South West,E06000052,908,Cornwall,Secondary,31
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E10000028,860,Staffordshire,Secondary,69
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Independent school,6
2022,August,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Primary,58
2022,August,Local authority,E92000001,England,E12000007,London,E09000012,204,Hackney,PRU/Academy/Free school AP,2
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Primary,448
2022,August,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Secondary,17
2022,August,Local authority,E92000001,England,E12000007,London,E09000010,308,Enfield,Primary,68
2022,August,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Primary,148
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Primary,59
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Secondary,20
2022,August,Local authority,E92000001,England,E12000008,South East,E06000038,870,Reading,Secondary,10
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Primary,75
2022,August,Local authority,E92000001,England,E12000009,South West,E10000027,933,Somerset,Secondary,37
2022,August,Local authority,E92000001,England,E12000008,South East,E06000039,871,Slough,Independent school,6
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,373,Sheffield,Secondary,30
2022,August,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Secondary,7
2022,August,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Special,6
2022,August,Local authority,E92000001,England,E12000002,North West,E08000010,359,Wigan,Independent school,8
2022,August,Local authority,E92000001,England,E12000009,South West,E06000027,880,Torbay,Primary,31
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,383,Leeds,PRU/Academy/Free school AP,2
2022,August,Local authority,E92000001,England,E12000008,South East,E06000040,868,Windsor and Maidenhead,Independent school,18
2022,August,Local authority,E92000001,England,E12000006,East of England,E06000032,821,Luton,Primary,46
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,383,Leeds,Primary,222
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E06000021,861,Stoke-on-Trent,16_plus,1
2022,August,Local authority,E92000001,England,E12000002,North West,E08000003,352,Manchester,Special,14
2022,August,Local authority,E92000001,England,E12000009,South West,E10000008,878,Devon,Primary,310
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,373,Sheffield,16_plus,2
2022,August,Local authority,E92000001,England,E12000007,London,E09000029,319,Sutton,Independent school,6
2022,August,Local authority,E92000001,England,E12000002,North West,E08000015,344,Wirral,16_plus,1
2022,August,Local authority,E92000001,England,E12000006,East of England,E06000055,822,Bedford,Secondary,14
2022,August,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Special,15
2022,August,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Primary,240
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,816,York,Special,2
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,16_plus,1
2022,August,Local authority,E92000001,England,E12000009,South West,E10000008,878,Devon,Special,13
2022,August,Local authority,E92000001,England,E12000007,London,E09000026,317,Redbridge,Secondary,19
2022,August,Local authority,E92000001,England,E12000007,London,E09000029,319,Sutton,Primary,40
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,16_plus,1
2022,August,Local authority,E92000001,England,E12000007,London,E09000011,203,Greenwich,Special,4
2022,August,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,PRU/Academy/Free school AP,5
2022,August,Local authority,E92000001,England,E12000005,West Midlands,E06000021,861,Stoke-on-Trent,Independent school,13
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,Special,2
2022,August,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Independent school,7
2022,August,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Primary,76
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,812,North East Lincolnshire,Primary,47
2022,August,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Secondary,19
2022,August,Local authority,E92000001,England,E12000007,London,E09000012,204,Hackney,Independent school,32
2022,August,Local authority,E92000001,England,E12000007,London,E09000019,206,Islington,Secondary,10
2022,August,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Independent school,34
2022,August,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Independent school,20
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,382,Kirklees,Secondary,27
2022,August,Local authority,E92000001,England,E12000007,London,E09000031,320,Waltham Forest,16_plus,1
2022,August,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,815,North Yorkshire,Secondary,43
2022,August,Local authority,E92000001,England,E12000006,East of England,E06000056,823,Central Bedfordshire,Independent school,3
2022,August,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,Primary,30
2022,August,Local authority,E92000001,England,E12000009,South West,E10000027,933,Somerset,Special,8
2022,August,Local authority,E92000001,England,E12000002,North West,E08000014,343,Sefton,Primary,74
