time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,phase,total_num_schools,total_enrolments
2023,June,National,E92000001,England,,,,,,Secondary,3471,3493977
2023,June,National,E92000001,England,,,,,,Independent school,2425,578589
2023,June,National,E92000001,England,,,,,,Special,1087,143480
2023,June,National,E92000001,England,,,,,,State-funded nursery,382,37823
2023,June,National,E92000001,England,,,,,,PRU/Academy/Free school AP,334,11282
2023,June,National,E92000001,England,,,,,,Primary,16750,4550262
2023,June,Regional,E92000001,England,E12000009,South West,,,,PRU/Academy/Free school AP,33,1054
2023,June,Regional,E92000001,England,E12000004,East Midlands,,,,State-funded nursery,32,2609
2023,June,Regional,E92000001,England,E12000005,West Midlands,,,,Secondary,425,396052
2023,June,Regional,E92000001,England,E12000009,South West,,,,Special,95,11804
2023,June,Regional,E92000001,England,E12000006,East of England,,,,Independent school,230,67374
2023,June,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Secondary,332,343940
2023,June,Regional,E92000001,England,E12000008,South East,,,,Independent school,529,150040
2023,June,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,PRU/Academy/Free school AP,36,1434
2023,June,Regional,E92000001,England,E12000004,East Midlands,,,,Special,86,11038
2023,June,Regional,E92000001,England,E12000002,North West,,,,PRU/Academy/Free school AP,49,2213
2023,June,Regional,E92000001,England,E12000007,London,,,,Independent school,533,147620
2023,June,Regional,E92000001,England,E12000004,East Midlands,,,,PRU/Academy/Free school AP,22,678
2023,June,Regional,E92000001,England,E12000004,East Midlands,,,,Independent school,165,29247
2023,June,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Independent school,142,29383
2023,June,Regional,E92000001,England,E12000002,North West,,,,Special,172,21939
2023,June,Regional,E92000001,England,E12000008,South East,,,,Primary,2602,714885
2023,June,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Primary,1768,466665
2023,June,Regional,E92000001,England,E12000009,South West,,,,Independent school,219,52917
2023,June,Regional,E92000001,England,E12000004,East Midlands,,,,Secondary,295,298885
2023,June,Regional,E92000001,England,E12000009,South West,,,,State-funded nursery,18,2110
2023,June,Regional,E92000001,England,E12000007,London,,,,Special,159,20408
2023,June,Regional,E92000001,England,E12000001,North East,,,,Secondary,176,162136
2023,June,Regional,E92000001,England,E12000005,West Midlands,,,,State-funded nursery,56,5998
2023,June,Regional,E92000001,England,E12000001,North East,,,,State-funded nursery,29,2539
