time_period,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,school_type,num_schools,enrolments,present_sessions,overall_attendance,approved_educational_activity,overall_absence,authorised_absence,unauthorised_absence,late_sessions,possible_sessions,reason_present_am,reason_present_pm,reason_present,reason_l_present_late_before_registers_closed,reason_i_authorised_illness,reason_m_authorised_medical_dental,reason_r_authorised_religious_observance,reason_s_authorised_study_leave,reason_t_authorised_grt_absence,reason_h_authorised_holiday,reason_e_authorised_excluded,reason_c_authorised_other,reason_b_aea_education_off_site,reason_d_aea_dual_registration,reason_j_aea_interview,reason_p_aea_approved_sporting_activity,reason_v_aea_educational_visit_trip,reason_w_aea_work_experience,reason_g_unauthorised_holiday,reason_u_unauthorised_late_after_registers_closed,reason_o_other_unauthorised,reason_n_no_reason_yet,total_num_schools,total_enrolments,attendance_perc,overall_absence_perc,authorised_absence_perc,unauthorised_absence_perc,illness_perc,appointments_perc,unauth_hol_perc,unauth_oth_perc,unauth_late_registers_closed_perc,unauth_not_yet_perc,auth_religious_perc,auth_study_perc,auth_grt_perc,auth_holiday_perc,auth_excluded_perc,auth_other_perc,pa_perc,time_identifier
202324,Local authority,E92000001,England,E12000007,London,E09000016,Havering,311,Primary,50.75581395,17696.4593,5419905,5476398,56493,295914,226058,69856,68391,5772312,2653154,2702876,5356030,63875,188285,11649,2004,13,191,2171,1282,20434,5468,710,1407,5150,44468,0,30307,4516,30334,4699,59,24885,94.87356193,5.126438072,3.916247077,1.210190995,3.26186457,0.201808218,0.525040919,0.52550867,0.078235549,0.081405856,0.034717458,0.000225213,0.003308899,0.03761058,0.022209472,0.354000269,14.2273989,Academic year
202324,Local authority,E92000001,England,E12000007,London,E09000023,Lewisham,209,Primary,59.81976744,16710.55814,5392400,5465409,73009,288947,202495,86452,110290,5754356,2599871,2692359,5292230,100170,150454,14137,1474,53,4,5348,927,30098,6676,3696,1984,3016,61332,1,14913,10120,56788,4631,64,22587,94.97863879,5.021361209,3.518986312,1.502374897,2.614610566,0.245674755,0.259160191,0.986869773,0.175866769,0.080478163,0.025615377,0.000921041,6.95125570958766e-05,0.092938289,0.016109535,0.523047236,14.27495697,Academic year
202324,Local authority,E92000001,England,E12000009,South West,E06000023,"Bristol, City of",801,Primary,100.5872093,28788.45349,8920694,9007482,86788,605234,424476,180758,157483,9612716,4331879,4455452,8787331,133363,334768,25741,5828,8,307,6617,2790,48417,19212,4942,261,2116,65198,1,53075,24120,97797,5766,103,35247,93.70381898,6.296181017,4.415775937,1.88040508,3.482553734,0.267780719,0.552133237,1.017371157,0.250917639,0.059983047,0.060628026,8.32230974055615e-05,0.003193686,0.068835904,0.029024055,0.503676588,19.07032568,Academic year
202324,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Primary,273.5674157,84995.67416,27251542,27407149,155607,1897740,1271093,626647,500628,29304889,13203915,13599971,26803886,447656,956758,63836,126690,31,4,8370,14828,100575,15704,4731,464,6667,132770,2,211455,52972,336545,25675,288,106548,93.52415223,6.475847767,4.337477613,2.138370154,3.264840894,0.217833959,0.721569019,1.148426121,0.180761647,0.087613367,0.432316942,0.000105784,1.36495995599915e-05,0.028561787,0.050599066,0.343202119,19.93037331,Academic year
202324,Local authority,E92000001,England,E12000002,North West,E06000050,Cheshire West and Chester,896,Primary,126.9943503,23374.28814,7382607,7478988,96381,425482,317819,107663,84302,7904470,3634828,3676751,7311579,71028,257998,22815,789,5,2967,6593,1573,25079,8474,1428,548,7428,79931,0,55908,13274,35922,2559,129,26805,94.61719761,5.382802389,4.020750284,1.362052105,3.263950651,0.288634153,0.707295998,0.454451722,0.167930298,0.032374087,0.009981694,6.32553479233902e-05,0.037535723,0.083408502,0.019900132,0.317276174,13.82749541,Academic year
202324,Local authority,E92000001,England,E12000002,North West,E08000013,St. Helens,342,Primary,55.44067797,12385.61017,4046167,4070151,23984,243536,158983,84553,64242,4313687,1970457,2019603,3990060,56107,131251,10588,344,4,809,2528,2142,11317,2512,3295,10,3522,17937,3,32262,8135,42969,1187,54,14292,94.35434235,5.645657647,3.685547885,1.960109762,3.042663967,0.245451281,0.747898491,0.996108433,0.188585774,0.027517064,0.007974617,9.27281001148206e-05,0.018754258,0.058604159,0.049655898,0.262350977,14.96390287,Academic year
202324,Local authority,E92000001,England,E12000009,South West,E10000008,Devon,878,Primary,295.1511628,45271.72674,14015435,14205303,189868,804555,635469,169086,122186,15009858,6934173,6982917,13917090,98345,507647,39750,928,29,1888,12696,6273,66257,37150,1908,524,22399,129787,8,65770,23841,74725,4750,308,54462,94.63982271,5.360177291,4.233677627,1.126499664,3.382090623,0.264825956,0.438178696,0.497839487,0.158835613,0.031645869,0.006182603,0.000193206,0.0125784,0.084584411,0.041792534,0.44142323,13.12523505,Academic year
202324,Local authority,E92000001,England,E12000001,North East,E06000005,Darlington,841,Primary,28.52325581,7189.156977,2226584,2247644,21060,144689,107813,36876,20979,2392333,1098744,1109781,2208525,18059,80882,6618,115,1,8022,4023,1331,6821,5481,3591,11,4171,11396,1,17652,2920,15353,951,29,8383,93.95197073,6.048029267,4.506605059,1.541424208,3.380883849,0.27663373,0.737857146,0.641758484,0.122056587,0.039751991,0.004807023,4.18002008917655e-05,0.335321212,0.168162208,0.055636067,0.28511917,17.00534759,Academic year
202324,Local authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,891,Primary,259.9830508,52969.99435,17109442,17282728,173286,969328,674602,294726,165907,18252056,8437873,8528292,16966165,143277,551341,44942,2693,10,3149,9628,3443,59396,27579,2743,125,11332,134242,8,140158,22630,123705,8233,282,68924,94.689212,5.310788001,3.696032929,1.614755072,3.02070627,0.246229795,0.767902531,0.677759262,0.123986032,0.045107247,0.014754502,5.47883482277284e-05,0.017252851,0.052750222,0.018863628,0.325420873,13.67703744,Academic year
202324,Local authority,E92000001,England,E12000002,North West,E08000011,Knowsley,340,Primary,44.69186047,10521.23256,3199148,3216034,16886,228362,130997,97365,75352,3444396,1529820,1598230,3128050,71098,113000,6723,171,1,0,906,775,9421,4475,7889,31,811,11568,1,27537,4254,59676,5898,50,14442,93.37004224,6.629957763,3.8031922,2.826765564,3.280691303,0.195186616,0.799472535,1.7325534,0.123504963,0.171234666,0.004964586,2.90326663949209e-05,0,0.026303596,0.022500316,0.27351675,21.02152027,Academic year
202324,Local authority,E92000001,England,E12000001,North East,E08000021,Newcastle upon Tyne,391,Primary,68.10734463,17617.87006,5536541,5573834,37293,329287,213831,115456,102770,5903121,2675873,2763946,5439819,96722,177617,13430,3808,1,0,2027,919,16029,4445,4541,297,1239,31311,1,45073,6048,61778,2557,72,20590,94.42181517,5.578184828,3.622338082,1.955846746,3.008865988,0.227506771,0.76354525,1.046531149,0.102454278,0.04331607,0.064508249,1.69401914682081e-05,0,0.034337768,0.015568036,0.271534329,16.30692856,Academic year
202324,Local authority,E92000001,England,E12000007,London,E09000021,Kingston upon Thames,314,Primary,30.72674419,10013.43605,3062005,3106309,44304,159586,115135,44451,45910,3265895,1493349,1525800,3019149,42856,94741,8073,950,6,144,754,208,10259,7121,23,2135,4611,30436,1,12691,3054,27006,1700,35,14019,95.11355999,4.886440011,3.525373596,1.361066415,2.900919962,0.247191046,0.388591795,0.826909622,0.093511886,0.052053113,0.029088504,0.000183717,0.004409205,0.023087086,0.006368851,0.314125224,12.16915995,Academic year
202324,Local authority,E92000001,England,E12000001,North East,E08000037,Gateshead,390,Primary,54.40112994,9676.338983,3054692,3078073,23381,168213,120679,47534,34784,3246286,1500951,1522089,3023040,31652,101580,7947,415,0,202,2299,335,7901,6309,2654,8,2573,14491,0,24314,3132,18820,1268,67,15660,94.81829389,5.18170611,3.717448185,1.464257924,3.129114317,0.24480283,0.748978987,0.579739431,0.096479485,0.039060021,0.01278384,0,0.006222495,0.070819392,0.010319485,0.243385826,12.87582975,Academic year
202324,Local authority,E92000001,England,E12000009,South West,E06000066,Somerset,933,Primary,159.6104651,24363.73837,7558741,7634745,76004,473719,357566,116153,89325,8108464,3719095,3768674,7487769,70972,283640,22439,567,14,1445,8131,3514,37814,13664,1736,286,8083,53968,3,44714,18353,49627,3459,217,38082,94.1577221,5.842277896,4.409787106,1.43249079,3.498073125,0.27673552,0.551448462,0.612039469,0.226343732,0.042659128,0.006992693,0.000172659,0.017820884,0.100277932,0.043337431,0.466352197,15.06880999,Academic year
202324,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,Kirklees,382,Primary,128,27323.25281,9085109,9161638,76529,568454,409721,158733,118386,9730092,4449234,4532484,8981718,103391,303675,25085,43885,2,39,4972,3898,28165,9621,1725,61,8597,58247,3,67241,14995,74520,1977,143,35584,94.15777364,5.842226363,4.210864604,1.631361759,3.120987962,0.257808456,0.691062325,0.765871484,0.15410954,0.02031841,0.451023485,2.05547902321992e-05,0.000400818,0.051099209,0.040061286,0.289462833,16.2437876,Academic year
202324,Local authority,E92000001,England,E12000001,North East,E08000022,North Tyneside,392,Primary,48.74011299,11323.06215,3662979,3695201,32222,207718,141522,66196,41589,3902919,1798088,1827413,3625501,37478,121599,9181,298,12,0,1956,903,7573,5438,7123,71,2411,24302,0,34645,4111,23441,3999,53,13799,94.67788084,5.322119163,3.626055268,1.696063895,3.115591177,0.235234193,0.887668947,0.600601755,0.10533142,0.102461773,0.007635311,0.000307462,0,0.050116336,0.023136529,0.19403426,13.63904577,Academic year
202324,Local authority,E92000001,England,E12000002,North West,E08000001,Bolton,350,Primary,96.56497175,24111.88701,7538121,7579840,41719,426071,299524,126547,104745,8005911,3688611,3757105,7445716,92405,246281,20429,5955,0,1000,3965,2206,19688,8719,3021,86,2789,30125,0,63732,12340,45682,4793,97,30106,94.67804476,5.32195524,3.741285658,1.580669583,3.076239544,0.255173958,0.79606181,0.570603395,0.154136113,0.059868265,0.074382541,0,0.012490771,0.049525907,0.027554641,0.245918297,14.40677966,Academic year
202324,Local authority,E92000001,England,E12000009,South West,E06000022,Bath and North East Somerset,800,Primary,40.65697674,7065.72093,2231641,2261353,29712,119219,93059,26160,21799,2380572,1100882,1112407,2213289,18352,75385,6098,220,4,61,2113,465,8713,2087,1763,282,3586,23757,0,12238,3447,9566,909,64,13304,94.99200192,5.007998078,3.909102518,1.09889556,3.166675908,0.256156924,0.514078129,0.401836197,0.144797133,0.0381841,0.009241476,0.000168027,0.002562409,0.08876018,0.019533121,0.366004473,11.44545943,Academic year
202324,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Primary,395.25,84616.97674,27115405,27437765,322360,1430064,1141945,288119,227650,28867829,13432043,13496540,26928583,186822,906599,70618,2415,9,4713,31936,6683,118972,43345,3574,856,24045,254104,10,129505,40828,101996,15790,421,105418,95.04616714,4.953832864,3.95577028,0.998062584,3.140516732,0.244625254,0.448613576,0.353320646,0.141430795,0.054697567,0.008365714,3.11765737562045e-05,0.016326132,0.11062834,0.023150338,0.412126593,11.49890237,Academic year
202324,Local authority,E92000001,England,E12000008,South East,E10000030,Surrey,936,Primary,283.8488372,70834.5,22478138,22736933,258795,1233168,937741,295427,252870,23970101,11053496,11207393,22260889,217249,753462,61556,5258,7,5021,9952,8065,94420,22008,5572,8275,25789,202720,3,106716,35621,145460,7630,299,86846,94.85539089,5.144609111,3.912127863,1.232481248,3.143340948,0.256803257,0.445204632,0.606839329,0.148605965,0.031831322,0.021935661,2.92030475799831e-05,0.020946929,0.04151839,0.033646083,0.393907393,12.48809146,Academic year
202324,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000033,Calderdale,381,Primary,72.24719101,12996.84831,4130066,4162579,32513,241083,176560,64523,56744,4403662,2019889,2059571,4079460,50606,142355,10197,5010,0,4,2518,2657,13819,6611,484,7,3996,21895,4,32000,6138,24471,1914,82,18578,94.52539727,5.474602728,4.009390366,1.465212362,3.232650462,0.231557281,0.726667941,0.5556966,0.139383995,0.043463826,0.11376895,0,9.08334926704184e-05,0.057179684,0.060336148,0.313807009,14.70458229,Academic year
202324,Local authority,E92000001,England,E12000007,London,E09000004,Bexley,303,Primary,52.0755814,16130.05233,5053635,5106589,52954,270722,190735,79987,73936,5377311,2466998,2517607,4984605,69030,162093,14632,852,1,16,1170,1122,10849,12267,1885,346,1231,39109,1,23534,4906,48647,2900,60,22487,94.96547624,5.034523761,3.54703308,1.487490681,3.014387674,0.272106263,0.43765369,0.904671498,0.091235192,0.053930301,0.01584435,1.85966554659011e-05,0.000297546,0.021758087,0.020865447,0.201755115,13.46990158,Academic year
202324,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,Primary,37.05232558,7474.895349,2157395,2185138,27743,139835,101819,38016,26714,2324973,1059824,1075120,2134944,22451,84526,6229,41,0,4,890,883,9246,4287,28,30,3347,20077,2,15171,4263,17222,1360,37,8731,93.98552155,6.014478448,4.379362685,1.635115763,3.635569101,0.26791709,0.652523707,0.740739785,0.183356968,0.058495303,0.001763461,0,0.000172045,0.038280014,0.037978936,0.397682038,17.12182062,Academic year
202324,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Primary,45.3372093,8337.651163,2644051,2673203,29152,143963,108212,35751,28875,2817166,1302563,1317156,2619719,24332,87452,6898,1537,3,162,1295,881,9984,5657,1743,815,5434,17244,2,14824,4543,13671,2713,46,10367,94.8897935,5.110206498,3.841165199,1.269041299,3.104254417,0.244856001,0.526202574,0.485274918,0.161261353,0.096302454,0.054558375,0.00010649,0.00575046,0.045968182,0.031272563,0.354398711,12.82976325,Academic year
202324,Local authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,931,Primary,224.4825581,41402.85465,13093358,13247016,153658,727441,575320,152121,140791,13974457,6451167,6523003,12974170,119188,448988,41840,4664,119,1365,6791,4095,67416,24599,2359,1055,10714,117287,3,59471,21603,64062,6985,242,53594,94.79449541,5.205504586,4.116939928,1.088564658,3.212919114,0.299403404,0.425569308,0.458422105,0.154589191,0.049984053,0.033375179,0.000851554,0.009767821,0.048595806,0.029303464,0.482423038,12.98399531,Academic year
202324,Local authority,E92000001,England,E12000005,West Midlands,E06000051,Shropshire,893,Primary,122.9075145,17632.36994,5551840,5609540,57700,319623,261833,57790,43517,5929163,2750689,2765643,5516332,35508,215246,17028,540,1,544,5500,1718,21256,6028,2770,21,6778,44873,0,25288,8009,21715,2778,125,20859,94.60930657,5.390693425,4.416019597,0.974673828,3.63029318,0.28719062,0.426502021,0.366240564,0.135078088,0.046853156,0.009107525,1.68657869584628e-05,0.009174988,0.092761828,0.028975422,0.358499168,13.59719119,Academic year
202324,Local authority,E92000001,England,E12000007,London,E09000032,Wandsworth,212,Primary,59.22093023,14036.26744,4269843,4320807,50964,231850,173092,58758,87460,4552657,2059492,2129227,4188719,81124,133318,14914,3226,3,3,2308,726,18594,5821,2318,5529,4283,35331,0,16856,6336,31734,3832,60,18598,94.90736948,5.092630523,3.80199958,1.290630944,2.928355903,0.327588922,0.370245331,0.697043507,0.139171477,0.084170628,0.07085972,6.58955858084631e-05,6.58955858084631e-05,0.050695671,0.015946732,0.408420841,14.04741001,Academic year
202324,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Primary,79.96629213,25431.42135,8180348,8248462,68114,525528,369063,156465,137936,8773990,3980534,4075240,8055774,124574,292217,17148,15159,20,41,4580,4611,35277,9091,774,128,4089,54804,2,53992,13362,83872,5239,85,32617,94.01038752,5.98961248,4.206330301,1.783282178,3.330491601,0.195441299,0.615364276,0.955916293,0.152291033,0.059710576,0.172772023,0.000227946,0.00046729,0.05219974,0.052553057,0.402063371,17.87279914,Academic year
202324,Local authority,E92000001,England,E12000006,East of England,E06000032,Luton,821,Primary,44.63953488,19192.97093,5932544,5973844,41300,350472,247076,103396,62723,6324316,2922164,2957491,5879655,52889,193574,13961,13444,0,5,957,1388,23746,7402,74,136,5952,27809,1,38996,9834,47641,6925,46,22842,94.45834142,5.541658576,3.906762407,1.634896169,3.060789499,0.220751145,0.61660423,0.753298855,0.155495076,0.109498007,0.212576348,0,7.90599331216214e-05,0.015132071,0.021947037,0.375471434,16.85223902,Academic year
202324,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,881,Primary,404.0930233,94554.73837,29438267,29775556,337289,1712691,1258070,454621,376753,31488247,14443664,14657312,29100976,337291,1010122,74484,3030,22,15217,19116,11071,125007,54926,12138,2431,46908,232997,27,170371,39462,230520,14268,445,119342,94.56085631,5.439143691,3.99536373,1.44377996,3.207933424,0.236545401,0.541062194,0.732082672,0.12532295,0.045312145,0.009622638,6.98673381214267e-05,0.048325967,0.060708365,0.03515915,0.396995743,14.04376424,Academic year
202324,Local authority,E92000001,England,E12000009,South West,E06000030,Swindon,866,Primary,63.22093023,16866.52907,5218706,5271453,52747,285906,217198,68708,49852,5557359,2573396,2604379,5177775,40931,175467,14234,953,4,232,3593,1074,21639,8473,1545,58,2176,42040,0,29309,8921,27535,2943,66,20013,94.85536205,5.144637948,3.908295289,1.236342658,3.157381051,0.256128855,0.527390798,0.495469161,0.16052589,0.052956809,0.017148433,7.19766349447642e-05,0.004174645,0.064653012,0.019325726,0.389375601,13.11991014,Academic year
202324,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,Sheffield,373,Primary,127.1864407,36754.37853,11721792,11843371,121579,760258,439530,320728,224542,12603629,5686808,5835032,11521840,199952,337900,31495,10195,11,191,5436,4689,49607,14162,6522,50,9868,97496,3,106847,24590,173640,15651,133,45588,93.96794368,6.032056323,3.487328927,2.544727396,2.680973869,0.249888346,0.847747899,1.377698439,0.195102538,0.12417852,0.080889401,8.72764502985608e-05,0.001515437,0.043130435,0.03720357,0.393592988,17.79345929,Academic year
202324,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,813,Primary,60.43604651,11059.69186,3513209,3543310,30101,194845,128168,66677,39233,3738155,1727091,1752635,3479726,33483,106570,9413,406,1,305,2375,1191,7907,4412,3476,103,3512,22073,1,24211,5750,34747,1969,62,13580,94.78766932,5.212330682,3.428643275,1.783687407,2.85087162,0.251808713,0.647672448,0.929522719,0.153819197,0.052673043,0.010860973,2.67511646788322e-05,0.008159105,0.063534016,0.031860637,0.211521459,13.54537744,Academic year
202324,Local authority,E92000001,England,E12000002,North West,E06000063,Cumberland,942,Primary,134.9322034,16124.19209,5299438,5370938,71500,303574,226077,77497,44017,5674512,2625539,2637527,5263066,36372,189242,15363,413,0,2436,3567,1740,13316,9068,1196,15,9921,52496,0,44143,7645,22500,3209,145,21886,94.65021838,5.34978162,3.984078278,1.365703342,3.334947569,0.270736937,0.777917114,0.396509867,0.134725242,0.056551118,0.007278159,0,0.042928802,0.062860031,0.03066343,0.234663351,13.38093579,Academic year
202324,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Primary,58.64534884,14100.93605,4539102,4582240,43138,268851,177391,91460,52415,4851091,2232213,2262547,4494760,44342,144917,11575,1660,4,141,5584,1451,12059,2337,1442,6,8737,32057,1,38683,8073,43096,1608,60,17534,94.45792709,5.542072907,3.656723817,1.88534909,2.987307391,0.23860612,0.797408253,0.88837748,0.166416173,0.033147183,0.034219107,8.24556785267479e-05,0.002906563,0.115108127,0.029910797,0.248583257,14.70167685,Academic year
202324,Local authority,E92000001,England,E12000004,East Midlands,E10000007,Derbyshire,830,Primary,308.4858757,44180.01695,14450796,14607322,156526,836267,648555,187712,137048,15443589,7137894,7198471,14336365,114431,515163,40073,877,4,3146,18477,6893,63922,16211,3505,76,16276,123963,0,86797,22617,74290,4008,352,59030,94.58502166,5.414978345,4.199509583,1.215468762,3.335772533,0.25947984,0.562026094,0.481041033,0.146449119,0.025952517,0.005678732,2.59007151770226e-05,0.020370912,0.119641879,0.044633407,0.413906379,13.22131739,Academic year
202324,Local authority,E92000001,England,E12000002,North West,E08000008,Tameside,357,Primary,73.51162791,16898.06395,5309840,5329571,19731,290582,191246,99336,73491,5620153,2591953,2653813,5245766,64074,158819,13418,3563,2,214,1458,1748,12024,3567,830,127,908,15127,2,36451,9417,50275,3193,76,20280,94.82964254,5.170357462,3.402861096,1.767496365,2.825883922,0.238747949,0.648576649,0.8945486,0.167557716,0.0568134,0.063396851,3.55862198057597e-05,0.003807726,0.025942354,0.031102356,0.213944353,13.44106778,Academic year
202324,Local authority,E92000001,England,E12000007,London,E09000014,Haringey,309,Primary,50.01744186,12776.19186,4036354,4093329,56975,231687,154715,76972,70694,4325016,1960136,2010419,3970555,65799,120027,12566,2105,12,25,3268,945,15767,5582,2190,1362,2769,47258,4,15701,4895,49944,6432,63,20895,94.64309496,5.356905038,3.5772122,1.779692838,2.775180485,0.290542278,0.363027559,1.154770294,0.113178772,0.148716213,0.04867034,0.000277456,0.000578033,0.075560414,0.02184963,0.364553565,15.40976764,Academic year
202324,Local authority,E92000001,England,E12000002,North West,E08000014,Sefton,343,Primary,73.12429379,17909.36723,5691728,5737312,45584,351735,256086,95649,83919,6089047,2774556,2840453,5615009,76719,217103,17856,446,2,216,4073,1044,15346,10189,3288,25,4058,31310,2,43074,7200,37522,7853,74,22241,94.22348029,5.776519708,4.205682761,1.570836947,3.565467634,0.29324786,0.707401339,0.616221225,0.118245105,0.128969279,0.007324627,3.28458624149231e-05,0.003547353,0.066890599,0.01714554,0.252026302,15.73088354,Academic year
202324,Local authority,E92000001,England,E12000002,North West,E08000015,Wirral,344,Primary,87.06214689,20642.29379,6405784,6451001,45217,407956,288287,119669,87316,6858957,3130736,3199134,6329870,75914,235710,18259,595,6,37,7619,1812,24249,9100,10816,1322,1386,33409,0,44483,11402,60238,3546,89,24065,94.05221523,5.947784773,4.203073441,1.744711331,3.436528323,0.266206655,0.648538838,0.878238484,0.166235187,0.051698822,0.008674788,8.74768569040453e-05,0.000539441,0.111081029,0.026418011,0.353537717,16.60215257,Academic year
202324,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,811,Primary,119.7865169,19567.06742,6372238,6427177,54939,355969,262084,93885,48863,6783146,3151967,3179351,6331318,40920,213555,18910,800,0,1422,5101,1585,20711,7334,1992,122,2514,44967,2,49706,7943,33424,2812,122,24068,94.75215483,5.247845174,3.863752896,1.384092278,3.148317904,0.278779198,0.732786822,0.492750709,0.117099057,0.04145569,0.011793938,0,0.020963724,0.075201094,0.023366739,0.3053303,12.48547637,Academic year
202324,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Primary,68.41573034,18855.66854,6063752,6130443,66691,369276,219699,149577,103284,6499719,2949919,3019412,5969331,94421,174787,9951,14152,0,0,519,3529,16761,6432,533,62,2687,57509,1,47098,8863,91084,2532,71,23939,94.31858516,5.681414843,3.380130741,2.301284102,2.689147023,0.153098926,0.724615941,1.401352889,0.136359741,0.03895553,0.21773249,0,0,0.007984961,0.054294655,0.257872686,16.1277794,Academic year
202324,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Primary,35.51162791,10413.42442,3245301,3280199,34898,208637,164607,44030,47060,3488836,1585845,1618344,3204189,41112,131175,8988,990,0,54,3353,968,19079,4426,1503,505,5483,24484,0,16207,5948,20656,1219,49,17091,94.01986794,5.980132056,4.718106555,1.262025501,3.75984999,0.25762174,0.464538889,0.592059931,0.170486661,0.03494002,0.028376226,0,0.001547794,0.096106552,0.027745644,0.546858608,15.9403148,Academic year
202324,Local authority,E92000001,England,E12000002,North West,E08000002,Bury,351,Primary,65.59322034,12832.53672,4498638,4529613,30975,265730,199414,66316,73189,4795343,2188120,2246135,4434255,64383,155455,13856,5784,0,365,4456,1186,18312,5188,312,512,3790,21485,0,28678,8806,27204,1628,64,12724,94.458582,5.541417997,4.158492938,1.382925059,3.241791046,0.288947005,0.598038555,0.5673004,0.183636499,0.033949605,0.120617024,0,0.007611551,0.092923488,0.024732329,0.381870494,14.55026455,Academic year
202324,Local authority,E92000001,England,E12000007,London,E09000003,Barnet,302,Primary,79.74418605,21789.38953,6989731,7061537,71806,361144,290834,70310,98685,7422681,3420655,3478003,6898658,91073,221038,23644,7528,11,6,4142,793,33672,5235,3070,2503,8119,55948,1,12358,7612,48058,2282,89,30301,95.13458816,4.865411837,3.918179968,0.947231869,2.97787282,0.318537197,0.166489709,0.647448004,0.102550547,0.030743609,0.101418881,0.000148194,8.08333269340283e-05,0.05580194,0.010683471,0.453636631,11.83659941,Academic year
202324,Local authority,E92000001,England,E12000007,London,E09000012,Hackney,204,Primary,40.33139535,10036.19186,3099792,3129652,29860,168420,120612,47808,73179,3298072,1483061,1545131,3028192,71600,92982,6732,2000,3,134,3794,306,14648,10489,2021,376,732,18263,0,9342,1579,28732,8155,54,17704,94.89338013,5.106619868,3.657045692,1.449574175,2.819283509,0.204119255,0.283256399,0.871175644,0.047876456,0.247265675,0.06064149,9.09622349057267e-05,0.00406298,0.115036906,0.009278148,0.444138272,15.17890077,Academic year
202324,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,Barnsley,370,Primary,74.52247191,16226.94944,5200587,5248786,48199,313531,194798,118733,49336,5562317,2569261,2590168,5159429,41158,160839,14625,672,1,1542,1148,2550,13421,7952,2015,6,6655,33581,5,64590,8178,41036,4929,77,19937,94.3633022,5.636697801,3.502101732,2.134596069,2.89158277,0.262929998,1.161206742,0.737750114,0.147025062,0.088614151,0.012081296,1.79781195498207e-05,0.02772226,0.020638881,0.045844205,0.241284342,15.52801903,Academic year
202324,Local authority,E92000001,England,E12000006,East of England,E06000034,Thurrock,883,Primary,33.1744186,12589.65116,3866034,3901390,35356,228796,144088,84708,54740,4130186,1890597,1926363,3816960,49074,112467,7972,971,4,3799,1063,1105,16707,2808,3181,162,3413,28973,0,21994,5666,55770,1278,39,18745,94.46039476,5.539605238,3.488656443,2.050948795,2.723049277,0.193017942,0.53251839,1.350302383,0.137185105,0.030942916,0.023509837,9.68479385674156e-05,0.09198133,0.02573734,0.026754243,0.404509627,15.64600724,Academic year
202324,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Primary,27.88372093,8086.883721,2544989,2573370,28381,130087,101393,28694,19861,2703457,1260081,1267586,2527667,17322,82743,6457,452,1,103,1708,886,9043,3467,1401,253,4427,20234,0,12425,2539,12318,1412,29,9469,95.18812395,4.811876054,3.750494275,1.061381779,3.060636807,0.238842341,0.459596731,0.455638836,0.093916789,0.052229423,0.016719334,3.69896765511713e-05,0.003809937,0.063178368,0.032772853,0.334497645,11.05150215,Academic year
202324,Local authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,916,Primary,240.6011236,40092.98315,12726015,12860496,134481,749159,589718,159441,129028,13609655,6273270,6343339,12616609,109406,469458,36207,4236,13,4287,12458,6634,56424,14230,6336,368,16218,103664,1,76233,19622,58499,5087,244,44748,94.49538581,5.504614188,4.333085593,1.171528595,3.449448204,0.266039073,0.560139107,0.429834555,0.144177057,0.037377876,0.031124962,9.55204228174777e-05,0.031499696,0.091537956,0.048744807,0.414588026,14.08404388,Academic year
202324,Local authority,E92000001,England,E12000002,North West,E06000008,Blackburn with Darwen,889,Primary,56.42937853,13310.08475,4196652,4215660,19008,258921,178640,80281,67116,4474581,2039270,2097446,4136716,59936,142281,11214,6582,0,762,3296,1127,13378,1781,6970,12,834,16381,0,37663,7180,31010,4428,56,15061,94.21351407,5.78648593,3.992329114,1.794156816,3.179761412,0.250615644,0.841710095,0.693025783,0.160461952,0.098958986,0.147097572,0,0.017029527,0.073660528,0.025186716,0.298977714,17.25246464,Academic year
